Full Journal Title,JCR Abbreviated Title,ISSN,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,5-Year Impact Factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-life,Eigenfactor Score,Article Influence Score,% Articles in Citable Items,Average Journal Impact Factor Percentile,Normalized Eigenfactor
CENTRAL EUROPEAN HISTORY,CENT EUR HIST,0008-9389,269,0.283,0.283,0.486,0.042,24,14,22.9,0.00069,0.631,91.67,14.356,0.14575
Central European Journal of Energetic Materials,CENT EUR J ENERG MAT,1733-7178,655,0.948,0.792,1.351,0.129,31,5.5,11.5,0.00064,0.237,100,19.063,0.13562
Central European Journal of Immunology,CENT EUR J IMMUNOL,1426-3912,986,2.085,2.054,2.286,0.077,52,4.6,9.9,0.00152,0.449,75,11.42,0.319
Central European Journal of Operations Research,CENT EUR J OPER RES,1435-246X,"1,101",2.345,1.955,2.035,1.01,103,4.7,10.1,0.00116,0.442,99.03,48.214,0.24506
Central European Journal of Public Health,CENT EUR J PUBL HEAL,1210-7778,995,1.163,1.141,1.321,0.143,63,6.3,8.7,0.00102,0.284,96.83,8.922,0.214
Cepal Review,CEPAL REV,0251-2920,591,0.655,0.655,0.94,0.095,21,12,13.5,0.00056,0.364,100,8.09,0.11846
CEPHALALGIA,CEPHALALGIA,0333-1024,"12,756",6.292,5.714,5.536,1.895,171,9.1,8.4,0.01194,1.539,91.23,84.449,2.50364
CERAMICS INTERNATIONAL,CERAM INT,0272-8842,"81,215",4.527,3.619,4.049,1.916,"3,455",3.5,6,0.07668,0.548,98.73,91.379,16.06704
CERAMICS-SILIKATY,CERAM-SILIKATY,0862-5468,873,0.94,0.85,1.012,0.16,50,9.6,8.9,0.00042,0.167,98,25.862,0.08998
CEREAL CHEMISTRY,CEREAL CHEM,0009-0352,"8,343",1.984,1.69,2.043,0.709,158,19.5,10.1,0.0016,0.305,94.94,36.735,0.33565
CEREAL FOODS WORLD,CEREAL FOOD WORLD,0146-6283,869,0.538,0.527,0.91,0.074,54,17.7,5.9,0.00026,0.154,96.3,6.597,0.05549
CEREAL RESEARCH COMMUNICATIONS,CEREAL RES COMMUN,0133-3720,"1,259",0.85,0.789,1.067,0.252,111,10.5,10.4,0.00058,0.173,97.3,20.33,0.12214
CEREBELLUM,CEREBELLUM,1473-4222,"3,968",3.847,3.401,4.071,0.806,129,6.3,10,0.0051,1.137,87.6,54.029,1.06932
CEREBRAL CORTEX,CEREB CORTEX,1047-3211,"34,416",5.357,5.05,6.108,1.575,454,8.4,10.1,0.04752,2.382,100,75.275,9.95724
CEREBROVASCULAR DISEASES,CEREBROVASC DIS,1015-9770,"6,560",2.762,2.653,3.441,0.641,92,9.8,5.8,0.0048,1.15,95.65,38.534,1.00701
Cerne,CERNE,0104-7760,976,1.12,1.03,1.253,0.14,50,7.3,9.1,0.00085,0.278,98,26.119,0.17815
CESifo Economic Studies,CESIFO ECON STUD,1610-241X,493,0.76,0.74,1.201,0.353,17,8.2,8.6,0.00095,0.692,88.24,11.804,0.20007
CESKA A SLOVENSKA NEUROLOGIE A NEUROCHIRURGIE,CESK SLOV NEUROL N,1210-7859,242,0.35,0.078,0.293,0.182,77,4.8,7.5,0.00016,0.033,62.34,1.336,0.03363
CESKOSLOVENSKA PSYCHOLOGIE,CESK PSYCHOL,0009-062X,202,0.471,0.394,0.386,0.083,48,5.9,11.6,0.00016,0.063,97.92,4.643,0.03431
Chalcogenide Letters,CHALCOGENIDE LETT,1584-8663,831,0.885,0.712,0.934,0.129,70,7.1,8.9,0.00049,0.138,100,9.205,0.10407
Channels,CHANNELS,1933-6950,"1,599",2.581,2.5,3.292,0.485,33,6.7,9.9,0.00196,0.913,66.67,25.336,0.41164
CHAOS,CHAOS,1054-1500,"11,744",3.642,3.134,3.267,0.806,551,5,9.8,0.01516,0.778,99.82,94.46,3.17648
CHAOS SOLITONS & FRACTALS,CHAOS SOLITON FRACT,0960-0779,"18,754",5.944,5.066,4.415,3.668,864,3.9,6.1,0.01466,0.773,98.61,93.323,3.07249
CHELONIAN CONSERVATION AND BIOLOGY,CHELONIAN CONSERV BI,1071-8443,"1,089",1.667,1.621,1.578,0.412,34,11,14.1,0.00072,0.439,97.06,55.714,0.15246
Chem,CHEM-US,2451-9294,"12,491",22.804,22.471,23.911,4.949,195,2.5,4.9,0.03335,6.72,77.95,95.251,6.98819
CHEMBIOCHEM,CHEMBIOCHEM,1439-4227,"13,869",3.164,3.007,3.013,1.529,586,7.2,8,0.01435,0.836,85.32,38.901,3.00766
ChemBioEng Reviews,CHEMBIOENG REV,2196-9744,768,2.927,2.829,6.183,1.214,14,4,8.3,0.00106,0.946,57.14,51.399,0.22253
ChemCatChem,CHEMCATCHEM,1867-3880,"23,811",5.686,5.398,5.329,1.289,813,4,6.2,0.03171,1.056,89.3,69.444,6.64444
ChemElectroChem,CHEMELECTROCHEM,2196-0216,"11,391",4.59,4.279,4.509,1.034,594,2.8,4.8,0.01882,0.84,90.24,60.345,3.94343
CHEMICAL & ENGINEERING NEWS,CHEM ENG NEWS,0009-2347,"1,421",0.481,0.479,0.407,0.868,144,7.8,Not Available,0.00138,0.109,100,6.325,0.28991
CHEMICAL & PHARMACEUTICAL BULLETIN,CHEM PHARM BULL,0009-2363,"13,645",1.645,1.579,1.613,0.481,158,19.5,8.6,0.00279,0.296,83.54,19.02,0.58565
CHEMICAL AND BIOCHEMICAL ENGINEERING QUARTERLY,CHEM BIOCHEM ENG Q,0352-9568,"1,151",1.582,1.527,2.203,0.273,22,6.2,9,0.00078,0.303,86.36,18.441,0.164
Chemical and Biological Technologies in Agriculture,CHEM BIOL TECHNOL AG,****-****,698,2.792,2.66,4.313,0.484,31,3.8,8.7,0.00096,0.701,90.32,76.724,0.20263
Chemical and Process Engineering-Inzynieria Chemiczna I Procesowa,CHEM PROCESS ENG-INZ,0208-6425,409,0.485,0.412,0.882,0.217,23,6.7,10.1,0.00025,0.133,100,8.042,0.05362
Chemical Biology & Drug Design,CHEM BIOL DRUG DES,1747-0277,"5,325",2.817,2.742,2.631,0.6,175,5.9,8,0.00457,0.45,90.29,32.08,0.95851
CHEMICAL COMMUNICATIONS,CHEM COMMUN,1359-7345,"213,293",6.222,5.879,6.008,1.433,"3,138",6.5,5.5,0.20264,1.263,96.24,75.698,42.45555
CHEMICAL ENGINEERING & TECHNOLOGY,CHEM ENG TECHNOL,0930-7516,"7,098",1.728,1.517,1.709,0.512,303,8.6,7.7,0.00385,0.28,95.71,31.818,0.80851
Chemical Engineering and Processing-Process Intensification,CHEM ENG PROCESS,0255-2701,"11,066",4.237,3.75,4.055,0.855,366,6.9,7.5,0.00738,0.613,96.99,63.69,1.5473
CHEMICAL ENGINEERING COMMUNICATIONS,CHEM ENG COMMUN,0098-6445,"4,508",2.494,2.346,2.149,1.012,250,7.8,8.5,0.00222,0.286,96,45.804,0.46689
CHEMICAL ENGINEERING JOURNAL,CHEM ENG J,1385-8947,"180,395",13.273,11.629,11.529,4.234,"3,718",3.6,4.7,0.16662,1.669,97.26,97.387,34.91011
CHEMICAL ENGINEERING PROGRESS,CHEM ENG PROG,0360-7275,"2,121",0.389,0.381,0.521,0.025,40,62.3,5.9,0.00059,0.205,100,3.846,0.12396
CHEMICAL ENGINEERING RESEARCH & DESIGN,CHEM ENG RES DES,0263-8762,"17,224",3.739,3.478,3.805,1.103,416,5.8,7.7,0.01397,0.613,97.6,63.986,2.92826
CHEMICAL ENGINEERING SCIENCE,CHEM ENG SCI,0009-2509,"49,734",4.311,3.959,4.216,1.301,624,10.9,9.1,0.02743,0.794,98.4,73.077,5.74774
CHEMICAL GEOLOGY,CHEM GEOL,0009-2541,"45,176",4.015,3.696,4.426,1.051,372,13.2,12.5,0.027,1.38,98.92,80.114,5.65684
Chemical Industry & Chemical Engineering Quarterly,CHEM IND CHEM ENG Q,1451-9372,654,0.638,0.6,1.016,0.333,30,7.2,9,0.00049,0.195,100,10.813,0.10402
CHEMICAL JOURNAL OF CHINESE UNIVERSITIES-CHINESE,CHEM J CHINESE U,0251-0790,"1,828",0.65,0.408,0.481,0.168,321,6.2,5.8,0.00087,0.049,80.69,8.659,0.18375
CHEMICAL PAPERS,CHEM PAP,2585-7290,"4,222",2.097,1.903,1.831,0.696,556,4.1,7.4,0.00298,0.243,96.04,34.916,0.62512
CHEMICAL PHYSICS,CHEM PHYS,0301-0104,"12,835",2.348,2.25,1.848,1.131,351,15.2,9.5,0.00521,0.409,100,42.98,1.09309
CHEMICAL PHYSICS LETTERS,CHEM PHYS LETT,0009-2614,"50,930",2.328,2.127,1.999,0.838,993,17.1,8,0.01589,0.373,100,41.012,3.33065
CHEMICAL RECORD,CHEM REC,1527-8999,"5,099",6.771,6.595,5.917,3.467,120,3.8,6.2,0.00711,1.225,76.67,78.492,1.49096
CHEMICAL RESEARCH IN CHINESE UNIVERSITIES,CHEM RES CHINESE U,1005-9040,"1,702",1.307,1.198,0.979,0.79,205,4.6,4.8,0.00125,0.14,76.59,22.626,0.263
CHEMICAL RESEARCH IN TOXICOLOGY,CHEM RES TOXICOL,0893-228X,"15,196",3.739,3.382,4.142,1.168,274,9.5,8.4,0.00914,0.865,90.15,58.322,1.91538
CHEMICAL REVIEWS,CHEM REV,0009-2665,"224,417",60.622,60.042,66.813,15.833,240,7.8,7.6,0.21618,17.068,0.42,99.721,45.29217
Chemical Science,CHEM SCI,2041-6520,"65,945",9.825,9.359,9.658,2.542,"1,392",3.7,6.3,0.12826,2.505,96.55,87.989,26.87225
CHEMICAL SENSES,CHEM SENSES,0379-864X,"5,825",3.16,2.952,3.296,1.362,69,13.3,11.8,0.00313,0.912,89.86,54.188,0.65717
CHEMICAL SOCIETY REVIEWS,CHEM SOC REV,0306-0012,"173,170",54.564,54.004,53.712,9.731,290,6.5,5.3,0.17657,12.249,0,99.162,36.99507
CHEMICKE LISTY,CHEM LISTY,0009-2770,579,0.381,0.216,0.282,0.248,101,9.3,11,0.00014,0.026,44.55,3.073,0.0309
CHEMICO-BIOLOGICAL INTERACTIONS,CHEM-BIOL INTERACT,0009-2797,"16,208",5.192,5.116,4.61,1.303,274,6.4,7.8,0.01195,0.728,90.51,78.969,2.50517
CHEMIE DER ERDE-GEOCHEMISTRY,CHEM ERDE-GEOCHEM,****-****,"1,825",3.133,3.133,4.033,Not Available,0,8.4,Not Available,0.00187,1.192,Not Available,60.795,0.39333
CHEMIE IN UNSERER ZEIT,CHEM UNSERER ZEIT,0009-2851,297,0.473,0.203,0.415,0.188,48,11.8,10,0.00011,0.062,100,4.749,0.02499
CHEMIE INGENIEUR TECHNIK,CHEM-ING-TECH,0009-286X,"2,824",1.672,1.216,1.363,0.524,210,7.1,7.4,0.00177,0.204,85.24,30.42,0.37176
Chemija,CHEMIJA,0235-7216,267,0.636,0.564,0.613,0.121,33,8,7.8,0.00014,0.092,93.94,8.101,0.02973
CHEMISTRY & BIODIVERSITY,CHEM BIODIVERS,1612-1872,"6,195",2.408,2.252,2.351,0.627,303,7.8,7.9,0.00346,0.334,94.39,30.907,0.72596
CHEMISTRY & INDUSTRY,CHEM IND-LONDON,0009-3068,808,0.161,0.161,0.172,0.06,50,32.6,1.8,0.00006,0.026,100,3.378,0.01266
CHEMISTRY AND ECOLOGY,CHEM ECOL,0275-7540,"1,703",2.244,2.073,1.933,0.737,76,8.2,8.9,0.00096,0.3,96.05,37.321,0.20193
CHEMISTRY AND PHYSICS OF LIPIDS,CHEM PHYS LIPIDS,0009-3084,"5,440",3.329,3.224,3.4,0.889,99,10.6,10.2,0.00348,0.725,92.93,47.001,0.73045
CHEMISTRY AND TECHNOLOGY OF FUELS AND OILS,CHEM TECH FUELS OIL+,0009-3092,602,0.393,0.303,0.466,0.108,111,7.9,10.4,0.00038,0.073,98.2,8.372,0.08093
Chemistry Central Journal,CHEM CENT J,1752-153X,"3,862",4.215,4.215,3.836,Not Available,0,6.8,Not Available,0.00241,0.55,Not Available,63.966,0.50587
Chemistry Education Research and Practice,CHEM EDUC RES PRACT,1109-4028,"2,519",2.959,2.116,3.332,1.216,74,6,9.4,0.0025,0.696,98.65,68.655,0.52415
CHEMISTRY LETTERS,CHEM LETT,0366-7022,"13,768",1.389,1.311,1.363,0.475,320,13.5,8.1,0.0072,0.3,90.63,24.86,1.50879
Chemistry of Heterocyclic Compounds,CHEM HETEROCYCL COM+,0009-3122,"3,452",1.277,0.987,1.281,0.438,219,8.5,7.8,0.00163,0.166,89.95,25.439,0.34352
CHEMISTRY OF MATERIALS,CHEM MATER,0897-4756,"124,153",9.811,9.311,10.837,1.958,"1,027",6.5,5.9,0.13086,2.467,97.76,86.702,27.41755
CHEMISTRY OF NATURAL COMPOUNDS,CHEM NAT COMPD+,0009-3130,"4,161",0.809,0.582,0.708,0.141,313,10.3,10.8,0.00157,0.09,100,6.015,0.33072
CHEMISTRY-A EUROPEAN JOURNAL,CHEM-EUR J,0947-6539,"110,572",5.236,4.867,4.843,1.525,"2,301",5.7,6.9,0.12361,1.073,90.18,71.229,25.89772
Chemistry-An Asian Journal,CHEM-ASIAN J,1861-4728,"15,425",4.568,4.411,3.843,1.246,513,4.4,5.5,0.01779,0.753,75.44,66.76,3.72842
ChemistryOpen,CHEMISTRYOPEN,2191-1363,"1,837",2.911,2.875,2.8,0.766,154,2.9,8,0.00296,0.528,84.42,47.765,0.62092
ChemistrySelect,CHEMISTRYSELECT,2365-6549,"14,609",2.109,1.939,2.054,0.497,"1,907",2.6,6.8,0.02054,0.3,94.49,35.475,4.30529
ChemMedChem,CHEMMEDCHEM,1860-7179,"8,477",3.466,3.295,3.573,0.867,338,5.8,7.5,0.0081,0.696,86.39,50.364,1.69844
ChemNanoMat,CHEMNANOMAT,2199-692X,"2,534",3.154,3.062,3.435,1.173,231,2.9,4.9,0.00455,0.672,82.68,45.103,0.954
CHEMOECOLOGY,CHEMOECOLOGY,0937-7409,"1,194",1.725,1.65,2.289,0.429,42,11.9,12.3,0.00059,0.508,95.24,19.123,0.12497
CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS,CHEMOMETR INTELL LAB,0169-7439,"11,735",3.491,3.148,3.839,1.053,207,10.3,7.9,0.00696,0.711,97.1,72.288,1.45942
Chemosensors,CHEMOSENSORS,****-****,875,3.398,2.992,3.82,0.592,130,2.7,5.8,0.0012,0.584,83.85,62.371,0.2518
Chemosensory Perception,CHEMOSENS PERCEPT,1936-5802,524,1.833,1.583,2.025,0.409,22,8.6,11.9,0.00038,0.467,100,18.424,0.08062
CHEMOSPHERE,CHEMOSPHERE,0045-6535,"127,067",7.086,6.451,6.956,2.262,"2,956",4.9,7,0.0979,1.025,96.38,89.234,20.51239
CHEMOTHERAPY,CHEMOTHERAPY,0009-3157,"1,840",2.544,2.529,2.065,1.467,30,11.8,6.3,0.00082,0.474,80,23.368,0.17377
ChemPhotoChem,CHEMPHOTOCHEM,2367-0932,"1,427",3.849,3.706,3.674,1.124,145,2.1,6.3,0.00291,0.824,88.97,55.247,0.61162
CHEMPHYSCHEM,CHEMPHYSCHEM,1439-4235,"17,334",3.102,3.008,3.151,1.082,354,7.3,9.4,0.01614,0.726,95.76,58.496,3.3822
ChemPlusChem,CHEMPLUSCHEM,2192-6506,"3,992",2.863,2.814,3.051,0.834,302,4.3,6.8,0.00507,0.554,73.18,47.207,1.06287
ChemSusChem,CHEMSUSCHEM,1864-5631,"34,732",8.928,8.467,8.868,2.052,724,4.5,4.6,0.04379,1.738,80.8,88.62,9.17578
CHEST,CHEST,0012-3692,"58,778",9.41,8.898,10.131,4.468,434,11.1,6.7,0.04591,3.449,86.64,90.842,9.62036
Chiang Mai Journal of Science,CHIANG MAI J SCI,0125-2526,732,0.523,0.486,0.505,0.08,112,5.6,9.5,0.00059,0.076,100,7.534,0.12381
CHILD & FAMILY BEHAVIOR THERAPY,CHILD FAM BEHAV THER,0731-7107,574,0.957,0.826,1.507,0.333,15,13.2,11.1,0.00026,0.382,100,14.577,0.05525
Child & Family Social Work,CHILD FAM SOC WORK,1356-7500,"2,960",2.386,2.013,2.587,0.735,151,7.6,9.4,0.00261,0.57,92.05,68.46,0.54764
CHILD & YOUTH CARE FORUM,CHILD YOUTH CARE FOR,1053-1890,"1,368",1.596,1.511,2.289,0.397,73,6.9,10.2,0.00148,0.603,94.52,19.872,0.31107
CHILD ABUSE & NEGLECT,CHILD ABUSE NEGLECT,0145-2134,"17,406",3.928,3.488,5.07,0.958,355,8.4,8.8,0.01703,1.335,92.39,88.236,3.56887
Child Abuse Review,CHILD ABUSE REV,0952-9136,"1,241",1.354,1.154,2.5,1.375,40,7.5,8.6,0.00112,0.664,87.5,27.43,0.23505
Child and Adolescent Mental Health,CHILD ADOL MENT H-UK,1475-357X,"1,532",2.175,2,3.278,1.636,55,7,7.3,0.00165,0.948,81.82,33.517,0.34569
CHILD AND ADOLESCENT PSYCHIATRIC CLINICS OF NORTH AMERICA,CHILD ADOL PSYCH CL,1056-4993,"2,337",2.41,2.39,2.914,0.686,51,8.3,8.1,0.0024,0.911,52.94,39.51,0.50291
Child and Adolescent Psychiatry and Mental Health,CHILD ADOL PSYCH MEN,****-****,"2,021",3.033,2.934,3.723,2.372,43,5.9,7.9,0.00256,1.002,95.35,55.963,0.53835
Child and Adolescent Social Work Journal,CHILD ADOLESC SOC WO,0738-0151,"1,392",1.862,1.606,2.344,0.392,102,7.2,9,0.00154,0.602,95.1,53.409,0.32464
CHILD CARE HEALTH AND DEVELOPMENT,CHILD CARE HLTH DEV,0305-1862,"5,206",2.508,2.442,3.095,0.352,108,8.6,8.3,0.00463,0.858,87.96,56.641,0.97014
CHILD DEVELOPMENT,CHILD DEV,0009-3920,"40,402",5.899,5.674,6.863,1.705,281,15.9,11,0.02211,2.6,98.93,94.425,4.63305
Child Development Perspectives,CHILD DEV PERSPECT,1750-8592,"4,354",6.221,6.174,7.126,0.857,42,7.4,6.9,0.00607,2.655,97.62,94.231,1.2718
Child Indicators Research,CHILD INDIC RES,1874-897X,"1,741",2.42,1.863,2.722,0.727,150,4.5,9.7,0.00227,0.586,96.67,65,0.4775
Child Language Teaching & Therapy,CHILD LANG TEACH THE,0265-6590,636,1.324,1.235,1.99,0.095,21,8.1,11,0.00048,0.475,100,34.2,0.1024
CHILD MALTREATMENT,CHILD MALTREATMENT,1077-5595,"3,266",3.051,2.756,4.85,0.831,83,10.2,9.7,0.00261,1.469,91.57,81.516,0.54832
CHILD NEUROPSYCHOLOGY,CHILD NEUROPSYCHOL,0929-7049,"3,061",2.5,2.29,3.418,0.713,80,9.8,10.5,0.00278,0.958,93.75,31.01,0.58279
CHILD PSYCHIATRY & HUMAN DEVELOPMENT,CHILD PSYCHIAT HUM D,0009-398X,"3,530",2.35,2.211,3.232,0.495,188,6.9,10.3,0.00453,0.975,95.74,41.113,0.95054
CHILD WELFARE,CHILD WELFARE,0009-4021,"1,476",0.845,0.845,1.101,Not Available,0,12.7,Not Available,0.00047,0.295,Not Available,7.556,0.10044
Childhood Obesity,CHILD OBES,2153-2168,"1,818",2.992,2.85,3.463,1.013,76,5.1,7.6,0.00327,0.975,86.84,70.155,0.68552
CHILDHOOD-A GLOBAL JOURNAL OF CHILD RESEARCH,CHILDHOOD,0907-5682,"1,992",2.864,2.424,3.094,0.553,47,9.9,9.4,0.0017,0.971,100,75.909,0.35821
Children & Society,CHILD SOC,0951-0605,"1,702",1.952,1.774,1.956,0.415,65,9.8,9,0.00132,0.566,96.92,60.227,0.27743
CHILDREN AND YOUTH SERVICES REVIEW,CHILD YOUTH SERV REV,0190-7409,"13,303",2.393,1.79,2.944,0.499,984,6.5,8.8,0.01343,0.69,94.92,70.66,2.81448
Children-Basel,CHILDREN-BASEL,****-****,"1,628",2.863,2.725,3.091,0.417,307,2.7,7.3,0.00371,0.781,80.46,69.38,0.77867
Childrens Geographies,CHILD GEOGR,1473-3285,"1,894",2.291,1.825,2.893,0.747,99,7.6,9.2,0.00173,0.692,97.98,40.588,0.36442
CHILDRENS HEALTH CARE,CHILD HEALTH CARE,0273-9615,657,0.943,0.868,1.015,0.385,39,12.1,9.3,0.00039,0.292,97.44,5.398,0.082
CHILDS NERVOUS SYSTEM,CHILD NERV SYST,0256-7040,"7,901",1.475,1.232,1.703,0.476,555,8.8,9.7,0.00605,0.412,79.1,17.486,1.26902
Chilean Journal of Agricultural Research,CHIL J AGR RES,0718-5839,"1,397",1.677,1.395,1.806,0.258,66,6.8,8.1,0.00098,0.302,92.42,52.231,0.20551
CHIMIA,CHIMIA,0009-4293,"2,036",1.509,1.462,1.622,0.464,112,7.9,7.7,0.00205,0.41,99.11,25.978,0.43116
China & World Economy,CHINA WORLD ECON,1671-2234,961,2.357,2.171,2.308,0.444,36,6.7,7,0.00107,0.574,97.22,63.263,0.22544
China Agricultural Economic Review,CHINA AGR ECON REV,1756-137X,799,2.239,1.587,2.048,0.917,48,4.9,7.4,0.00082,0.38,95.83,55.438,0.17199
China Communications,CHINA COMMUN,1673-5447,"2,891",2.688,2.196,1.981,0.586,215,3.6,4.7,0.00373,0.325,98.14,46.703,0.78249
CHINA ECONOMIC REVIEW,CHINA ECON REV,1043-951X,"5,722",4.227,3.873,4.828,1.551,178,6.5,10.2,0.00605,1.208,100,85.013,1.26894
China Foundry,CHINA FOUNDRY,1672-6421,583,1.202,0.982,1.033,0.328,58,4.9,9.5,0.00046,0.148,93.1,30.625,0.09641
China Information,CHINA INFORM,0920-203X,397,1.676,1.647,1.659,0.516,31,6.9,7.8,0.00075,0.892,100,73.125,0.15776
CHINA JOURNAL,CHINA J,1324-9347,935,3.84,3.56,4.188,1,11,9.7,6.5,0.00153,2.323,100,99.375,0.32069
CHINA OCEAN ENGINEERING,CHINA OCEAN ENG,0890-5487,872,1.201,1.013,1.12,0.225,80,5.8,10.2,0.00083,0.212,98.75,16.96,0.17464
China Perspectives,CHINA PERSPECT,2070-3449,494,1.8,1.6,2.032,0.824,17,5.1,11.7,0.00102,0.805,94.12,80.625,0.21525
China Petroleum Processing & Petrochemical Technology,CHINA PET PROCESS PE,1008-6234,332,0.85,0.575,0.69,0.033,61,4.5,8,0.00026,0.084,95.08,18.797,0.05467
CHINA QUARTERLY,CHINA QUART,0305-7410,"4,108",3.154,3.121,4.224,0.851,47,12.1,10.2,0.0048,2.094,97.87,94.375,1.00736
China Review-An Interdisciplinary Journal on Greater China,CHINA REV,1680-2012,467,1.48,1.36,1.99,0.333,36,6.8,8.2,0.00091,0.85,100,66.875,0.19248
China-An International Journal,CHINA INT J,0219-7472,315,0.675,0.636,0.786,0.049,41,6.5,10.5,0.00049,0.263,100,26.875,0.10326
CHINESE ANNALS OF MATHEMATICS SERIES B,CHINESE ANN MATH B,0252-9599,869,0.756,0.739,0.712,0.136,59,10.5,18.3,0.00153,0.443,100,32.273,0.32237
CHINESE CHEMICAL LETTERS,CHINESE CHEM LETT,1001-8417,"13,587",6.779,5.629,4.558,2.717,628,2.7,4.7,0.01201,0.61,88.06,79.05,2.51829
Chinese Geographical Science,CHINESE GEOGR SCI,1002-0063,"2,142",2.892,2.723,2.721,0.607,84,5.9,7.3,0.00189,0.484,100,46.898,0.39715
Chinese Journal of Aeronautics,CHINESE J AERONAUT,1000-9361,"4,293",2.769,2.212,2.62,0.958,285,4.5,8.8,0.00478,0.49,94.04,86.765,1.00282
CHINESE JOURNAL OF ANALYTICAL CHEMISTRY,CHINESE J ANAL CHEM,0253-3820,"2,519",1.134,0.905,0.909,0.279,229,5.6,5.2,0.0016,0.111,94.32,7.831,0.33656
Chinese Journal of Cancer Research,CHINESE J CANCER RES,1000-9604,"2,176",5.087,4.53,4.451,0.42,69,4.1,5.1,0.00309,0.858,76.81,63.843,0.64762
CHINESE JOURNAL OF CATALYSIS,CHINESE J CATAL,0253-9837,"10,031",8.271,7.395,5.923,3.809,188,3.8,4.9,0.0104,0.925,86.7,88.772,2.18043
CHINESE JOURNAL OF CHEMICAL ENGINEERING,CHINESE J CHEM ENG,1004-9541,"6,469",3.171,3.017,2.853,0.735,336,4.4,7.3,0.00619,0.439,94.05,55.594,1.29843
CHINESE JOURNAL OF CHEMICAL PHYSICS,CHINESE J CHEM PHYS,1674-0068,992,1.114,0.991,0.864,0.25,104,5.7,8.5,0.00108,0.185,95.19,14.865,0.2267
CHINESE JOURNAL OF CHEMISTRY,CHINESE J CHEM,1001-604X,"5,434",6,5.167,3.19,1.831,243,3.7,6.1,0.00586,0.621,92.18,73.464,1.22971
Chinese Journal of Communication,CHIN J COMMUN,1754-4750,554,2.714,2.367,2.769,0.55,40,4.7,8.3,0.0012,0.964,100,53.723,0.25166
CHINESE JOURNAL OF ELECTRONICS,CHINESE J ELECTRON,1022-4653,"1,203",1.014,0.742,0.955,0.257,144,4,6.5,0.00119,0.134,99.31,12.637,0.25032
CHINESE JOURNAL OF GEOPHYSICS-CHINESE EDITION,CHINESE J GEOPHYS-CH,0001-5733,"5,464",0.847,0.559,1.035,0.247,352,7.4,11.4,0.00463,0.223,98.58,9.659,0.97147
CHINESE JOURNAL OF INORGANIC CHEMISTRY,CHINESE J INORG CHEM,1001-4861,"1,567",0.834,0.544,0.604,0.195,267,4.8,5.8,0.00079,0.053,98.5,1.111,0.16569
Chinese Journal of Integrative Medicine,CHIN J INTEGR MED,1672-0415,"2,875",1.978,1.659,2.047,1.312,202,5.3,7.3,0.00213,0.321,85.15,39.655,0.44713
Chinese Journal of International Law,CHIN J INT LAW,1540-1650,326,1.395,1.211,1.352,0.133,15,7,9.4,0.00072,0.67,93.33,42.217,0.15166
Chinese Journal of International Politics,CHIN J INT POLIT,1750-8916,623,3.649,2.973,3.329,0.3,20,6.3,6.9,0.00106,1.212,100,85.638,0.22227
Chinese Journal of Mechanical Engineering,CHIN J MECH ENG-EN,1000-9345,"1,918",1.936,1.826,1.889,0.345,87,4.6,6.4,0.00228,0.35,85.06,39.63,0.47786
Chinese Journal of Natural Medicines,CHIN J NAT MEDICINES,2095-6975,"2,816",3,2.824,2.869,1.081,99,5.2,6.3,0.00252,0.45,86.87,51.987,0.52863
CHINESE JOURNAL OF ORGANIC CHEMISTRY,CHINESE J ORG CHEM,0253-2786,"3,149",1.652,1.026,1.2,0.512,416,3.3,6,0.00253,0.14,69.71,30.702,0.53208
CHINESE JOURNAL OF PHYSICS,CHINESE J PHYS,0577-9073,"3,873",3.237,2.634,2.695,1.549,346,2.5,8.1,0.0041,0.369,99.71,66.471,0.85929
CHINESE JOURNAL OF PHYSIOLOGY,CHINESE J PHYSIOL,0304-4920,760,1.764,1.667,1.495,0.289,38,7.9,8.7,0.00052,0.267,89.47,14.198,0.10925
CHINESE JOURNAL OF POLYMER SCIENCE,CHINESE J POLYM SCI,0256-7679,"3,097",3.603,3.197,2.59,1.032,216,3.7,6.4,0.00286,0.368,93.52,67.614,0.60053
CHINESE JOURNAL OF STRUCTURAL CHEMISTRY,CHINESE J STRUC CHEM,0254-5861,"1,244",0.893,0.61,0.603,0.249,257,4,6.7,0.00075,0.06,99.22,10.321,0.15776
Chinese Management Studies,CHIN MANAG STUD,1750-614X,689,1.676,1.48,1.759,0.5,58,4.8,11.4,0.00051,0.236,100,12.611,0.10786
CHINESE MEDICAL JOURNAL,CHINESE MED J-PEKING,0366-6999,"11,843",2.628,2.317,2.361,7.215,274,5.6,5.2,0.01003,0.526,70.44,60.059,2.10176
Chinese Medicine,CHIN MED-UK,1749-8546,"1,925",5.455,4.967,4.422,1.183,126,4.1,6,0.0017,0.678,78.57,88.414,0.35704
Chinese Optics Letters,CHIN OPT LETT,1671-7694,"2,898",2.448,1.72,1.474,0.434,212,3.9,6.6,0.00307,0.246,99.06,54.04,0.6432
