Journal	JournalFullName	ISSN	2022IF	2022AI
ENERGY ECOL ENVIRON	ENERGY ECOLOGY AND ENVIRONMENT	2363-7692	4.4	0.621
ENERGY ENVIRON MATER	ENERGY & ENVIRONMENTAL MATERIALS	2575-0356	15.0	3.091
ENERGY MATER ADV	ENERGY MATERIAL ADVANCES	2097-1133	12.9	2.634
ENERGY REP	ENERGY REPORTS	2352-4847	5.2	0.703
ENERGY RES SOC SCI	ENERGY RESEARCH & SOCIAL SCIENCE	2214-6296	6.7	1.576
ENERGY SCI ENG	ENERGY SCIENCE & ENGINEERING	2050-0505	3.8	0.622
ENERGY STORAGE	ENERGY STORAGE	2578-4862	3.2	0.49
ENERGY STORAGE MATER	ENERGY STORAGE MATERIALS	2405-8297	20.4	3.734
ENERGY STRATEG REV	ENERGY STRATEGY REVIEWS	2211-467X	8.2	1.608
ENERGY SUSTAIN DEV	ENERGY FOR SUSTAINABLE DEVELOPMENT	0973-0826	5.5	1.13
ENERGY SUSTAIN SOC	ENERGY SUSTAINABILITY AND SOCIETY	2192-0567	4.9	0.75
ENERGY SYST	ENERGY SYSTEMS-OPTIMIZATION MODELING SIMULATION AND ECONOMIC ASPECTS	1868-3967	2.3	0.412
ENERGY TECHNOL-GER	ENERGY TECHNOLOGY	2194-4288	3.8	0.663
ENERGYCHEM	ENERGYCHEM	2589-7780	25.1	5.039
ENEURO	ENEURO	2373-2822	3.4	1.436
ENEUROBIOLOGIA	ENEUROBIOLOGIA	2007-3054	0.0	0.0
ENFANCE	ENFANCE	0013-7545	0.2	0.051
ENFERM CLIN	ENFERMERIA CLINICA	1130-8621	0.5	0.126
ENFERM INFEC MICR CL	ENFERMEDADES INFECCIOSAS Y MICROBIOLOGIA CLINICA	0213-005X	2.5	0.411
ENFERM INTENSIV	ENFERMERIA INTENSIVA	1130-2399	1.3	0.232
ENFOQUE UTE	ENFOQUE UTE	1390-9363	0.5	0.044
ENG AGR-JABOTICABAL	ENGENHARIA AGRICOLA	0100-6916	1.0	0.131
ENG ANAL BOUND ELEM	ENGINEERING ANALYSIS WITH BOUNDARY ELEMENTS	0955-7997	3.3	0.556
ENG APPL ARTIF INTEL	ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE	0952-1976	8.0	1.192
ENG APPL COMP FLUID	ENGINEERING APPLICATIONS OF COMPUTATIONAL FLUID MECHANICS	1994-2060	6.1	0.856
ENG COMPUTATION	ENGINEERING COMPUTATIONS	0264-4401	1.6	0.282
ENG COMPUT-GERMANY	ENGINEERING WITH COMPUTERS	0177-0667	8.7	1.16
ENG CONSTR ARCHIT MA	ENGINEERING CONSTRUCTION AND ARCHITECTURAL MANAGEMENT	0969-9988	4.1	0.479
ENG ECON	ENGINEERING ECONOMIST	0013-791X	1.2	0.216
ENG FAIL ANAL	ENGINEERING FAILURE ANALYSIS	1350-6307	4.0	0.557
ENG FRACT MECH	ENGINEERING FRACTURE MECHANICS	0013-7944	5.4	0.911
ENG GEOL	ENGINEERING GEOLOGY	0013-7952	7.4	1.557
ENG J AISC	ENGINEERING JOURNAL-AMERICAN INSTITUTE OF STEEL CONSTRUCTION	0013-8029	0.8	0.169
ENG J-THAIL	ENGINEERING JOURNAL-THAILAND	0125-8281	0.8	0.118
ENG LET	ENGINEERING LETTERS	1816-093X	0.6	0.068
ENG LIFE SCI	ENGINEERING IN LIFE SCIENCES	1618-0240	2.7	0.498
ENG MANAG J	ENGINEERING MANAGEMENT JOURNAL	1042-9247	2.5	0.29
ENG OPTIMIZ	ENGINEERING OPTIMIZATION	0305-215X	2.7	0.517
ENG REP	ENGINEERING REPORTS	2577-8196	2.0	0.334
ENG RES EXPRESS	ENGINEERING RESEARCH EXPRESS	2631-8695	1.7	0.244
ENG REV	ENGINEERING REVIEW	1330-9587	0.4	0.077
ENG SANIT AMBIENT	ENGENHARIA SANITARIA E AMBIENTAL	1413-4152	0.5	0.091
ENG SCI TECHNOL	ENGINEERING SCIENCE AND TECHNOLOGY-AN INTERNATIONAL JOURNAL-JESTECH	2215-0986	5.7	0.789
ENG STRUCT	ENGINEERING STRUCTURES	0141-0296	5.5	0.946
ENG STUD	ENGINEERING STUDIES	1937-8629	1.7	0.534
ENG TECHNOL APPL SCI	ENGINEERING TECHNOLOGY & APPLIED SCIENCE RESEARCH	2241-4487	1.5	0.1
ENG TECHNOL SYST	ENGINEERING TECHNOLOGIES AND SYSTEMS	2658-4123	0.3	0.015
ENGAG SCI TECHNOL SO	ENGAGING SCIENCE TECHNOLOGY AND SOCIETY	2413-8053	1.8	1.113
ENGINEERING-PRC	ENGINEERING	2095-8099	12.8	2.455
ENG-J INST ENG SRI L	ENGINEER-JOURNAL OF THE INSTITUTION OF ENGINEERS SRI LANKA	1800-1122	0.3	0.047
ENGL ACAD REV	ENGLISH ACADEMY REVIEW-SOUTHERN AFRICAN JOURNAL OF ENGLISH STUDIES	1013-1752	0.3	0.162
ENGL AFR	ENGLISH IN AFRICA	0376-8902	0.0	0.207
ENGL AUST	ENGLISH IN AUSTRALIA	0155-2147	0.2	0.166
ENGL EDUC-UK	ENGLISH IN EDUCATION	0425-0494	0.9	0.31
ENGL HIST REV	ENGLISH HISTORICAL REVIEW	0013-8266	0.7	0.722
ENGL LANG LINGUIST	ENGLISH LANGUAGE & LINGUISTICS	1360-6743	1.0	0.541
ENGL LANG NOTES	ENGLISH LANGUAGE NOTES	0013-8282	0.1	0.75
ENGL LITERARY RENAIS	ENGLISH LITERARY RENAISSANCE	0013-8312	0.3	0.677
ENGL SPECIF PURP	ENGLISH FOR SPECIFIC PURPOSES	0889-4906	2.5	1.128
ENGL STUD	ENGLISH STUDIES	0013-838X	0.3	0.417
ENGL STUD AFR	ENGLISH STUDIES IN AFRICA	0013-8398	0.2	0.41
ENGL STUD CAN	ENGLISH STUDIES IN CANADA	0317-0802	0.0	0.279
ENGL STUD NBU	ENGLISH STUDIES AT NBU	2367-5705	0.2	0.06
ENGL TEACH LEARN	ENGLISH TEACHING AND LEARNING	1023-7267	1.6	0.0
ENGL TEACH-PRACT CRI	ENGLISH TEACHING-PRACTICE AND CRITIQUE	1175-8708	0.9	0.403
ENGL TEXT CONSTR	ENGLISH TEXT CONSTRUCTION	1874-8767	0.3	0.167
ENGL TODAY	ENGLISH TODAY	0266-0784	1.0	0.332
ENGL WORLD-WIDE	ENGLISH WORLD-WIDE	0172-8865	0.4	0.518
ENGLISH	ENGLISH	0013-8215	0.3	0.315
ENRAHONAR	ENRAHONAR-QUADERNS DE FILOSOFIA	0211-402X	0.3	0.087
ENSAYOS	ENSAYOS-REVISTA DE LA FACULTAD DE EDUCACION DE ALBACETE	0214-4824	0.4	0.148
ENSEIGN MATH	ENSEIGNEMENT MATHEMATIQUE	0013-8584	0.5	0.879
ENSEN CIENC	ENSENANZA DE LAS CIENCIAS	0212-4521	0.8	0.249
ENT UPDATES	ENT UPDATES	2149-7109	0.1	0.044
ENT-EAR NOSE THROAT	ENT-EAR NOSE & THROAT JOURNAL	0145-5613	1.3	0.346
ENTERP INF SYST-UK	ENTERPRISE INFORMATION SYSTEMS	1751-7575	4.4	0.562
ENTERP MODELLING INF	ENTERPRISE MODELLING AND INFORMATION SYSTEMS ARCHITECTURES-AN INTERNATIONAL JOURNAL	1866-3621	0.6	0.127
ENTERP SOC	ENTERPRISE & SOCIETY	1467-2227	1.0	0.456
ENTERTAIN COMPUT	ENTERTAINMENT COMPUTING	1875-9521	2.8	0.397
ENTHYMEMA	ENTHYMEMA-INTERNATIONAL JOURNAL OF LITERARY CRITICISM LITERARY THEORY AND PHILOSOPHY OF LITERATURE	2037-2426	0.0	0.118
ENTOMOL AM-NY	ENTOMOLOGICA AMERICANA	1947-5136	0.3	0.167
ENTOMOL APPL SCI LET	ENTOMOLOGY AND APPLIED SCIENCE LETTERS	2349-2864	0.3	0.051
ENTOMOL EXP APPL	ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA	0013-8703	1.9	0.468
ENTOMOL GEN	ENTOMOLOGIA GENERALIS	0171-8177	6.9	0.855
ENTOMOL NEWS	ENTOMOLOGICAL NEWS	0013-872X	0.4	0.107
ENTOMOL RES	ENTOMOLOGICAL RESEARCH	1738-2297	1.3	0.227
ENTOMOL SCI	ENTOMOLOGICAL SCIENCE	1343-8786	0.9	0.332
ENTORNO GEOGR	ENTORNO GEOGRAFICO	1692-0074	0.1	0.02
ENTRE CIENC ING	ENTRE CIENCIA E INGENIERIA	1909-8367	0.4	0.032
ENTREP REGION DEV	ENTREPRENEURSHIP AND REGIONAL DEVELOPMENT	0898-5626	5.6	1.489
ENTREP RES J	ENTREPRENEURSHIP RESEARCH JOURNAL	2194-6175	1.9	0.362
ENTREP SUSTAIN ISS	ENTREPRENEURSHIP AND SUSTAINABILITY ISSUES	2345-0282	1.7	0.179
ENTREP THEORY PRACT	ENTREPRENEURSHIP THEORY AND PRACTICE	1042-2587	10.5	3.985
ENTREPALAVRAS	ENTREPALAVRAS	2237-6321	0.0	0.134
ENTREPR BUS ECON REV	ENTREPRENEURIAL BUSINESS AND ECONOMICS REVIEW	2353-883X	3.8	0.342
ENTROPY-SWITZ	ENTROPY	1099-4300	2.7	0.516
ENUNCIACION	ENUNCIACION	0122-6339	0.1	0.034
ENV HEALTH ENG MANAG	ENVIRONMENTAL HEALTH ENGINEERING AND MANAGEMENT JOURNAL	2423-3765	1.6	0.134
ENV MICROBIOL REP	ENVIRONMENTAL MICROBIOLOGY REPORTS	1758-2229	3.3	0.852
ENV POLLUT BIOAVAIL	ENVIRONMENTAL POLLUTANTS AND BIOAVAILABILITY	2639-5932	3.3	0.429
ENVIRON ARCHAEOL	ENVIRONMENTAL ARCHAEOLOGY	1461-4103	1.5	0.633
ENVIRON BEHAV	ENVIRONMENT AND BEHAVIOR	0013-9165	5.7	1.75
ENVIRON BIOL FISH	ENVIRONMENTAL BIOLOGY OF FISHES	0378-1909	1.4	0.349
ENVIRON CHEM	ENVIRONMENTAL CHEMISTRY	1448-2517	4.3	0.702
ENVIRON CHEM LETT	ENVIRONMENTAL CHEMISTRY LETTERS	1610-3653	15.7	1.769
ENVIRON CLIM TECHNOL	ENVIRONMENTAL AND CLIMATE TECHNOLOGIES	1691-5208	1.4	0.168
ENVIRON COMMUN	ENVIRONMENTAL COMMUNICATION-A JOURNAL OF NATURE AND CULTURE	1752-4032	2.7	0.997
ENVIRON CONSERV	ENVIRONMENTAL CONSERVATION	0376-8929	2.7	0.862
ENVIRON DEV	ENVIRONMENTAL DEVELOPMENT	2211-4645	5.4	0.869
ENVIRON DEV ECON	ENVIRONMENT AND DEVELOPMENT ECONOMICS	1355-770X	2.1	0.77
ENVIRON DEV SUSTAIN	ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY	1387-585X	4.9	0.604
ENVIRON EARTH SCI	ENVIRONMENTAL EARTH SCIENCES	1866-6280	2.8	0.493
ENVIRON ECOL STAT	ENVIRONMENTAL AND ECOLOGICAL STATISTICS	1352-8505	3.8	0.514
ENVIRON ECON POLICY	ENVIRONMENTAL ECONOMICS AND POLICY STUDIES	1432-847X	1.7	0.405
ENVIRON EDUC RES	ENVIRONMENTAL EDUCATION RESEARCH	1350-4622	3.2	0.867
ENVIRON ENG GEOSCI	ENVIRONMENTAL & ENGINEERING GEOSCIENCE	1078-7275	0.9	0.173
ENVIRON ENG MANAG J	ENVIRONMENTAL ENGINEERING AND MANAGEMENT JOURNAL	1582-9596	1.1	0.093
ENVIRON ENG RES	ENVIRONMENTAL ENGINEERING RESEARCH	1226-1025	3.5	0.414
ENVIRON ENG SCI	ENVIRONMENTAL ENGINEERING SCIENCE	1092-8758	1.8	0.331
ENVIRON ENTOMOL	ENVIRONMENTAL ENTOMOLOGY	0046-225X	1.7	0.421
ENVIRON EPIDEMIOL	ENVIRONMENTAL EPIDEMIOLOGY	2474-7882	3.6	0.0
ENVIRON EPIGENETICS	ENVIRONMENTAL EPIGENETICS	2058-5888	3.8	1.019
ENVIRON ETHICS	ENVIRONMENTAL ETHICS	0163-4275	0.3	0.121
ENVIRON EVID	ENVIRONMENTAL EVIDENCE	2047-2382	3.3	1.283
ENVIRON EXP BOT	ENVIRONMENTAL AND EXPERIMENTAL BOTANY	0098-8472	5.7	0.891
ENVIRON FLUID MECH	ENVIRONMENTAL FLUID MECHANICS	1567-7419	2.2	0.568
ENVIRON FORENSICS	ENVIRONMENTAL FORENSICS	1527-5922	1.8	0.259
ENVIRON GEOCHEM HLTH	ENVIRONMENTAL GEOCHEMISTRY AND HEALTH	0269-4042	4.2	0.592
ENVIRON GEOTECH	ENVIRONMENTAL GEOTECHNICS	2051-803X	2.2	0.391
ENVIRON HAZARDS-UK	ENVIRONMENTAL HAZARDS-HUMAN AND POLICY DIMENSIONS	1747-7891	4.0	0.675
ENVIRON HEALTH INSIG	ENVIRONMENTAL HEALTH INSIGHTS	1178-6302	2.7	0.47
ENVIRON HEALTH PERSP	ENVIRONMENTAL HEALTH PERSPECTIVES	0091-6765	10.4	2.829
ENVIRON HEALTH PREV	ENVIRONMENTAL HEALTH AND PREVENTIVE MEDICINE	1342-078X	4.7	0.935
ENVIRON HEALTH-GLOB	ENVIRONMENTAL HEALTH	1476-069X	6.0	1.678
ENVIRON HIST-UK	ENVIRONMENT AND HISTORY	0967-3407	1.1	0.624
ENVIRON HIST-US	ENVIRONMENTAL HISTORY	1084-5453	0.7	0.612
ENVIRON HUMANITIES	ENVIRONMENTAL HUMANITIES	2201-1919	2.3	1.38
ENVIRON IMPACT ASSES	ENVIRONMENTAL IMPACT ASSESSMENT REVIEW	0195-9255	7.9	0.955
ENVIRON INNOV SOC TR	ENVIRONMENTAL INNOVATION AND SOCIETAL TRANSITIONS	2210-4224	7.2	1.897
ENVIRON INT	ENVIRONMENT INTERNATIONAL	0160-4120	11.8	2.324
ENVIRON JUSTICE	ENVIRONMENTAL JUSTICE	1939-4071	2.0	0.639
ENVIRON MANAGE	ENVIRONMENTAL MANAGEMENT	0364-152X	3.5	0.722
ENVIRON MICROBIOL	ENVIRONMENTAL MICROBIOLOGY	1462-2912	5.1	1.373
ENVIRON MICROBIOME	ENVIRONMENTAL MICROBIOME	2524-6372	7.9	1.47
ENVIRON MODEL ASSESS	ENVIRONMENTAL MODELING & ASSESSMENT	1420-2026	2.4	0.448
ENVIRON MODELL SOFTW	ENVIRONMENTAL MODELLING & SOFTWARE	1364-8152	4.9	1.152
ENVIRON MOL MUTAGEN	ENVIRONMENTAL AND MOLECULAR MUTAGENESIS	0893-6692	2.8	0.744
ENVIRON MONIT ASSESS	ENVIRONMENTAL MONITORING AND ASSESSMENT	0167-6369	3.0	0.444
ENVIRON PLAN B-URBAN	ENVIRONMENT AND PLANNING B-URBAN ANALYTICS AND CITY SCIENCE	2399-8083	3.5	0.804
ENVIRON PLAN C-POLIT	ENVIRONMENT AND PLANNING C-POLITICS AND SPACE	2399-6544	2.7	1.14
ENVIRON PLAN E-NAT	ENVIRONMENT AND PLANNING E-NATURE AND SPACE	2514-8486	2.9	1.495
ENVIRON PLANN A	ENVIRONMENT AND PLANNING A-ECONOMY AND SPACE	0308-518X	4.2	1.56
ENVIRON PLANN D	ENVIRONMENT AND PLANNING D-SOCIETY & SPACE	0263-7758	3.8	2.56
ENVIRON POLICY GOV	ENVIRONMENTAL POLICY AND GOVERNANCE	1756-932X	3.0	0.84
ENVIRON POLIT	ENVIRONMENTAL POLITICS	0964-4016	5.5	2.22
ENVIRON POLLUT	ENVIRONMENTAL POLLUTION	0269-7491	8.9	1.488
ENVIRON PROCESS	ENVIRONMENTAL PROCESSES-AN INTERNATIONAL JOURNAL	2198-7491	4.4	0.517
ENVIRON PROG SUSTAIN	ENVIRONMENTAL PROGRESS & SUSTAINABLE ENERGY	1944-7442	2.8	0.312
ENVIRON PROT ENG	ENVIRONMENT PROTECTION ENGINEERING	0324-8828	0.6	0.084
ENVIRON RES	ENVIRONMENTAL RESEARCH	0013-9351	8.3	1.376
ENVIRON RES COMMUN	ENVIRONMENTAL RESEARCH COMMUNICATIONS	2515-7620	2.9	0.9
ENVIRON RES LETT	ENVIRONMENTAL RESEARCH LETTERS	1748-9326	6.7	2.222
ENVIRON RESOUR ECON	ENVIRONMENTAL & RESOURCE ECONOMICS	0924-6460	5.9	1.197
ENVIRON REV	ENVIRONMENTAL REVIEWS	1208-6053	5.7	1.253
ENVIRON RISQUE SANTE	ENVIRONNEMENT RISQUES & SANTE	1635-0421	0.2	0.03
ENVIRON SCI ECOTECH	ENVIRONMENTAL SCIENCE AND ECOTECHNOLOGY	2666-4984	12.6	1.794
ENVIRON SCI EUR	ENVIRONMENTAL SCIENCES EUROPE	2190-4707	5.9	1.089
ENVIRON SCI POLICY	ENVIRONMENTAL SCIENCE & POLICY	1462-9011	6.0	1.314
ENVIRON SCI POLLUT R	ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH	0944-1344	5.8	0.65
ENVIRON SCI TECH LET	ENVIRONMENTAL SCIENCE & TECHNOLOGY LETTERS	2328-8930	10.9	2.505
ENVIRON SCI TECHNOL	ENVIRONMENTAL SCIENCE & TECHNOLOGY	0013-936X	11.4	2.214
ENVIRON SCI-ATMOS	ENVIRONMENTAL SCIENCE-ATMOSPHERES	2634-3606	3.4	0.789
ENVIRON SCI-NANO	ENVIRONMENTAL SCIENCE-NANO	2051-8153	7.3	1.213
ENVIRON SCI-PROC IMP	ENVIRONMENTAL SCIENCE-PROCESSES & IMPACTS	2050-7887	5.5	1.04
ENVIRON SCI-WAT RES	ENVIRONMENTAL SCIENCE-WATER RESEARCH & TECHNOLOGY	2053-1400	5.0	0.98
ENVIRON SOC	ENVIRONMENT AND SOCIETY-ADVANCES IN RESEARCH	2150-6779	1.3	2.512
ENVIRON SOCIO-ECON S	ENVIRONMENTAL & SOCIO-ECONOMIC STUDIES	2354-0079	1.1	0.165
ENVIRON SOCIOL	ENVIRONMENTAL SOCIOLOGY	2325-1042	2.5	0.0
ENVIRON SUSTAIN IND	ENVIRONMENTAL AND SUSTAINABILITY INDICATORS	2665-9727	4.3	0.727
ENVIRON TECHNOL	ENVIRONMENTAL TECHNOLOGY	0959-3330	2.8	0.357
ENVIRON TECHNOL INNO	ENVIRONMENTAL TECHNOLOGY & INNOVATION	2352-1864	7.1	0.83
ENVIRON TOXICOL	ENVIRONMENTAL TOXICOLOGY	1520-4081	4.5	0.534
ENVIRON TOXICOL CHEM	ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY	0730-7268	4.1	0.735
ENVIRON TOXICOL PHAR	ENVIRONMENTAL TOXICOLOGY AND PHARMACOLOGY	1382-6689	4.3	0.71
ENVIRON URBAN	ENVIRONMENT AND URBANIZATION	0956-2478	3.7	1.545
ENVIRON URBAN ASIA	ENVIRONMENT AND URBANIZATION ASIA	0975-4253	1.3	0.34
ENVIRON VALUE	ENVIRONMENTAL VALUES	0963-2719	2.2	0.58
ENVIRONMENT	ENVIRONMENT	0013-9157	3.5	1.326
ENVIRONMENTS	ENVIRONMENTS	2076-3298	3.7	0.547
ENVIRONMETRICS	ENVIRONMETRICS	1180-4009	1.7	0.699
ENZYME MICROB TECH	ENZYME AND MICROBIAL TECHNOLOGY	0141-0229	3.4	0.508
EPE J	EPE JOURNAL	0939-8368	0.5	0.088
EPEKEINA	EPEKEINA-INTERNATIONAL JOURNAL OF ONTOLOGY HISTORY AND CRITICS	2281-3209	0.0	0.0
EPHEMER THEOL LOVAN	EPHEMERIDES THEOLOGICAE LOVANIENSES	0013-9513	0.2	0.307
EPIDEMICS-NETH	EPIDEMICS	1755-4365	3.8	1.483
EPIDEMIOL HEALTH	EPIDEMIOLOGY AND HEALTH	2092-7193	3.8	1.085
EPIDEMIOL INFECT	EPIDEMIOLOGY AND INFECTION	0950-2688	4.2	0.859
EPIDEMIOL MIKROBI IM	EPIDEMIOLOGIE MIKROBIOLOGIE IMUNOLOGIE	1210-7913	0.5	0.112
EPIDEMIOL PREV	EPIDEMIOLOGIA & PREVENZIONE	1120-9763	1.4	0.28
EPIDEMIOL PSYCH SCI	EPIDEMIOLOGY AND PSYCHIATRIC SCIENCES	2045-7960	8.1	2.807
EPIDEMIOL REV	EPIDEMIOLOGIC REVIEWS	0193-936X	5.5	3.113
EPIDEMIOL SERV SAUDE	EPIDEMIOLOGIA E SERVICOS DE SAUDE	1679-4974	2.5	0.696
EPIDEMIOLOGY	EPIDEMIOLOGY	1044-3983	5.4	3.055
EPIGENET CHROMATIN	EPIGENETICS & CHROMATIN	1756-8935	3.9	2.0
EPIGENETICS INSIGHTS	EPIGENETICS INSIGHTS	2516-8657	2.2	0.0
EPIGENETICS-US	EPIGENETICS	1559-2294	3.7	1.18
EPIGENOMES	EPIGENOMES	2075-4655	2.5	0.487
EPIGENOMICS-UK	EPIGENOMICS	1750-1911	3.8	0.897
EPIJOURNAL GEOM ALGE	EPIJOURNAL DE GEOMETRIE ALGEBRIQUE	2491-6765	0.8	1.1
EPILEPSI	EPILEPSI	1300-7157	0.2	0.048
EPILEPSIA	EPILEPSIA	0013-9580	5.6	1.906
EPILEPSIA OPEN	EPILEPSIA OPEN	2470-9239	3.0	0.0
EPILEPSY BEHAV	EPILEPSY & BEHAVIOR	1525-5050	2.6	0.69
EPILEPSY BEHAV REP	EPILEPSY & BEHAVIOR REPORTS	2589-9864	1.5	0.0
EPILEPSY CURR	EPILEPSY CURRENTS	1535-7597	3.6	1.527
EPILEPSY RES	EPILEPSY RESEARCH	0920-1211	2.2	0.752
EPILEPTIC DISORD	EPILEPTIC DISORDERS	1294-9361	2.3	0.615
EPISODES	EPISODES	0705-3797	3.1	0.847
EPISTEME-J INDIV SOC	EPISTEME-A JOURNAL OF INDIVIDUAL AND SOCIAL EPISTEMOLOGY	1742-3600	1.7	0.932
EPISTEMOL PHILOS SCI	EPISTEMOLOGY & PHILOSOPHY OF SCIENCE-EPISTEMOLOGIYA I FILOSOFIYA NAUKI	1811-833X	0.4	0.213
EPITOANYAG	EPITOANYAG-JOURNAL OF SILICATE BASED AND COMPOSITE MATERIALS	0013-970X	0.7	0.081
EPJ APPL METAMATERIA	EPJ APPLIED METAMATERIALS	2272-2394	1.6	0.268
EPJ DATA SCI	EPJ DATA SCIENCE	2193-1127	3.6	1.444
EPJ NUCL SCI TECHNOL	EPJ NUCLEAR SCIENCES & TECHNOLOGIES	2491-9292	0.5	0.239
EPJ PHOTOVOLT	EPJ PHOTOVOLTAICS	2105-0716	2.5	0.388
EPJ QUANTUM TECHNOL	EPJ QUANTUM TECHNOLOGY	2662-4400	5.3	1.639
EPJ TECH INSTRUM	EPJ TECHNIQUES AND INSTRUMENTATION	2195-7045	1.0	0.411
EPL-EUROPHYS LETT	EPL	0295-5075	1.8	0.531
EPMA J	EPMA JOURNAL	1878-5077	6.5	0.83
EPOHI	EPOHI	1310-2141	0.1	0.0
E-POLYMERS	E-POLYMERS	2197-4586	3.7	0.371
EPTIC	EPTIC	1518-2487	0.1	0.066
EQA-INT J ENVIRON QU	EQA-INTERNATIONAL JOURNAL OF ENVIRONMENTAL QUALITY	2039-9898	0.7	0.135
EQUAL DIVERS INCL	EQUALITY DIVERSITY AND INCLUSION	2040-7149	2.4	0.844
EQUIDAD DESARRO	EQUIDAD & DESARROLLO	1692-7311	0.0	0.044
EQUILIBRIUM	EQUILIBRIUM-QUARTERLY JOURNAL OF ECONOMICS AND ECONOMIC POLICY	1689-765X	5.7	0.352
EQUINE VET EDUC	EQUINE VETERINARY EDUCATION	0957-7734	0.9	0.159
EQUINE VET J	EQUINE VETERINARY JOURNAL	0425-1644	2.2	0.457
EQUITY EXCELL EDUC	EQUITY & EXCELLENCE IN EDUCATION	1066-5684	2.6	1.217
ERAS	ERAS	1445-5218	0.1	0.037
ERASMO	ERASMO-REVISTA DE HISTORIA BAJOMEDIEVAL Y MODERNA	2341-2380	0.0	0.08
ERASMUS STUD	ERASMUS STUDIES	0276-2854	0.1	0.205
ERCIM NEWS	ERCIM NEWS	0926-4981	0.1	0.023
ERCIYES MED J	ERCIYES MEDICAL JOURNAL	2149-2247	0.4	0.06
ERDE	ERDE	0013-9998	1.6	0.38
ERDKUNDE	ERDKUNDE	0014-0015	1.4	0.344
ERGO-ANN ARBOR	ERGO-AN OPEN ACCESS JOURNAL OF PHILOSOPHY	2330-4014	0.6	0.917
ERGOD THEOR DYN SYST	ERGODIC THEORY AND DYNAMICAL SYSTEMS	0143-3857	0.9	0.891
ERGON DES	ERGONOMICS IN DESIGN	1064-8046	1.3	0.25
ERGONOMICS	ERGONOMICS	0014-0139	2.4	0.61
ERIA	ERIA-REVISTA CUATRIMESTRAL DE GEOGRAFIA	0211-0563	0.2	0.059
ERJ OPEN RES	ERJ OPEN RESEARCH	2312-0541	4.6	0.0
ERKENNTNIS	ERKENNTNIS	0165-0106	0.9	0.643
ERMENEUTICA LETT	ERMENEUTICA LETTERARIA-RIVISTA INTERNAZIONALE	1825-6619	0.0	0.078
ERNAHRUNGS UMSCHAU	ERNAHRUNGS UMSCHAU	0174-0008	0.5	0.083
E-RPH	E-RPH-REVISTA ELECTRONICA DE PATRIMONIO HISTORICO	1988-7213	0.3	0.066
ERUDITION REPUB LETT	ERUDITION AND THE REPUBLIC OF LETTERS	2405-5050	0.3	0.0
ERWERBS-OBSTBAU	ERWERBS-OBSTBAU	0014-0309	1.3	0.132
ESAIM CONTR OPTIM CA	ESAIM-CONTROL OPTIMISATION AND CALCULUS OF VARIATIONS	1292-8119	1.4	0.978
ESAIM-MATH MODEL NUM	ESAIM-MATHEMATICAL MODELLING AND NUMERICAL ANALYSIS	2822-7840	1.9	1.036
ESAIM-PROBAB STAT	ESAIM-PROBABILITY AND STATISTICS	1292-8100	0.4	0.439
ESC HEART FAIL	ESC HEART FAILURE	2055-5822	3.8	1.062
ESCR IMAGEN	ESCRITURA E IMAGEN	1885-5687	0.2	0.267
E-SCRITA	E-SCRITA-REVISTA DO CURSO DE LETRAS DA UNIABEU	2177-6288	0.0	0.004
ESER FILOS	ESERCIZI FILOSOFICI	1970-0164	0.0	0.0
ESIC MARK	ESIC MARKET	0212-1867	0.6	0.063
ESKISEH OSMAN UNIV I	ESKISEHIR OSMANGAZI UNIVERSITESI IIBF DERGISI-ESKISEHIR OSMANGAZI UNIVERSITY JOURNAL OF ECONOMICS AND ADMINISTRATIVE SCIENCES	1306-6730	0.5	0.141
ESMO OPEN	ESMO OPEN	2059-7029	7.3	2.138
ESOPHAGUS-TOKYO	ESOPHAGUS	1612-9059	2.4	1.01
ESP MEDIEV	ESPANA MEDIEVAL	0214-3038	0.1	0.29
ESP TODAY	ESP TODAY-JOURNAL OF ENGLISH FOR SPECIFIC PURPOSES AT TERTIARY LEVEL	2334-9050	0.7	0.283
ESPAC TIEMPO FOR III	ESPACIO TIEMPO Y FORMA-SERIE III-HISTORIA MEDIEVAL	0214-9745	0.1	0.143
ESPAC TIEMPO FOR VII	ESPACIO TIEMPO Y FORMA SERIE VII-HISTORIA DEL ARTE	1130-4715	0.2	0.29
ESPACES-POPUL-SOC	ESPACES-POPULATIONS-SOCIETES	0755-7809	0.2	0.082
ESPACIO ABIERTO	ESPACIO ABIERTO	1315-0006	0.2	0.113
ESPACIO TIEMPO EDUC	ESPACIO TIEMPO Y EDUCACION	2340-7263	0.3	0.226
ESPACIOS BLANCO	ESPACIOS EN BLANCO-SERIE INDAGACIONES	1515-9485	0.2	0.036
E-SPANIA	E-SPANIA-REVUE ELECTRONIQUE D ETUDES HISPANIQUES MEDIEVALES	1951-6169	0.1	0.167
ESPECULO	ESPECULO-REVISTA DE ESTUDIOS LITERARIOS	1139-3637	0.0	0.0
ESPES	ESPES-THE SLOVAK JOURNAL OF AESTHETICS	1339-1119	0.2	0.0
