Journal	JournalFullName	ISSN	2024IF	2024AI
CONSTR INNOV-ENGL	CONSTRUCTION INNOVATION-ENGLAND	1471-4175	3.5	0.501
CONSTR MANAG ECON	CONSTRUCTION MANAGEMENT AND ECONOMICS	0144-6193	3.3	0.553
CONSTR MATH ANAL	CONSTRUCTIVE MATHEMATICAL ANALYSIS	N/A	1.8	0.0
CONSTRAINTS	CONSTRAINTS	1383-7133	1.3	0.408
CONSULT PSYCH J	CONSULTING PSYCHOLOGY JOURNAL-PRACTICE AND RESEARCH	1065-9293	1.4	0.432
CONSUM SOC	CONSUMPTION AND SOCIETY	N/A	3.0	0.897
CONSUMP MARK CULT	CONSUMPTION MARKETS & CULTURE	1025-3866	2.3	0.886
CONT CLIN TRIAL COMM	CONTEMPORARY CLINICAL TRIALS COMMUNICATIONS	N/A	1.4	0.562
CONT PHILOS REV	CONTINENTAL PHILOSOPHY REVIEW	1387-2842	0.7	0.647
CONT SHELF RES	CONTINENTAL SHELF RESEARCH	0278-4343	2.2	0.605
CONTAB GEST GOV	CONTABILIDADE GESTAO E GOVERNANCA	1984-3925	0.3	0.057
CONTAB NEG	CONTABILIDAD Y NEGOCIOS	1992-1896	0.2	0.026
CONTACT DERMATITIS	CONTACT DERMATITIS	0105-1873	4.6	1.106
CONTACT LENS ANTERIO	CONTACT LENS & ANTERIOR EYE	1367-0484	3.7	0.77
CONTAD U ANTIOQUIA	CONTADURIA UNIVERSIDAD DE ANTIOQUIA	0120-4203	0.3	0.0
CONTAGION	CONTAGION-JOURNAL OF VIOLENCE MIMESIS AND CULTURE	1075-7201	0.4	0.283
CONTEMP ACCOUNT RES	CONTEMPORARY ACCOUNTING RESEARCH	0823-9150	3.8	2.374
CONTEMP ASIA ARBITAT	CONTEMPORARY ASIA ARBITRATION JOURNAL	1999-9747	0.2	0.104
CONTEMP BR HIST	CONTEMPORARY BRITISH HISTORY	1361-9462	0.5	0.554
CONTEMP BUDDHISM	CONTEMPORARY BUDDHISM	1463-9947	0.1	0.333
CONTEMP CLIN DENT	CONTEMPORARY CLINICAL DENTISTRY	0976-237X	1.1	0.222
CONTEMP CLIN TRIALS	CONTEMPORARY CLINICAL TRIALS	1551-7144	1.9	0.939
CONTEMP DIAGN RADIOL	CONTEMPORARY DIAGNOSTIC RADIOLOGY	0149-9009	0.1	0.0
CONTEMP DRUG PROBL	CONTEMPORARY DRUG PROBLEMS	0091-4509	2.7	0.0
CONTEMP ECON	CONTEMPORARY ECONOMICS	2084-0845	2.3	0.185
CONTEMP ECON POLICY	CONTEMPORARY ECONOMIC POLICY	1074-3529	1.9	0.535
CONTEMP EDUC PSYCHOL	CONTEMPORARY EDUCATIONAL PSYCHOLOGY	0361-476X	3.8	2.543
CONTEMP EDUC TECHNOL	CONTEMPORARY EDUCATIONAL TECHNOLOGY	N/A	4.3	0.0
CONTEMP EUR	CONTEMPORARY EUROPE-SOVREMENNAYA EVROPA	0201-7083	0.3	0.068
CONTEMP EUR HIST	CONTEMPORARY EUROPEAN HISTORY	0960-7773	0.7	0.711
CONTEMP FAM THER	CONTEMPORARY FAMILY THERAPY	0892-2764	0.7	0.314
CONTEMP FR CIVILIZ	CONTEMPORARY FRENCH CIVILIZATION	0147-9156	0.2	0.0
CONTEMP FR FRANCOPH	CONTEMPORARY FRENCH AND FRANCOPHONE STUDIES	1740-9292	0.2	0.244
CONTEMP ISLAM	CONTEMPORARY ISLAM-DYNAMICS OF MUSLIM LIFE	1872-0218	0.7	0.504
CONTEMP ISS EARLY CH	CONTEMPORARY ISSUES IN EARLY CHILDHOOD	1463-9491	1.8	0.517
CONTEMP ITAL POLIT	CONTEMPORARY ITALIAN POLITICS	2324-8823	1.8	0.0
CONTEMP LITERATURE	CONTEMPORARY LITERATURE	0010-7484	0.2	0.464
CONTEMP MATH-SINGAP	CONTEMPORARY MATHEMATICS	2705-1064	2.5	0.303
CONTEMP MUSIC REV	CONTEMPORARY MUSIC REVIEW	0749-4467	0.1	0.193
CONTEMP NURSE	CONTEMPORARY NURSE	1037-6178	2.1	0.533
CONTEMP PACIFIC	CONTEMPORARY PACIFIC	1043-898X	0.5	0.386
CONTEMP PHYS	CONTEMPORARY PHYSICS	0010-7514	3.3	1.778
CONTEMP POLIT	CONTEMPORARY POLITICS	1356-9775	2.0	1.034
CONTEMP POLIT THEORY	CONTEMPORARY POLITICAL THEORY	1470-8914	0.7	0.901
CONTEMP PRAGMAT	CONTEMPORARY PRAGMATISM	1572-3429	0.2	0.055
CONTEMP PROBL ECOL+	CONTEMPORARY PROBLEMS OF ECOLOGY	1995-4255	0.5	0.118
CONTEMP PSYCHOANAL	CONTEMPORARY PSYCHOANALYSIS	0010-7530	0.2	0.27
CONTEMP REV MIDDLE E	CONTEMPORARY REVIEW OF THE MIDDLE EAST	2347-7989	0.7	0.29
CONTEMP SCH PSYCHOL	CONTEMPORARY SCHOOL PSYCHOLOGY	2159-2020	1.3	0.0
CONTEMP SE ASIA	CONTEMPORARY SOUTHEAST ASIA	0129-797X	0.9	0.563
CONTEMP SECUR POL	CONTEMPORARY SECURITY POLICY	1352-3260	5.0	1.968
CONTEMP SOC SCI	CONTEMPORARY SOCIAL SCIENCE	2158-2041	3.9	0.615
CONTEMP SOCIOL	CONTEMPORARY SOCIOLOGY-A JOURNAL OF REVIEWS	0094-3061	0.5	0.223
CONTEMP SOUTH ASIA	CONTEMPORARY SOUTH ASIA	0958-4935	0.8	0.548
CONTEMP THEATRE REV	CONTEMPORARY THEATRE REVIEW	1048-6801	0.3	0.193
CONTEMP VOICE DALIT	CONTEMPORARY VOICE OF DALIT	2455-328X	0.3	0.161
CONTEMP WOMENS WRIT	CONTEMPORARY WOMENS WRITING	1754-1476	0.3	0.194
CONTEMPORANEA	CONTEMPORANEA	1127-3070	0.2	0.417
CONTEMP-REV SOCIOL U	CONTEMPORANEA-REVISTA DE SOCIOLOGIA DA UFSCAR	2236-532X	0.1	0.035
CONTEXTO-REV FAC ARQ	CONTEXTO-REVISTA DE LA FACULTAD DE ARQUITECTURA UNIVERSIDAD AUTONOMA DE NUEVO LEON	2007-1639	0.0	0.003
CONTEXTO-REV PROG PG	CONTEXTO-REVISTA DO PROGRAMA DE POS-GRADUACAO EM LETRAS	2358-9566	0.0	0.0
CONTEXTOS EDUC	CONTEXTOS EDUCATIVOS-REVISTA DE EDUCACION	1575-023X	0.3	0.137
CON-TEXTOS KANTIANOS	CON-TEXTOS KANTIANOS-INTERNATIONAL JOURNAL OF PHILOSOPHY	2386-7655	0.3	0.137
CONTEXTO-VENEZUELA	CONTEXTO	1315-9453	0.3	0.051
CONTINENCE REP	CONTINENCE REPORTS	N/A	0.5	0.103
CONTINENCE-NETH	CONTINENCE	N/A	1.2	0.361
CONTINUITY CHANGE	CONTINUITY AND CHANGE	0268-4160	1.0	0.589
CONTINUUM MECH THERM	CONTINUUM MECHANICS AND THERMODYNAMICS	0935-1175	2.2	0.443
CONTINUUM-J MEDIA CU	CONTINUUM-JOURNAL OF MEDIA & CULTURAL STUDIES	1030-4312	0.9	0.491
CONTRACEP REPROD MED	CONTRACEPTION AND REPRODUCTIVE MEDICINE	N/A	1.9	0.643
CONTRACEPTION	CONTRACEPTION	0010-7824	2.3	1.146
CONTRASTIVE PRAGMAT	CONTRASTIVE PRAGMATICS	2666-0385	1.0	0.494
CONTRIB ASTRON OBS S	CONTRIBUTIONS OF THE ASTRONOMICAL OBSERVATORY SKALNATE PLESO	1335-1842	0.2	0.079
CONTRIB DISCRET MATH	CONTRIBUTIONS TO DISCRETE MATHEMATICS	1715-0868	0.6	0.389
CONTRIB GEOPHYS GEOD	CONTRIBUTIONS TO GEOPHYSICS AND GEODESY	1338-0540	0.6	0.11
CONTRIB HIST CONCEPT	CONTRIBUTIONS TO THE HISTORY OF CONCEPTS	1807-9326	0.4	0.213
CONTRIB INDIAN SOC	CONTRIBUTIONS TO INDIAN SOCIOLOGY	0069-9659	0.1	0.339
CONTRIB MATH	CONTRIBUTIONS TO MATHEMATICS	N/A	0.6	0.279
CONTRIB MINERAL PETR	CONTRIBUTIONS TO MINERALOGY AND PETROLOGY	0010-7999	3.7	1.4
CONTRIB PLASM PHYS	CONTRIBUTIONS TO PLASMA PHYSICS	0863-1042	1.5	0.251
CONTRIB ZOOL	CONTRIBUTIONS TO ZOOLOGY	1383-4517	2.2	0.935
CONTROL ENG APPL INF	CONTROL ENGINEERING AND APPLIED INFORMATICS	1454-8658	0.6	0.091
CONTROL ENG PRACT	CONTROL ENGINEERING PRACTICE	0967-0661	4.6	0.947
CONTROL THEOR TECH	CONTROL THEORY AND TECHNOLOGY	2095-6983	1.5	0.347
CONVERGENCE-US	CONVERGENCE-THE INTERNATIONAL JOURNAL OF RESEARCH INTO NEW MEDIA TECHNOLOGIES	1354-8565	2.9	1.09
CONVERGENCIA	CONVERGENCIA-REVISTA DE CIENCIAS SOCIALES	2448-5799	0.6	0.231
CONVIV-EXCH INTERACT	CONVIVIUM-EXCHANGES AND INTERACTIONS IN THE ARTS OF THE PREMODERN WORLD-SEMINARIUM KONDAKOVIANUM SERIES NOVA	2336-3452	0.1	0.133
CONVIVIUM	CONVIVIUM	0010-8235	0.1	0.267
COOP CONFL	COOPERATION AND CONFLICT	0010-8367	2.1	1.169
COORDENADAS	COORDENADAS-REVISTA DE HISTORIA LOCAL Y REGIONAL	2362-4752	0.0	0.037
COORDIN CHEM REV	COORDINATION CHEMISTRY REVIEWS	0010-8545	23.5	3.607
COPD	COPD-JOURNAL OF CHRONIC OBSTRUCTIVE PULMONARY DISEASE	1541-2555	2.1	0.627
COPD-J COPD FDN	CHRONIC OBSTRUCTIVE PULMONARY DISEASES-JOURNAL OF THE COPD FOUNDATION	2372-952X	2.0	0.793
COR VASA	COR ET VASA	0010-8650	0.9	0.138
CORAL REEFS	CORAL REEFS	0722-4028	2.9	0.889
CORDIS	CORDIS-REVISTA ELETRONICA DE HISTORIA SOCIAL DA CIDADE	2176-4174	0.1	0.016
CORMAC MCCARTHY J	CORMAC MCCARTHY JOURNAL	2333-3073	0.3	0.084
CORNEA	CORNEA	0277-3740	2.1	0.585
CORNELL HOSP Q	CORNELL HOSPITALITY QUARTERLY	1938-9655	3.0	0.977
CORNELL INT LAW J	CORNELL INTERNATIONAL LAW JOURNAL	0010-8812	0.3	0.216
CORONARY ARTERY DIS	CORONARY ARTERY DISEASE	0954-6928	2.0	0.435
CORP COMMUN	CORPORATE COMMUNICATIONS	1356-3289	3.3	0.552
CORP GOV-INT J BUS S	CORPORATE GOVERNANCE-THE INTERNATIONAL JOURNAL OF BUSINESS IN SOCIETY	1472-0701	4.9	0.704
CORP GOV-OXFORD	CORPORATE GOVERNANCE-AN INTERNATIONAL REVIEW	0964-8410	5.5	1.341
CORP REPUT REV	CORPORATE REPUTATION REVIEW	1363-3589	1.6	0.411
CORP SOC RESP ENV MA	CORPORATE SOCIAL RESPONSIBILITY AND ENVIRONMENTAL MANAGEMENT	1535-3958	9.1	1.52
CORPORA	CORPORA	1749-5032	1.3	0.417
CORPUS LINGUIST LING	CORPUS LINGUISTICS AND LINGUISTIC THEORY	1613-7027	1.7	0.798
CORPUS PRAGMATICS	CORPUS PRAGMATICS	2509-9507	1.0	0.478
CORRESP MHDN	CORRESPONDANCES EN METABOLISMES HORMONES DIABETES ET NUTRITION	2100-9619	0.0	0.004
CORROS COMMUN	CORROSION COMMUNICATIONS	N/A	9.5	1.737
CORROS ENG SCI TECHN	CORROSION ENGINEERING SCIENCE AND TECHNOLOGY	1478-422X	1.9	0.32
CORROS MATER DEGRAD	CORROSION AND MATERIALS DEGRADATION	N/A	2.4	0.574
CORROS REV	CORROSION REVIEWS	0334-6005	3.2	0.655
CORROS SCI	CORROSION SCIENCE	0010-938X	8.5	1.339
CORROS SCI TECHNOL-K	CORROSION SCIENCE AND TECHNOLOGY-KOREA	1598-6462	1.3	0.12
CORROSION-US	CORROSION	0010-9312	1.3	0.28
CORTEX	CORTEX	0010-9452	3.3	1.318
CORVINUS J SOCIOL PO	CORVINUS JOURNAL OF SOCIOLOGY AND SOCIAL POLICY	2061-5558	0.2	0.088
COSM HIST	COSMOS AND HISTORY-THE JOURNAL OF NATURAL AND SOCIAL PHILOSOPHY	1832-9101	0.3	0.092
COSMETICS-BASEL	COSMETICS	N/A	3.2	0.535
COSMIC RES+	COSMIC RESEARCH	0010-9525	0.6	0.116
COSMOP CIV SOC	COSMOPOLITAN CIVIL SOCIETIES-AN INTERDISCIPLINARY JOURNAL	1837-5391	0.4	0.459
COST EFFECT RESOUR A	COST EFFECTIVENESS AND RESOURCE ALLOCATION	1478-7547	2.5	0.672
COSTUME	COSTUME-THE JOURNAL OF THE COSTUME SOCIETY	0590-8876	0.3	0.195
COUNS EDUC SUPERV	COUNSELOR EDUCATION AND SUPERVISION	0011-0035	1.6	0.385
COUNS PSYCHOL	COUNSELING PSYCHOLOGIST	0011-0000	2.8	1.149
COUNS PSYCHOL Q	COUNSELLING PSYCHOLOGY QUARTERLY	0951-5070	1.5	0.683
COUNS PSYCHOTHER RES	COUNSELLING & PSYCHOTHERAPY RESEARCH	1473-3145	1.3	0.837
COUNS VALUES	COUNSELING AND VALUES	0160-7960	0.5	0.196
COUNTERTEXT	COUNTERTEXT-A JOURNAL FOR THE STUDY OF THE POST-LITERARY	2056-4406	0.5	0.214
COUPLE FAM PSYCHOL	COUPLE AND FAMILY PSYCHOLOGY-RESEARCH AND PRACTICE	2160-4096	1.6	0.669
COUPLED SYST MEC	COUPLED SYSTEMS MECHANICS	2234-2184	1.3	0.151
COVID-BASEL	COVID	N/A	1.0	0.19
CPT-PHARMACOMET SYST	CPT-PHARMACOMETRICS & SYSTEMS PHARMACOLOGY	2163-8306	3.0	1.16
CPU-REV INVESTIG EDU	CPU-E REVISTA DE INVESTIGACION EDUCATIVA	1870-5308	0.3	0.054
CR ACAD BULG SCI	COMPTES RENDUS DE L ACADEMIE BULGARE DES SCIENCES	1310-1331	0.3	0.058
CR BIOL	COMPTES RENDUS BIOLOGIES	1631-0691	0.6	0.326
CR CHIM	COMPTES RENDUS CHIMIE	1631-0748	0.6	0.183
CR GEOSCI	COMPTES RENDUS GEOSCIENCE	1631-0713	1.9	0.588
CR MATH	COMPTES RENDUS MATHEMATIQUE	1631-073X	0.7	0.583
CR MECANIQUE	COMPTES RENDUS MECANIQUE	1631-0721	1.0	0.365
CR PALEVOL	COMPTES RENDUS PALEVOL	1631-0683	1.3	0.424
CR PHYS	COMPTES RENDUS PHYSIQUE	1631-0705	1.2	0.526
CRAFT RES	CRAFT RESEARCH	2040-4689	0.3	0.114
CRANIO	CRANIO-THE JOURNAL OF CRANIOMANDIBULAR & SLEEP PRACTICE	0886-9634	1.9	0.437
CRANIOMAX TRAUM REC	CRANIOMAXILLOFACIAL TRAUMA & RECONSTRUCTION	1943-3875	0.4	0.31
CREAT INNOV MANAG	CREATIVITY AND INNOVATION MANAGEMENT	0963-1690	4.2	0.783
CREAT NURS	CREATIVE NURSING	1078-4535	0.9	0.249
CREATIVE IND J	CREATIVE INDUSTRIES JOURNAL	1751-0694	1.0	0.315
CREATIVITY RES J	CREATIVITY RESEARCH JOURNAL	1040-0419	3.1	0.844
CRESCENT J MED BIOL	CRESCENT JOURNAL OF MEDICAL AND BIOLOGICAL SCIENCES	2148-9696	0.4	0.09
CRETACEOUS RES	CRETACEOUS RESEARCH	0195-6671	1.7	0.452
CRIM BEHAV MENT HEAL	CRIMINAL BEHAVIOUR AND MENTAL HEALTH	0957-9664	1.3	0.448
CRIM JUSTICE BEHAV	CRIMINAL JUSTICE AND BEHAVIOR	0093-8548	1.7	0.791
CRIM JUSTICE STUD	CRIMINAL JUSTICE STUDIES	1478-601X	1.1	0.515
CRIM LAW FORUM	CRIMINAL LAW FORUM	1046-8374	0.8	0.295
CRIM LAW J	CRIMINAL LAW JOURNAL	0314-1160	0.5	0.062
CRIM LAW PHILOS	CRIMINAL LAW AND PHILOSOPHY	1871-9791	0.8	0.323
CRIME DELINQUENCY	CRIME & DELINQUENCY	0011-1287	1.5	0.627
CRIME JUSTICE	CRIME AND JUSTICE-A REVIEW OF RESEARCH	0192-3234	3.2	2.287
CRIME LAW SOCIAL CH	CRIME LAW AND SOCIAL CHANGE	0925-4994	1.3	0.468
CRIME MEDIA CULT	CRIME MEDIA CULTURE	1741-6590	1.9	0.657
CRIME PREV COMMUNITY	CRIME PREVENTION & COMMUNITY SAFETY	1460-3780	1.1	0.301
CRIME SCI	CRIME SCIENCE	N/A	2.6	1.077
CRIMINOL CRIM JUSTIC	CRIMINOLOGY & CRIMINAL JUSTICE	1748-8958	1.3	0.599
CRIMINOL PUBLIC POL	CRIMINOLOGY & PUBLIC POLICY	1538-6473	4.1	2.17
CRIMINOLOGIE	CRIMINOLOGIE	0316-0041	0.2	0.09
CRIMINOLOGY	CRIMINOLOGY	0011-1384	5.2	2.26
CRISIS	CRISIS-THE JOURNAL OF CRISIS INTERVENTION AND SUICIDE PREVENTION	0227-5910	2.6	0.968
CRISPR J	CRISPR JOURNAL	2573-1599	4.0	1.977
CRIST STOR	CRISTIANESIMO NELLA STORIA	0393-3598	0.1	0.11
CRIT AFR STUD	CRITICAL AFRICAN STUDIES	2168-1392	1.0	0.0
CRIT ANTHROPOL	CRITIQUE OF ANTHROPOLOGY	0308-275X	1.6	0.76
CRIT ARTS	CRITICAL ARTS-SOUTH-NORTH CULTURAL AND MEDIA STUDIES	0256-0046	0.5	0.241
CRIT ASIAN STUD	CRITICAL ASIAN STUDIES	1467-2715	1.4	1.19
CRIT CARE	CRITICAL CARE	1364-8535	9.3	3.063
CRIT CARE CLIN	CRITICAL CARE CLINICS	0749-0704	2.4	1.125
CRIT CARE EXPLOR	CRITICAL CARE EXPLORATIONS	N/A	2.7	0.0
CRIT CARE MED	CRITICAL CARE MEDICINE	0090-3493	6.0	2.328
CRIT CARE NURS CLIN	CRITICAL CARE NURSING CLINICS OF NORTH AMERICA	0899-5885	1.5	0.432
CRIT CARE NURS Q	CRITICAL CARE NURSING QUARTERLY	0887-9303	0.9	0.261
CRIT CARE NURSE	CRITICAL CARE NURSE	0279-5442	2.0	0.524
CRIT CARE RES PRACT	CRITICAL CARE RESEARCH AND PRACTICE	2090-1305	1.8	0.462
CRIT CARE RESUSC	CRITICAL CARE AND RESUSCITATION	1441-2772	1.7	1.02
CRIT CRIMINOL-NETH	CRITICAL CRIMINOLOGY	1205-8629	1.1	0.629
CRIT DISCOURSE STUD	CRITICAL DISCOURSE STUDIES	1740-5904	2.1	0.88
CRIT EDUC	CRITICAL EDUCATION	1920-4175	1.0	0.323
CRIT FINANC REV	CRITICAL FINANCE REVIEW	2164-5744	2.5	4.513
CRIT HIST STUD	CRITICAL HISTORICAL STUDIES	2326-4462	0.6	0.561
CRIT HORIZ	CRITICAL HORIZONS	1440-9917	0.4	0.261
CRIT INQUIRY	CRITICAL INQUIRY	0093-1896	1.4	1.735
CRIT PERSPECT ACCOUN	CRITICAL PERSPECTIVES ON ACCOUNTING	1045-2354	5.7	1.514
CRIT PERSPECT INT BU	CRITICAL PERSPECTIVES ON INTERNATIONAL BUSINESS	1742-2043	2.3	0.534
CRIT PHILOS RACE	CRITICAL PHILOSOPHY OF RACE	2165-8684	1.1	1.456
CRIT POLICY STUD	CRITICAL POLICY STUDIES	1946-0171	2.4	0.772
CRIT PUBLIC HEALTH	CRITICAL PUBLIC HEALTH	0958-1596	2.3	0.978
CRIT QUART	CRITICAL QUARTERLY	0011-1562	0.2	0.139
CRIT RADIC SOC WORK	CRITICAL AND RADICAL SOCIAL WORK	2049-8608	1.2	0.337
CRIT RES RELIG	CRITICAL RESEARCH ON RELIGION	2050-3032	0.5	0.526
CRIT REV	CRITICAL REVIEW	0891-3811	1.7	0.506
CRIT REV ANAL CHEM	CRITICAL REVIEWS IN ANALYTICAL CHEMISTRY	1040-8347	5.2	0.885
CRIT REV BIOCHEM MOL	CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY	1040-9238	6.4	2.924
CRIT REV BIOTECHNOL	CRITICAL REVIEWS IN BIOTECHNOLOGY	0738-8551	7.7	1.637
CRIT REV CL LAB SCI	CRITICAL REVIEWS IN CLINICAL LABORATORY SCIENCES	1040-8363	5.5	1.781
CRIT REV ENV SCI TEC	CRITICAL REVIEWS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY	1064-3389	13.2	2.691
CRIT REV EUKAR GENE	CRITICAL REVIEWS IN EUKARYOTIC GENE EXPRESSION	1045-4403	1.6	0.308
CRIT REV FOOD SCI	CRITICAL REVIEWS IN FOOD SCIENCE AND NUTRITION	1040-8398	8.8	1.877
CRIT REV IMMUNOL	CRITICAL REVIEWS IN IMMUNOLOGY	1040-8401	0.9	0.362
CRIT REV INT SOC POL	CRITICAL REVIEW OF INTERNATIONAL SOCIAL AND POLITICAL PHILOSOPHY	1369-8230	1.0	0.615
CRIT REV MICROBIOL	CRITICAL REVIEWS IN MICROBIOLOGY	1040-841X	5.1	1.599
CRIT REV ONCOL HEMAT	CRITICAL REVIEWS IN ONCOLOGY HEMATOLOGY	1040-8428	5.6	1.479
CRIT REV PLANT SCI	CRITICAL REVIEWS IN PLANT SCIENCES	0735-2689	4.9	1.326
CRIT REV SOLID STATE	CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES	1040-8436	8.9	1.824
CRIT REV THER DRUG	CRITICAL REVIEWS IN THERAPEUTIC DRUG CARRIER SYSTEMS	0743-4863	2.5	0.343
CRIT REV TOXICOL	CRITICAL REVIEWS IN TOXICOLOGY	1040-8444	4.1	1.229
CRIT SOC POLICY	CRITICAL SOCIAL POLICY	0261-0183	2.2	1.055
CRIT SOCIOL	CRITICAL SOCIOLOGY	0896-9205	1.7	0.891
CRIT STUD EDUC	CRITICAL STUDIES IN EDUCATION	1750-8487	2.7	1.294
CRIT STUD FASH BEAUT	CRITICAL STUDIES IN FASHION & BEAUTY	2040-4417	0.9	0.298
CRIT STUD MEDIA COMM	CRITICAL STUDIES IN MEDIA COMMUNICATION	1529-5036	1.5	0.731
CRIT STUD MENS FASH	CRITICAL STUDIES IN MENS FASHION	2050-070X	0.2	0.027
CRIT STUD SECUR	CRITICAL STUDIES ON SECURITY	2162-4887	1.3	0.85
CRIT STUD TELEV	CRITICAL STUDIES IN TELEVISION	1749-6020	1.1	0.578
CRIT STUD TERROR	CRITICAL STUDIES ON TERRORISM	1753-9153	2.5	0.72
CRIT SURV	CRITICAL SURVEY	0011-1570	0.3	0.208
CRITICA	CRITICA-REVISTA HISPANOAMERICANA DE FILOSOFIA	0011-1503	0.3	0.272
CRITICA LETT	CRITICA LETTERARIA	0390-0142	0.1	0.215
CRITIQUE	CRITIQUE	0011-1600	0.2	0.168
CRITIQUE-ST CONTEMP	CRITIQUE-STUDIES IN CONTEMPORARY FICTION	0011-1619	0.3	0.255
CR-NEW CENTEN REV	CR-THE NEW CENTENNIAL REVIEW	1532-687X	0.2	0.192
CROAT CHEM ACTA	CROATICA CHEMICA ACTA	0011-1643	0.9	0.114
CROAT COMP PUBLIC AD	CROATIAN AND COMPARATIVE PUBLIC ADMINISTRATION	1848-0357	0.4	0.076
CROAT ECON SURV	CROATIAN ECONOMIC SURVEY	1330-4860	0.5	0.039
CROAT J EDUC	CROATIAN JOURNAL OF EDUCATION-HRVATSKI CASOPIS ZA ODGOJ I OBRAZOVANJE	1848-5189	0.3	0.095
CROAT J FOR ENG	CROATIAN JOURNAL OF FOREST ENGINEERING	1845-5719	2.1	0.33
CROAT J PHILOS	CROATIAN JOURNAL OF PHILOSOPHY	1333-1108	0.3	0.113
CROAT MED J	CROATIAN MEDICAL JOURNAL	0353-9504	2.3	0.479
CROAT OPER RES REV	CROATIAN OPERATIONAL RESEARCH REVIEW	1848-0225	0.4	0.108
CROAT SLAV IADERT	CROATICA ET SLAVICA IADERTINA	1845-6839	0.0	0.0
CROAT YEARB EUR LAW	CROATIAN YEARBOOK OF EUROPEAN LAW & POLICY	1845-5662	0.5	0.186
CROHNS COLITIS 360	CROHNS & COLITIS 360	N/A	2.6	0.798
CROP BREED APPL BIOT	CROP BREEDING AND APPLIED BIOTECHNOLOGY	1984-7033	1.1	0.201
CROP ENVIRON	CROP AND ENVIRONMENT	N/A	5.6	0.909
CROP FORAGE TURF MAN	CROP FORAGE & TURFGRASS MANAGEMENT	N/A	1.1	0.17
CROP J	CROP JOURNAL	2095-5421	5.6	1.078
CROP PASTURE SCI	CROP & PASTURE SCIENCE	1836-0947	1.9	0.308
CROP PROT	CROP PROTECTION	0261-2194	2.5	0.496
CROP SCI	CROP SCIENCE	0011-183X	1.9	0.402
CROPS-BASEL	CROPS	N/A	1.9	0.282
CROSS CULT STRATEG M	CROSS CULTURAL & STRATEGIC MANAGEMENT	2059-5794	3.0	0.573
CROSS CURR	CROSS CURRENTS	0011-1953	0.2	0.089
CROSS-CULT RES	CROSS-CULTURAL RESEARCH	1069-3971	1.8	0.746
CRUSTACEANA	CRUSTACEANA	0011-216X	0.7	0.145
CRYOBIOLOGY	CRYOBIOLOGY	0011-2240	2.1	0.448
CRYOGENICS	CRYOGENICS	0011-2275	2.1	0.442
CRYOLETTERS	CRYOLETTERS	0143-2044	0.9	0.155
CRYOSPHERE	CRYOSPHERE	1994-0416	4.2	1.592
CRYPTOGAMIE ALGOL	CRYPTOGAMIE ALGOLOGIE	0181-1568	1.5	0.272
CRYPTOGAMIE BRYOL	CRYPTOGAMIE BRYOLOGIE	1290-0796	0.9	0.202
CRYPTOGAMIE MYCOL	CRYPTOGAMIE MYCOLOGIE	0181-1584	2.7	0.415
CRYPTOGR COMMUN	CRYPTOGRAPHY AND COMMUNICATIONS-DISCRETE-STRUCTURES BOOLEAN FUNCTIONS AND SEQUENCES	1936-2447	1.1	0.732
CRYPTOGRAPHY-BASEL	CRYPTOGRAPHY	N/A	2.1	0.372
CRYPTOLOGIA	CRYPTOLOGIA	0161-1194	0.4	0.132
CRYST GROWTH DES	CRYSTAL GROWTH & DESIGN	1528-7483	3.4	0.523
CRYST RES TECHNOL	CRYSTAL RESEARCH AND TECHNOLOGY	0232-1300	1.9	0.295
CRYSTALLOGR REP+	CRYSTALLOGRAPHY REPORTS	1063-7745	0.5	0.078
CRYSTALLOGR REV	CRYSTALLOGRAPHY REVIEWS	0889-311X	2.2	0.762
CRYSTALS	CRYSTALS	N/A	2.4	0.394
CRYSTENGCOMM	CRYSTENGCOMM	N/A	2.6	0.379
CSEE J POWER ENERGY	CSEE JOURNAL OF POWER AND ENERGY SYSTEMS	2096-0042	5.9	1.41
CSH PERSPECT BIOL	COLD SPRING HARBOR PERSPECTIVES IN BIOLOGY	1943-0264	8.4	4.046
CSH PERSPECT MED	COLD SPRING HARBOR PERSPECTIVES IN MEDICINE	2157-1422	10.1	2.733
CSIAM T APPL MATH	CSIAM TRANSACTIONS ON APPLIED MATHEMATICS	2708-0560	0.9	0.826
CT F-CIENC TECN FUT	CT&F-CIENCIA TECNOLOGIA Y FUTURO	0122-5383	0.5	0.115
CTAD-CUMHUR TARIHI A	CTAD-CUMHURIYET TARIHI ARASTIRMALARI DERGISI	1305-1458	0.1	0.109
CTS-CLIN TRANSL SCI	CTS-CLINICAL AND TRANSLATIONAL SCIENCE	1752-8054	2.8	1.105
CUAD ADM-U VALLE	CUADERNOS DE ADMINISTRACION-UNIVERSIDAD DEL VALLE	0120-4645	0.1	0.059
CUAD ANTROPOL	CUADERNOS DE ANTROPOLOGIA	1409-3138	0.4	0.119
CUAD BIOET	CUADERNOS DE BIOETICA	1132-1989	0.6	0.139
CUAD CANELA	CUADERNOS CANELA	1322-9109	0.3	0.052
CUAD CIMBAGE	CUADERNOS DEL CIMBAGE	1666-5112	0.3	0.024
