Rank,Full Journal Title,JCR Abbreviated Title,ISSN,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,5-Year Impact Factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-life,Eigenfactor Score,Article Influence Score,% Articles in Citable Items,Average Journal Impact Factor Percentile,Normalized Eigenfactor
3886,ETR&D-EDUCATIONAL TECHNOLOGY RESEARCH AND DEVELOPMENT,ETR&D-EDUC TECH RES,1042-1629,"2,733",2.303,2.211,2.752,0.552,67,10,9.9,0.0018,0.508,92.54,78.137,0.22047
3887,ETRI JOURNAL,ETRI J,1225-6463,989,1.094,1.006,0.777,0.45,60,6.5,5.7,0.00104,0.152,100,16.257,0.12802
3888,EUPHYTICA,EUPHYTICA,0014-2336,"10,875",1.614,1.5,1.883,0.313,208,12.2,10.4,0.00709,0.428,96.63,60.882,0.86575
3889,Eurasian Business Review,EURASIAN BUS REV,1309-4297,272,2.222,1.956,Not Available,0.417,24,3.6,11.9,0.00031,Not Available,100,53.444,0.03827
3890,EURASIAN GEOGRAPHY AND ECONOMICS,EURASIAN GEOGR ECON,1538-7216,799,1.193,1.07,1.898,0,19,8.1,5.3,0.00125,0.632,100,50.189,0.15291
3891,EURASIAN SOIL SCIENCE,EURASIAN SOIL SCI+,1064-2293,"1,965",1.016,0.672,1.05,0.123,155,7.3,12.7,0.00116,0.127,98.06,11.842,0.14236
3892,EURASIP Journal on Advances in Signal Processing,EURASIP J ADV SIG PR,1687-6180,"3,297",1.14,1.067,1.406,0.419,62,9.4,7.2,0.00273,0.382,96.77,20.865,0.33404
3893,EURASIP Journal on Audio Speech and Music Processing,EURASIP J AUDIO SPEE,1687-4722,360,1.289,1.156,1.4,0.375,24,5.3,7.8,0.00052,0.299,100,30.281,0.06443
3894,EURASIP Journal on Image and Video Processing,EURASIP J IMAGE VIDE,1687-5176,"1,169",1.474,1.431,1.818,0.517,87,4.9,5.6,0.00167,0.35,97.7,30.496,0.20478
3895,EURASIP Journal on Wireless Communications and Networking,EURASIP J WIREL COMM,1687-1472,"3,383",1.408,1.347,1.487,0.529,291,4.8,4.8,0.00437,0.271,96.22,25.213,0.5337
3896,EURE-REVISTA LATINOAMERICANA DE ESTUDIOS URBANO REGIONALES,EURE,0250-7161,818,0.905,0.838,1.31,0.222,36,10.9,11.7,0.00061,0.264,100,10.714,0.07475
3897,EuroIntervention,EUROINTERVENTION,1774-024X,"5,542",3.993,3.639,3.41,2.35,123,3.9,4.8,0.01659,1.224,86.99,70.652,2.02441
3898,EUROPACE,EUROPACE,1099-5129,"9,973",4.045,3.507,4.277,1.48,225,4.7,6.2,0.02475,1.447,86.22,71.377,3.02062
3899,EUROPE-ASIA STUDIES,EUROPE-ASIA STUD,0966-8136,"1,349",0.883,0.818,1.16,0.339,62,8.8,9.6,0.00187,0.432,98.39,38.416,0.22852
3900,European Accounting Review,EUR ACCOUNT REV,0963-8180,"1,971",1.855,1.71,2.735,0.517,29,11.6,11.7,0.00092,0.47,100,59.722,0.11225
3901,EUROPEAN ADDICTION RESEARCH,EUR ADDICT RES,1022-6877,"1,146",2.269,2.134,2.719,0.394,33,6.9,8.4,0.00183,0.818,87.88,46.308,0.22435
3903,European Annals of Otorhinolaryngology-Head and Neck Diseases,EUR ANN OTORHINOLARY,1879-7296,896,1.105,0.994,1.533,0.244,78,4.9,9.4,0.00188,0.411,88.46,22.619,0.2305
3904,EUROPEAN ARCHIVES OF OTO-RHINO-LARYNGOLOGY,EUR ARCH OTO-RHINO-L,0937-4477,"8,542",1.809,1.673,1.752,0.357,434,5.9,8.7,0.01498,0.493,90.55,55.952,1.82793
3905,EUROPEAN ARCHIVES OF PSYCHIATRY AND CLINICAL NEUROSCIENCE,EUR ARCH PSY CLIN N,0940-1334,"4,136",3.288,3.138,3.376,2.167,84,9.1,8.7,0.00476,1.005,89.29,66.12,0.58074
3906,EUROPEAN BIOPHYSICS JOURNAL WITH BIOPHYSICS LETTERS,EUR BIOPHYS J BIOPHY,0175-7571,"2,813",2.094,2.031,1.888,0.421,76,10.1,10.4,0.00245,0.543,96.05,38.732,0.29946
3907,European Business Organization Law Review,EUR BUS ORGAN LAW RE,1566-7529,155,0.431,0.414,0.443,0.35,20,7.2,6.4,0.00018,0.117,100,7.803,0.02204
3908,EUROPEAN CELLS & MATERIALS,EUR CELLS MATER,1473-2262,"3,088",3.741,3.635,4.31,0.409,44,7.7,8.2,0.00314,1.004,100,70.018,0.38368
3909,EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,EUR CHILD ADOLES PSY,1018-8827,"5,422",3.941,3.5,4.042,1,139,6.3,8.8,0.00945,1.22,86.33,86.21,1.15366
3911,European Constitutional Law Review,EUR CONST LAW REV,1574-0196,448,1.53,1.227,1.712,0.483,29,5.2,6.3,0.0007,0.403,96.55,70.455,0.08632
3912,EUROPEAN CYTOKINE NETWORK,EUR CYTOKINE NETW,****-****,"1,113",1.912,1.853,2.056,0,14,13.2,8.2,0.00039,0.442,78.57,18.489,0.04833
3913,European Early Childhood Education Research Journal,EUR EARLY CHILD EDUC,1350-293X,886,1.075,0.858,1.343,0.133,60,6.8,10.2,0.00087,0.25,98.33,26.426,0.10688
3914,EUROPEAN EATING DISORDERS REVIEW,EUR EAT DISORD REV,1072-4133,"2,622",3.56,3.299,3.454,0.586,58,6.4,8.8,0.0046,1.055,84.48,84.351,0.5623
3915,EUROPEAN ECONOMIC REVIEW,EUR ECON REV,0014-2921,"7,265",1.744,1.662,2.543,0.294,143,13.8,10,0.01463,1.791,99.3,63.747,1.78552
3916,European Educational Research Journal,EUR EDUC RES J,1474-9041,880,1.485,1.268,Not Available,0.659,41,7.8,8.9,0.00098,Not Available,97.56,44.677,0.12048
3917,European Financial Management,EUR FINANC MANAG,1354-7798,"1,522",1.47,1.288,1.888,0.465,43,10.8,12.7,0.00126,0.592,100,39.352,0.15406
3918,EUROPEAN FOOD RESEARCH AND TECHNOLOGY,EUR FOOD RES TECHNOL,1438-2377,"9,102",2.366,2.189,2.341,0.622,238,9.9,8.8,0.00546,0.415,96.22,58.633,0.66691
3919,European Geriatric Medicine,EUR GERIATR MED,1878-7649,785,1.232,0.978,1.326,0.343,105,4,5.8,0.00197,0.377,80,10.784,0.24042
3920,EUROPEAN HEART JOURNAL,EUR HEART J,0195-668X,"59,968",22.673,20.8,22.162,10.864,257,5.4,4.7,0.14062,8.262,87.55,98.913,17.15599
3921,EUROPEAN HEART JOURNAL SUPPLEMENTS,EUR HEART J SUPPL,1520-765X,551,1.655,1.655,1.225,0.376,133,5.1,4,0.00081,0.323,100,26.449,0.09963
3922,European Heart Journal-Acute Cardiovascular Care,EUR HEART J-ACUTE CA,2048-8726,"1,555",3.813,3.525,Not Available,2.063,80,3,7.3,0.00543,Not Available,83.75,66.304,0.66255
3923,European Heart Journal-Cardiovascular Imaging,EUR HEART J-CARD IMG,2047-2404,"6,359",4.841,4.222,6.709,2.214,145,4.3,6.4,0.02311,2.419,90.34,83.457,2.82043
3924,European Heart Journal-Cardiovascular Pharmacotherapy,EUR HEART J-CARD PHA,2055-6837,521,6.696,5.978,Not Available,1.667,24,2.5,5.2,0.00164,Not Available,66.67,91.699,0.20073
3925,EUROPEAN HISTORY QUARTERLY,EUR HIST Q,0265-6914,199,0.459,0.432,0.515,0,19,11.5,24.8,0.00028,0.224,94.74,29.389,0.03489
3926,European Journal for Philosophy of Science,EUR J PHILOS SCI,1879-4912,297,0.859,0.734,1.099,0.132,38,6,12.1,0.00061,0.37,100,64.286,0.07468
3927,European Journal of Ageing,EUR J AGEING,1613-9372,"1,248",2.413,2.24,2.539,0.295,44,7.7,9.3,0.00152,0.724,88.64,73.611,0.18636
3928,EUROPEAN JOURNAL OF AGRONOMY,EUR J AGRON,1161-0301,"7,817",3.726,3.619,4.373,1.114,88,8.7,10.3,0.00852,1.054,98.86,87.363,1.03948
3929,EUROPEAN JOURNAL OF ANAESTHESIOLOGY,EUR J ANAESTH,0265-0215,"4,378",4.5,3.994,4.211,1.062,97,7.5,7,0.00629,1.143,94.85,79.688,0.76761
3930,EUROPEAN JOURNAL OF APPLIED MATHEMATICS,EUR J APPL MATH,0956-7925,966,1.487,1.461,1.358,0.429,49,11.5,12.3,0.00177,0.739,100,68.269,0.21624
3931,EUROPEAN JOURNAL OF APPLIED PHYSIOLOGY,EUR J APPL PHYSIOL,1439-6319,"16,418",2.58,2.38,2.917,0.764,216,10.6,10.2,0.01213,0.812,93.98,62.527,1.48024
3932,EUROPEAN JOURNAL OF CANCER,EUR J CANCER,0959-8049,"32,241",7.275,7.041,7.121,1.975,283,7.6,5,0.04817,2.323,92.23,87.5,5.87677
3933,EUROPEAN JOURNAL OF CANCER CARE,EUR J CANCER CARE,0961-5423,"3,303",2.161,2.005,2.363,0.561,230,5.4,7.5,0.00598,0.682,83.91,69.289,0.73024
3935,EUROPEAN JOURNAL OF CANCER PREVENTION,EUR J CANCER PREV,0959-8278,"2,572",2.413,2.337,2.405,0.824,74,7.4,8.7,0.00346,0.669,86.49,29.713,0.42255
3936,EUROPEAN JOURNAL OF CARDIO-THORACIC SURGERY,EUR J CARDIO-THORAC,1010-7940,"16,682",3.486,3.138,4.045,1.301,269,7.3,6.8,0.02582,1.27,93.31,71.649,3.15109
3937,European Journal of Cardiovascular Nursing,EUR J CARDIOVASC NUR,1474-5151,"1,723",2.296,2.059,2.493,0.436,78,5.9,6.7,0.0027,0.639,87.18,76.75,0.32996
3939,EUROPEAN JOURNAL OF CELL BIOLOGY,EUR J CELL BIOL,0171-9335,"3,907",3.025,3.008,3.279,0.875,16,10.3,7.6,0.00331,0.928,62.5,37.179,0.40438
3940,EUROPEAN JOURNAL OF CLINICAL INVESTIGATION,EUR J CLIN INVEST,0014-2972,"6,344",3.481,3.316,3.101,0.9,100,9.5,7.8,0.00659,0.838,83,68.653,0.80429
3941,EUROPEAN JOURNAL OF CLINICAL MICROBIOLOGY & INFECTIOUS DISEASES,EUR J CLIN MICROBIOL,0934-9723,"8,956",2.837,2.699,2.914,0.623,276,6.6,6.5,0.01562,0.887,86.59,49.223,1.9065
3942,EUROPEAN JOURNAL OF CLINICAL NUTRITION,EUR J CLIN NUTR,0954-3007,"14,874",3.291,3.19,3.447,1.135,208,10,8.4,0.01347,0.954,84.13,54.494,1.64359
3943,EUROPEAN JOURNAL OF CLINICAL PHARMACOLOGY,EUR J CLIN PHARMACOL,0031-6970,"7,802",2.641,2.49,2.883,0.483,172,9.3,7.6,0.00819,0.785,84.3,47.222,0.99971
3944,EUROPEAN JOURNAL OF COMBINATORICS,EUR J COMBIN,0195-6698,"2,432",0.848,0.785,0.89,0.397,146,10.4,14.1,0.00783,0.868,100,53.549,0.95569
3945,EUROPEAN JOURNAL OF COMMUNICATION,EUR J COMMUN,0267-3231,"1,287",2.5,2.441,2.346,0.182,44,9.2,6.5,0.0017,0.756,77.27,79.891,0.20849
3946,EUROPEAN JOURNAL OF CONTRACEPTION AND REPRODUCTIVE HEALTH CARE,EUR J CONTRACEP REPR,1362-5187,"1,182",1.575,1.418,1.864,0.275,69,6.1,7.1,0.00193,0.508,82.61,29.652,0.23554
3947,EUROPEAN JOURNAL OF CONTROL,EUR J CONTROL,0947-3580,"1,345",1.54,1.38,1.894,0.333,69,9.5,8.9,0.00199,0.76,100,34.127,0.24357
3948,European Journal of Criminology,EUR J CRIMINOL,1477-3708,"1,015",1.671,1.548,2.037,0.825,40,7.4,8.9,0.00156,0.653,100,67.391,0.19123
3949,European Journal of Cultural Studies,EUR J CULT STUD,1367-5494,918,1.25,1.182,1.682,0.357,56,7.4,9.4,0.00165,0.614,98.21,81.111,0.20237
3950,European Journal of Dental Education,EUR J DENT EDUC,1396-5883,934,1.05,0.839,1.083,0.229,70,8,8.5,0.0009,0.248,95.71,20.464,0.1109
3951,EUROPEAN JOURNAL OF DERMATOLOGY,EUR J DERMATOL,1167-1122,"2,939",2.782,2.653,3.066,0.439,66,8.2,7.7,0.00303,0.755,74.24,66.912,0.36969
3952,European Journal of Development Research,EUR J DEV RES,0957-8811,"1,139",1.931,1.812,1.77,0.397,58,7.8,9.2,0.00141,0.461,98.28,67.073,0.1727
3953,European Journal of Developmental Psychology,EUR J DEV PSYCHOL,1740-5629,"1,228",2.063,2,1.936,0.837,43,7.1,11.2,0.00208,0.661,100,64.286,0.2546
3954,EUROPEAN JOURNAL OF DRUG METABOLISM AND PHARMACOKINETICS,EUR J DRUG METAB PH,0378-7966,"1,160",1.913,1.857,1.591,0.733,75,5.5,8.2,0.00159,0.37,88,26.111,0.19475
3955,European Journal of Education,EUR J EDUC,0141-8211,"1,080",1.389,1.356,1.821,0.311,45,7.7,8.3,0.00111,0.417,95.56,37.833,0.1363
3956,European Journal of Emergency Medicine,EUR J EMERG MED,0969-9546,"1,668",2.17,1.816,1.799,0.959,73,6.6,7.4,0.00238,0.493,91.78,69.355,0.29084
3957,EUROPEAN JOURNAL OF ENDOCRINOLOGY,EUR J ENDOCRINOL,0804-4643,"14,379",5.308,5.038,5.077,0.982,165,7.9,7.6,0.01897,1.461,76.36,84.965,2.31436
3958,European Journal of English Studies,EUR J ENGL STUD,1382-5577,125,0.2,0.2,0.356,0.053,19,11.1,11.2,0.00007,0.061,100,9.988,0.00956
3959,EUROPEAN JOURNAL OF ENTOMOLOGY,EUR J ENTOMOL,****-****,"1,974",1.051,1.014,1.226,0.102,49,11.5,14.2,0.00189,0.376,95.92,43.069,0.23059
3960,European Journal of Environmental and Civil Engineering,EUR J ENVIRON CIV EN,1964-8189,"1,287",1.832,1.757,1.894,1.133,90,4.1,11.9,0.00198,0.386,93.33,41.585,0.24167
3961,EUROPEAN JOURNAL OF EPIDEMIOLOGY,EUR J EPIDEMIOL,0393-2990,"8,883",7.135,6.99,7.921,1.434,106,7.7,7.3,0.01945,3.479,94.34,95.596,2.37382
3962,European Journal of Finance,EUR J FINANC,1351-847X,"1,043",1.217,1.072,1.464,0.494,89,6.1,11.9,0.0016,0.394,100,30.093,0.19595
3963,EUROPEAN JOURNAL OF FOREST RESEARCH,EUR J FOREST RES,1612-4669,"2,823",2.451,2.289,2.581,0.74,77,7.2,10.7,0.00282,0.549,96.1,83.088,0.34485
3964,European Journal of Futures Research,EUR J FUTURES RES,2195-4194,162,0.925,0.85,1.175,0.833,6,4.6,6.7,0.00028,0.191,100,32.87,0.03524
3965,EUROPEAN JOURNAL OF GASTROENTEROLOGY & HEPATOLOGY,EUR J GASTROEN HEPAT,0954-691X,"6,426",2.251,2.162,2.132,0.572,222,8.1,7,0.00843,0.631,86.94,23.295,1.02892
3966,European Journal of General Practice,EUR J GEN PRACT,1381-4788,750,2.478,2.304,1.854,0.655,29,5.8,7.2,0.00126,0.502,89.66,66.683,0.15374
3967,EUROPEAN JOURNAL OF GYNAECOLOGICAL ONCOLOGY,EUR J GYNAECOL ONCOL,0392-2936,"1,338",0.215,0.21,0.473,0.009,216,9.7,9.6,0.001,0.09,83.8,2.447,0.1231
3968,EUROPEAN JOURNAL OF HAEMATOLOGY,EUR J HAEMATOL,0902-4441,"4,515",2.22,2.149,2.185,0.682,132,7.7,6.8,0.00672,0.665,84.09,34.868,0.8203
3969,European Journal of Health Economics,EUR J HEALTH ECON,1618-7598,"2,239",2.367,2.194,2.528,0.566,113,5.7,7.6,0.00471,0.843,91.15,74.936,0.57557
3970,European Journal of Health Psychology,EUR J HEALTH PSYCHOL,2512-8442,9,0.692,0.692,0.692,0,11,Not Available,10.3,0.00003,0.215,100,12.595,0.0043
3971,EUROPEAN JOURNAL OF HEART FAILURE,EUR J HEART FAIL,1388-9842,"12,784",11.627,9.824,9.361,4.452,126,5.2,4.8,0.0287,3.257,91.27,93.841,3.50234
3972,EUROPEAN JOURNAL OF HISTOCHEMISTRY,EUR J HISTOCHEM,1121-760X,"1,095",2.172,1.621,2.23,0.6,35,6.2,7.2,0.00128,0.443,100,23.333,0.15698
3973,EUROPEAN JOURNAL OF HORTICULTURAL SCIENCE,EUR J HORTIC SCI,1611-4426,467,1.182,1.169,1.046,0.071,42,7.4,11.7,0.0005,0.202,97.62,56.944,0.06119
3974,European Journal of Hospital Pharmacy-Science and Practice,EUR J HOSP PHARM-S P,2047-9956,336,0.892,0.82,0.772,0.354,65,3.5,8,0.00078,0.186,93.85,6.481,0.09591
3975,EUROPEAN JOURNAL OF HUMAN GENETICS,EUR J HUM GENET,1018-4813,"10,250",3.657,3.48,3.784,1.062,193,6.7,6.7,0.0205,1.421,94.82,64.992,2.50117
3976,EUROPEAN JOURNAL OF IMMUNOLOGY,EUR J IMMUNOL,0014-2980,"20,907",4.404,4.058,4.298,1.278,133,10.9,7.6,0.02188,1.471,86.47,68.671,2.66953
3977,European Journal of Industrial Engineering,EUR J IND ENG,1751-5254,418,1.136,0.818,1.267,0.233,30,5.6,8.2,0.00053,0.245,96.67,22.082,0.06497
3978,EUROPEAN JOURNAL OF INDUSTRIAL RELATIONS,EUR J IND RELAT,0959-6801,510,0.796,0.714,1.402,0.522,23,7.7,8.2,0.00061,0.417,100,21.667,0.07507
3979,European Journal of Inflammation,EUR J INFLAMM,1721-727X,182,0.267,0.267,0.346,0.014,74,6.5,6.8,0.0002,0.077,97.3,0.949,0.02444
3980,EUROPEAN JOURNAL OF INFORMATION SYSTEMS,EUR J INFORM SYST,0960-085X,"3,319",2.6,2.338,5.131,0.71,31,9.7,11.7,0.00285,1.347,93.55,60.892,0.34863
3982,European Journal of Innovation Management,EUR J INNOV MANAG,1460-1060,"1,487",2.613,2.226,Not Available,1.041,49,9.3,10.2,0.00059,Not Available,91.84,52.589,0.0728
3983,EUROPEAN JOURNAL OF INORGANIC CHEMISTRY,EUR J INORG CHEM,1434-1948,"17,984",2.529,2.387,2.284,0.612,596,7.1,8.3,0.01728,0.429,93.12,65.556,2.10835
3984,European Journal of Integrative Medicine,EUR J INTEGR MED,1876-3820,858,0.974,0.838,1.165,0.25,116,4,7.3,0.0013,0.192,87.07,19.643,0.15932
3985,European Journal of Internal Medicine,EUR J INTERN MED,0953-6205,"4,933",4.329,4.159,3.685,0.867,165,4.9,6.5,0.01028,1.09,79.39,84.545,1.25433
3986,European Journal of International Law,EUR J INT LAW,0938-5428,"1,814",1.475,1.384,1.94,0.333,33,11.1,10.1,0.00178,0.61,96.97,63.665,0.21801
3987,European Journal of International Management,EUR J INT MANAG,1751-6757,483,2.145,1.971,1.655,0.537,41,4.4,11.5,0.00044,0.212,95.12,40.044,0.05489
3988,EUROPEAN JOURNAL OF INTERNATIONAL RELATIONS,EUR J INT RELAT,1354-0661,"2,591",3.474,3.141,3.925,1,49,8.7,11.1,0.00395,1.568,100,94.211,0.48295
3989,European Journal of Law and Economics,EUR J LAW ECON,0929-1261,526,0.679,0.476,0.809,0.306,36,8.1,12.7,0.00056,0.191,100,22.926,0.06902
3990,EUROPEAN JOURNAL OF LIPID SCIENCE AND TECHNOLOGY,EUR J LIPID SCI TECH,1438-7697,"6,035",2.056,1.903,2.302,0.412,153,8.1,8.7,0.00539,0.432,88.24,38.966,0.6584
3991,EUROPEAN JOURNAL OF MARKETING,EUR J MARKETING,0309-0566,"7,421",2.135,1.898,2.611,0.881,109,12.6,11.3,0.00312,0.488,98.17,36.513,0.38116
3992,EUROPEAN JOURNAL OF MASS SPECTROMETRY,EUR J MASS SPECTROM,1469-0667,698,1.175,1.107,0.928,0.524,42,7.8,11.7,0.00079,0.226,97.62,21.123,0.09659
3993,EUROPEAN JOURNAL OF MECHANICS A-SOLIDS,EUR J MECH A-SOLID,0997-7538,"5,501",3.786,3.424,3.59,1.495,218,6.2,9,0.00668,0.805,100,87.132,0.81591
3994,EUROPEAN JOURNAL OF MECHANICS B-FLUIDS,EUR J MECH B-FLUID,0997-7546,"3,136",2.131,1.968,2.204,0.739,176,6.1,13.7,0.00459,0.566,99.43,52.39,0.56008
3995,European Journal of Medical Genetics,EUR J MED GENET,1769-7212,"2,312",2.368,2.312,2.25,0.771,170,4.8,7.2,0.0059,0.801,88.82,38.136,0.72075
3996,EUROPEAN JOURNAL OF MEDICAL RESEARCH,EUR J MED RES,0949-2321,"1,680",1.826,1.826,1.828,0.237,38,8.7,8.1,0.00166,0.436,92.11,25,0.20282
3997,EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY,EUR J MED CHEM,0223-5234,"40,425",5.572,4.727,5.207,1.573,956,5.1,7.1,0.04306,0.798,81.38,92.623,5.25388
3998,EUROPEAN JOURNAL OF MIGRATION AND LAW,EUR J MIGR LAW,1388-364X,295,0.611,0.528,0.92,0.091,22,8.5,5.5,0.00022,0.205,100,17.236,0.02772
3999,EUROPEAN JOURNAL OF MINERALOGY,EUR J MINERAL,0935-1221,"3,813",1.665,1.362,1.606,0.816,87,14.2,14.9,0.00248,0.475,96.55,55,0.30268
4000,EUROPEAN JOURNAL OF NEUROLOGY,EUR J NEUROL,1351-5101,"11,015",4.516,4.433,4.063,1.442,199,7.5,7.1,0.01733,1.329,92.96,79.338,2.11442
4001,EUROPEAN JOURNAL OF NEUROSCIENCE,EUR J NEUROSCI,0953-816X,"24,806",3.115,2.975,2.921,1.523,287,12.4,10.2,0.01873,1.037,93.73,53.321,2.28519
4002,EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,EUR J NUCL MED MOL I,1619-7070,"15,787",7.081,6.336,6.61,2.206,248,6.1,5.8,0.02363,1.716,91.13,96.617,2.88346
4003,EUROPEAN JOURNAL OF NUTRITION,EUR J NUTR,1436-6207,"7,800",4.664,4.51,4.348,2.368,280,3.9,8.2,0.01206,0.939,88.57,82.584,1.47208
4004,European Journal of Obstetrics & Gynecology and Reproductive Biology,EUR J OBSTET GYN R B,0301-2115,"10,408",1.868,1.783,2.003,0.358,380,8,8.3,0.0137,0.575,82.11,31.529,1.67142
4005,European Journal of Oncology Nursing,EUR J ONCOL NURS,1462-3889,"2,495",1.876,1.712,2.337,0.263,99,6.4,7,0.00343,0.572,93.94,55.673,0.41881
4007,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,EUR J OPER RES,0377-2217,"52,278",4.213,3.692,4.729,1.284,656,9.9,9.9,0.05185,1.214,96.19,83.735,6.32653
4008,EUROPEAN JOURNAL OF OPHTHALMOLOGY,EUR J OPHTHALMOL,1120-6721,"2,684",1.642,1.604,1.628,0.611,95,7.6,9,0.00367,0.461,92.63,39.167,0.44827
4009,European Journal of Oral Implantology,EUR J ORAL IMPLANTOL,1756-2406,"1,227",2.619,2.06,3.652,0.241,29,5.7,7.6,0.00223,0.961,89.66,80.769,0.27246
4010,EUROPEAN JOURNAL OF ORAL SCIENCES,EUR J ORAL SCI,0909-8836,"3,581",2.22,2.159,2.225,0.436,55,11.4,9,0.0026,0.619,98.18,71.978,0.31777
4011,EUROPEAN JOURNAL OF ORGANIC CHEMISTRY,EUR J ORG CHEM,1434-193X,"24,387",2.889,2.684,2.53,0.818,872,6.5,7.7,0.02742,0.525,92.78,67.544,3.34569
4012,EUROPEAN JOURNAL OF ORTHODONTICS,EUR J ORTHODONT,0141-5387,"4,569",2.202,1.917,2.327,1.075,80,11.3,10.8,0.00338,0.609,83.75,69.78,0.41273
4013,European Journal of Paediatric Dentistry,EUR J PAEDIATR DENT,1591-996X,896,1.5,0.924,1.35,0.315,54,6.6,7.9,0.00068,0.189,90.74,35.472,0.08343
4014,EUROPEAN JOURNAL OF PAEDIATRIC NEUROLOGY,EUR J PAEDIATR NEURO,1090-3798,"2,834",2.51,2.421,2.283,0.844,90,5.6,7.9,0.00574,0.731,85.56,60.42,0.70134
4015,EUROPEAN JOURNAL OF PAIN,EUR J PAIN,1090-3801,"7,579",3.492,3.202,3.445,1.019,159,7.9,9.3,0.00973,0.978,88.68,67.405,1.18725
4016,EUROPEAN JOURNAL OF PEDIATRIC SURGERY,EUR J PEDIATR SURG,0939-7248,"1,719",1.703,1.62,1.527,0.63,81,7.9,10.2,0.00239,0.467,80.25,43.77,0.29177
4017,EUROPEAN JOURNAL OF PEDIATRICS,EUR J PEDIATR,0340-6199,"7,810",2.305,2.125,2.28,0.685,184,9.3,7.5,0.0088,0.667,89.13,70.703,1.07408
4018,EUROPEAN JOURNAL OF PERSONALITY,EUR J PERSONALITY,0890-2070,"3,363",3.91,3.463,5.172,0.767,30,10.1,11.1,0.00565,2.334,96.67,91.406,0.69037
4019,EUROPEAN JOURNAL OF PHARMACEUTICAL SCIENCES,EUR J PHARM SCI,0928-0987,"13,985",3.616,3.461,3.712,0.884,337,5.9,8.1,0.0149,0.647,96.44,71.667,1.81867
4020,EUROPEAN JOURNAL OF PHARMACEUTICS AND BIOPHARMACEUTICS,EUR J PHARM BIOPHARM,0939-6411,"16,822",4.604,4.37,4.912,1.174,259,7.2,7.6,0.01433,0.816,92.28,85.37,1.74889
4021,EUROPEAN JOURNAL OF PHARMACOLOGY,EUR J PHARMACOL,0014-2999,"31,739",3.263,3.142,3.266,0.79,685,9.5,7.8,0.02607,0.675,90.07,64.63,3.18115
4022,EUROPEAN JOURNAL OF PHYCOLOGY,EUR J PHYCOL,0967-0262,"2,171",2.756,2.646,2.827,0.667,48,11.6,12.9,0.00187,0.736,100,80.189,0.22895
4023,European Journal of Physical and Rehabilitation Medicine,EUR J PHYS REHAB MED,1973-9087,"1,894",2.258,1.947,2.306,0.596,99,4.9,8.4,0.00337,0.589,89.9,78.676,0.41175
4024,EUROPEAN JOURNAL OF PHYSICS,EUR J PHYS,0143-0807,"2,143",0.756,0.616,0.713,0.298,168,8.5,14.7,0.00233,0.18,98.21,16.413,0.28517
4025,EUROPEAN JOURNAL OF PLANT PATHOLOGY,EUR J PLANT PATHOL,0929-1873,"6,350",1.582,1.418,1.732,0.411,309,8.6,10.7,0.00609,0.401,96.76,58.094,0.74363
4026,European Journal of Political Economy,EUR J POLIT ECON,0176-2680,"1,833",1.446,1.123,1.91,0.4,90,7.4,10.7,0.00316,0.725,100,53.305,0.38623
4027,EUROPEAN JOURNAL OF POLITICAL RESEARCH,EUR J POLIT RES,0304-4130,"3,805",2.83,2.66,4.03,0.509,57,11.9,10.5,0.00679,2.32,100,86.389,0.82912
4028,European Journal of Population-Revue Europeenne de Demographie,EUR J POPUL,0168-6577,"1,072",2.271,2.153,2.624,0.872,39,9.1,10.9,0.0016,1.02,100,70.69,0.19631
4029,European Journal of Preventive Cardiology,EUR J PREV CARDIOL,2047-4873,"5,589",5.864,3.718,4.936,2.593,150,3.3,5.3,0.01537,1.34,83.33,87.319,1.87624
4030,EUROPEAN JOURNAL OF PROTISTOLOGY,EUR J PROTISTOL,0932-4739,"1,258",2.395,2.031,2.113,0.521,48,6.4,14.4,0.00199,0.574,100,36.667,0.24314
4031,EUROPEAN JOURNAL OF PSYCHIATRY,EUR J PSYCHIAT,0213-6163,335,0.646,0.646,0.899,0.042,24,7.9,9.8,0.00042,0.284,83.33,8.156,0.05212
4032,EUROPEAN JOURNAL OF PSYCHOLOGICAL ASSESSMENT,EUR J PSYCHOL ASSESS,1015-5759,"2,046",1.978,1.956,2.258,1.09,89,10.6,12.6,0.00203,0.865,98.88,47.024,0.24794
4033,European Journal of Psychology Applied to Legal Context,EUR J PSYCHOL APPL L,1889-1861,267,4.905,4.381,3.604,2.3,10,3.2,8.5,0.00042,0.63,80,94.659,0.0514
4034,EUROPEAN JOURNAL OF PSYCHOLOGY OF EDUCATION,EUR J PSYCHOL EDUC,0256-2928,"1,420",1.247,1.208,1.782,0.721,43,9.7,11.9,0.00129,0.59,97.67,25.833,0.15818
4035,European Journal of Psychotraumatology,EUR J PSYCHOTRAUMATO,2000-8198,"1,987",3.478,2.491,4.359,0.574,122,4.3,8.1,0.00494,1.162,87.7,80.242,0.60334
