Journal	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020
GENETICA	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.724	0.694	0.786	0.694	0.7	0.684	0.661	0.535	0.432	0.398	0.446	0.363	0.354
COMP BIOCHEM PHYS B	0.526	0.526	0.526	0.526	0.526	0.526	0.526	0.526	0.526	0.526	0.526	0.492	0.481	0.51	0.529	0.543	0.547	0.479	0.493	0.44	0.477	0.446	0.456	0.416
PARASITOL RES	0.379	0.379	0.379	0.379	0.379	0.379	0.379	0.379	0.379	0.379	0.379	0.399	0.363	0.395	0.433	0.46	0.462	0.453	0.458	0.484	0.503	0.522	0.464	0.51
J COASTAL RES	0.336	0.336	0.336	0.336	0.336	0.336	0.336	0.336	0.336	0.336	0.336	0.318	0.272	0.245	0.273	0.255	0.265	0.265	0.277	0.29	0.302	0.302	0.232	0.199
SCI TOTAL ENVIRON	0.879	0.879	0.879	0.879	0.879	0.879	0.879	0.879	0.879	0.879	0.879	0.943	0.954	0.963	1.019	1.079	1.108	1.132	1.099	1.116	1.032	1.061	1.124	1.305
CLIN RADIOL	0.577	0.577	0.577	0.577	0.577	0.577	0.577	0.577	0.577	0.577	0.577	0.547	0.533	0.558	0.596	0.598	0.582	0.621	0.634	0.608	0.577	0.58	0.576	0.654
PEDIATR PULM	0.598	0.598	0.598	0.598	0.598	0.598	0.598	0.598	0.598	0.598	0.598	0.602	0.594	0.655	0.657	0.721	0.724	0.865	0.747	0.793	0.818	0.839	0.713	0.936
INT J PSYCHIAT MED	0.396	0.396	0.396	0.396	0.396	0.396	0.396	0.396	0.396	0.396	0.396	0.375	0.39	0.431	0.422	0.361	0.375	0.416	0.464	0.435	0.304	0.345	0.342	0.43
CAN J VET RES	0.404	0.404	0.404	0.404	0.404	0.404	0.404	0.404	0.404	0.404	0.404	0.363	0.406	0.404	0.382	0.388	0.37	0.333	0.328	0.306	0.321	0.334	0.339	0.334
IEEE SIGNAL PROC MAG	2.749	2.749	2.749	2.749	2.749	2.749	2.749	2.749	2.749	2.749	2.749	2.397	2.475	3.175	3.34	3.559	3.87	2.891	3.623	4.019	4.539	4.226	4.35	4.734
CELL STRUCT FUNCT	1.622	1.622	1.622	1.622	1.622	1.622	1.622	1.622	1.622	1.622	1.622	1.191	1.288	1.226	1.255	1.026	1.133	0.556	0.752	0.641	0.801	0.918	0.913	0.972
J LUMIN	0.57	0.57	0.57	0.57	0.57	0.57	0.57	0.57	0.57	0.57	0.57	0.551	0.547	0.568	0.503	0.497	0.459	0.506	0.487	0.461	0.423	0.421	0.413	0.44
HUM PSYCHOPHARM CLIN	0.519	0.519	0.519	0.519	0.519	0.519	0.519	0.519	0.519	0.519	0.519	0.606	0.671	0.608	0.662	0.705	0.629	0.601	0.576	0.631	0.684	0.56	0.555	0.681
PHOTOSYNTHETICA	0.231	0.231	0.231	0.231	0.231	0.231	0.231	0.231	0.231	0.231	0.231	0.228	0.267	0.272	0.262	0.285	0.314	0.331	0.373	0.398	0.485	0.533	0.514	0.558
HYDROL PROCESS	0.911	0.911	0.911	0.911	0.911	0.911	0.911	0.911	0.911	0.911	0.911	0.873	0.738	0.851	0.878	0.92	1.004	1.022	0.968	0.95	0.927	0.874	0.939	0.9
J HYDROL	1.016	1.016	1.016	1.016	1.016	1.016	1.016	1.016	1.016	1.016	1.016	0.986	0.966	1.037	1.023	1.134	1.141	1.124	1.062	1.062	1.097	1.096	1.102	1.172
BIOL CELL	1.438	1.438	1.438	1.438	1.438	1.438	1.438	1.438	1.438	1.438	1.438	1.656	1.656	1.598	1.547	1.558	1.663	1.319	1.121	1.021	0.896	1.06	1.135	1.232
AQUAT SCI	1.031	1.031	1.031	1.031	1.031	1.031	1.031	1.031	1.031	1.031	1.031	0.914	0.853	0.702	0.987	0.893	0.959	1.046	1.079	1.022	1.012	0.839	0.954	0.87
BIOMETRICS	1.485	1.485	1.485	1.485	1.485	1.485	1.485	1.485	1.485	1.485	1.485	1.564	1.632	1.594	1.652	1.547	1.494	1.57	1.552	1.56	1.606	1.626	1.523	2.11
CLIN EXP PHARMACOL P	0.585	0.585	0.585	0.585	0.585	0.585	0.585	0.585	0.585	0.585	0.585	0.573	0.62	0.625	0.573	0.554	0.58	0.584	0.568	0.576	0.559	0.543	0.505	0.541
CLIN PLAST SURG	0.454	0.454	0.454	0.454	0.454	0.454	0.454	0.454	0.454	0.454	0.454	0.527	0.398	0.427	0.494	0.507	0.574	0.465	0.537	0.514	0.576	0.538	0.713	0.655
INT J MOD PHYS C	0.274	0.274	0.274	0.274	0.274	0.274	0.274	0.274	0.274	0.274	0.274	0.249	0.309	0.256	0.229	0.217	0.285	0.245	0.305	0.257	0.232	0.218	0.219	0.184
SIAM J NUMER ANAL	1.575	1.575	1.575	1.575	1.575	1.575	1.575	1.575	1.575	1.575	1.575	1.075	1.463	1.577	1.619	1.622	1.632	1.796	1.699	1.821	1.964	1.731	1.801	1.906
J CLIN GASTROENTEROL	0.754	0.754	0.754	0.754	0.754	0.754	0.754	0.754	0.754	0.754	0.754	0.724	0.749	0.809	0.817	0.861	0.979	1.013	1.044	0.983	0.972	0.978	0.913	1.018
GEODIN ACTA	0.577	0.577	0.577	0.577	0.577	0.577	0.577	0.577	0.577	0.577	0.577	0.54	0.412	0.505	0.356	0.359	0.263	0.303	0.353	0.596	0.388	0.388	0.522	0.54
INT J SOLIDS STRUCT	0.924	0.924	0.924	0.924	0.924	0.924	0.924	0.924	0.924	0.924	0.924	0.961	0.952	0.931	0.953	0.943	0.915	0.972	0.963	1.016	0.905	0.835	0.866	0.922
ICES J MAR SCI	0.767	0.767	0.767	0.767	0.767	0.767	0.767	0.767	0.767	0.767	0.767	0.724	0.849	0.82	0.811	0.834	0.917	0.839	0.888	0.92	0.872	1.037	1.009	1.068
J BIOMECH ENG-T ASME	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.887	0.756	0.655	0.676	0.666	0.71	0.674	0.608	0.707	0.746	0.74	0.676	0.628
ANIM REPROD SCI	0.542	0.542	0.542	0.542	0.542	0.542	0.542	0.542	0.542	0.542	0.542	0.535	0.506	0.459	0.449	0.422	0.486	0.473	0.482	0.471	0.421	0.442	0.449	0.42
J DIFFER GEOM	2.366	2.366	2.366	2.366	2.366	2.366	2.366	2.366	2.366	2.366	2.366	1.919	2.259	2.073	2.206	2.3	2.975	3.445	2.553	2.462	2.759	2.766	2.878	3.622
REV MATH PHYS	1.194	1.194	1.194	1.194	1.194	1.194	1.194	1.194	1.194	1.194	1.194	1.045	1.041	0.92	0.855	0.973	1.251	1.057	1.03	1.237	1.03	0.973	0.841	0.921
WORLD POULTRY SCI J	0.413	0.413	0.413	0.413	0.413	0.413	0.413	0.413	0.413	0.413	0.413	0.457	0.513	0.497	0.464	0.401	0.408	0.396	0.42	0.384	0.415	0.419	0.372	0.525
HOLZFORSCHUNG	0.467	0.467	0.467	0.467	0.467	0.467	0.467	0.467	0.467	0.467	0.467	0.485	0.436	0.404	0.443	0.439	0.404	0.374	0.351	0.308	0.265	0.32	0.304	0.399
ADV WATER RESOUR	1.095	1.095	1.095	1.095	1.095	1.095	1.095	1.095	1.095	1.095	1.095	0.987	1.002	1.097	1.14	1.163	1.246	1.365	1.564	1.525	1.459	1.333	1.233	1.276
EUR J PEDIATR	0.444	0.444	0.444	0.444	0.444	0.444	0.444	0.444	0.444	0.444	0.444	0.478	0.5	0.501	0.56	0.585	0.547	0.618	0.624	0.644	0.657	0.637	0.667	0.868
GEOMORPHOLOGY	0.938	0.938	0.938	0.938	0.938	0.938	0.938	0.938	0.938	0.938	0.938	0.813	0.851	0.925	0.978	0.989	1.008	0.953	0.954	0.95	1.015	0.993	0.988	1.016
J COMP PATHOL	0.414	0.414	0.414	0.414	0.414	0.414	0.414	0.414	0.414	0.414	0.414	0.414	0.461	0.399	0.502	0.436	0.357	0.367	0.4	0.394	0.378	0.378	0.355	0.382
OPER RES	1.577	1.577	1.577	1.577	1.577	1.577	1.577	1.577	1.577	1.577	1.577	1.802	1.664	1.928	1.834	1.961	1.727	1.907	1.993	1.713	2.062	2.031	2.266	2.54
WEED SCI	0.56	0.56	0.56	0.56	0.56	0.56	0.56	0.56	0.56	0.56	0.56	0.525	0.574	0.531	0.521	0.501	0.554	0.657	0.665	0.636	0.661	0.641	0.58	0.632
BOREAS	0.988	0.988	0.988	0.988	0.988	0.988	0.988	0.988	0.988	0.988	0.988	0.862	1.008	0.892	0.935	1.25	0.99	0.904	1.002	0.774	0.872	1.038	0.861	0.853
IEEE J SOLID-ST CIRC	1.368	1.368	1.368	1.368	1.368	1.368	1.368	1.368	1.368	1.368	1.368	1.334	1.594	1.49	1.649	1.756	1.617	1.603	1.625	1.471	1.419	1.42	1.265	1.477
LETT MATH PHYS	0.818	0.818	0.818	0.818	0.818	0.818	0.818	0.818	0.818	0.818	0.818	0.685	0.679	0.614	0.908	1.001	1.161	1.158	1.277	1.077	1.063	0.872	0.981	1.0
HETEROCYCLES	0.278	0.278	0.278	0.278	0.278	0.278	0.278	0.278	0.278	0.278	0.278	0.257	0.261	0.244	0.247	0.223	0.215	0.204	0.197	0.175	0.169	0.163	0.124	0.126
METALL MATER TRANS A	0.609	0.609	0.609	0.609	0.609	0.609	0.609	0.609	0.609	0.609	0.609	0.673	0.754	0.807	0.757	0.75	0.72	0.703	0.661	0.634	0.554	0.532	0.511	0.519
APPL ANIM BEHAV SCI	0.429	0.429	0.429	0.429	0.429	0.429	0.429	0.429	0.429	0.429	0.429	0.446	0.48	0.428	0.509	0.478	0.498	0.571	0.56	0.569	0.516	0.515	0.501	0.523
REGUL TOXICOL PHARM	0.604	0.604	0.604	0.604	0.604	0.604	0.604	0.604	0.604	0.604	0.604	0.632	0.554	0.566	0.571	0.589	0.567	0.55	0.543	0.482	0.546	0.577	0.593	0.762
BIOSCI BIOTECH BIOCH	0.393	0.393	0.393	0.393	0.393	0.393	0.393	0.393	0.393	0.393	0.393	0.405	0.402	0.416	0.383	0.397	0.349	0.328	0.325	0.324	0.302	0.308	0.338	0.38
J CHILD NEUROL	0.492	0.492	0.492	0.492	0.492	0.492	0.492	0.492	0.492	0.492	0.492	0.508	0.539	0.576	0.544	0.518	0.536	0.551	0.517	0.53	0.525	0.584	0.554	0.679
J FISH BIOL	0.651	0.651	0.651	0.651	0.651	0.651	0.651	0.651	0.651	0.651	0.651	0.558	0.466	0.465	0.562	0.576	0.617	0.595	0.593	0.532	0.529	0.555	0.545	0.545
J ORAL PATHOL MED	0.469	0.469	0.469	0.469	0.469	0.469	0.469	0.469	0.469	0.469	0.469	0.458	0.5	0.51	0.516	0.609	0.584	0.489	0.54	0.471	0.468	0.466	0.486	0.617
PEDIATR NEUROL	0.444	0.444	0.444	0.444	0.444	0.444	0.444	0.444	0.444	0.444	0.444	0.479	0.464	0.583	0.482	0.554	0.5	0.488	0.578	0.629	0.73	0.765	0.758	1.0
SYMBIOSIS	0.265	0.265	0.265	0.265	0.265	0.265	0.265	0.265	0.265	0.265	0.265	0.342	0.415	0.417	0.304	0.463	0.374	0.439	0.376	0.37	0.406	0.446	0.434	0.498
ANN SCI ECOLE NORM S	1.992	1.992	1.992	1.992	1.992	1.992	1.992	1.992	1.992	1.992	1.992	2.593	2.767	2.839	3.206	2.684	3.293	2.991	3.515	3.355	3.057	3.859	3.394	3.133
ECOSCIENCE	0.664	0.664	0.664	0.664	0.664	0.664	0.664	0.664	0.664	0.664	0.664	0.713	0.603	0.631	0.627	0.627	0.565	0.493	0.439	0.434	0.306	0.278	0.38	0.396
TECTONOPHYSICS	1.069	1.069	1.069	1.069	1.069	1.069	1.069	1.069	1.069	1.069	1.069	1.071	0.979	1.078	1.094	1.183	1.22	1.182	1.161	1.163	1.14	1.081	1.105	1.211
INVEST RADIOL	0.981	0.981	0.981	0.981	0.981	0.981	0.981	0.981	0.981	0.981	0.981	1.212	1.172	1.26	1.192	1.299	1.296	1.526	1.501	1.493	1.715	1.627	1.389	1.535
EUR J ANAESTH	0.357	0.357	0.357	0.357	0.357	0.357	0.357	0.357	0.357	0.357	0.357	0.378	0.44	0.397	0.473	0.531	0.623	0.69	0.771	0.99	0.928	0.981	1.143	1.458
J MATH BIOL	0.974	0.974	0.974	0.974	0.974	0.974	0.974	0.974	0.974	0.974	0.974	0.916	0.856	1.145	1.222	1.288	1.469	1.189	0.979	0.855	0.878	0.767	0.766	0.915
CLIN DRUG INVEST	0.129	0.129	0.129	0.129	0.129	0.129	0.129	0.129	0.129	0.129	0.129	0.214	0.292	0.315	0.358	0.429	0.409	0.45	0.458	0.427	0.504	0.527	0.562	0.623
CURR PROB CARDIOLOGY	1.026	1.026	1.026	1.026	1.026	1.026	1.026	1.026	1.026	1.026	1.026	1.063	1.251	1.271	1.142	0.959	0.95	1.157	1.239	0.744	1.347	0.957	0.971	1.561
J EUR CERAM SOC	0.639	0.639	0.639	0.639	0.639	0.639	0.639	0.639	0.639	0.639	0.639	0.654	0.664	0.703	0.691	0.69	0.699	0.672	0.674	0.697	0.679	0.706	0.71	0.81
PLANET SPACE SCI	0.889	0.889	0.889	0.889	0.889	0.889	0.889	0.889	0.889	0.889	0.889	1.037	1.024	1.087	1.086	1.03	0.816	0.884	0.913	0.934	0.781	0.795	0.768	0.781
AUST J CHEM	0.635	0.635	0.635	0.635	0.635	0.635	0.635	0.635	0.635	0.635	0.635	0.654	0.607	0.528	0.573	0.492	0.372	0.405	0.362	0.342	0.28	0.221	0.19	0.2
SCAND J CLIN LAB INV	0.366	0.366	0.366	0.366	0.366	0.366	0.366	0.366	0.366	0.366	0.366	0.382	0.354	0.417	0.407	0.426	0.466	0.464	0.458	0.484	0.439	0.38	0.367	0.396
SCANNING	0.185	0.185	0.185	0.185	0.185	0.185	0.185	0.185	0.185	0.185	0.185	0.309	0.376	0.391	0.515	0.487	0.35	0.442	0.414	0.399	0.279	0.287	0.287	0.353
CLIN AUTON RES	0.332	0.332	0.332	0.332	0.332	0.332	0.332	0.332	0.332	0.332	0.332	0.451	0.459	0.491	0.474	0.472	0.54	0.577	0.591	0.542	0.469	0.64	0.645	0.99
COMMUN PUR APPL MATH	3.025	3.025	3.025	3.025	3.025	3.025	3.025	3.025	3.025	3.025	3.025	3.757	4.143	3.593	4.137	3.546	4.283	4.4	4.365	4.601	4.544	4.743	4.26	4.051
ANIM WELFARE	0.356	0.356	0.356	0.356	0.356	0.356	0.356	0.356	0.356	0.356	0.356	0.321	0.387	0.314	0.418	0.413	0.446	0.454	0.441	0.513	0.526	0.443	0.452	0.455
IMMUNOL CELL BIOL	1.005	1.005	1.005	1.005	1.005	1.005	1.005	1.005	1.005	1.005	1.005	1.196	1.31	1.368	1.458	1.49	1.419	1.375	1.438	1.641	1.45	1.413	1.247	1.355
BIRTH-ISS PERINAT C	0.887	0.887	0.887	0.887	0.887	0.887	0.887	0.887	0.887	0.887	0.887	0.798	0.831	0.676	0.864	0.877	0.875	0.761	0.868	0.904	0.688	0.775	0.898	1.125
J ENDODONT	0.423	0.423	0.423	0.423	0.423	0.423	0.423	0.423	0.423	0.423	0.423	0.448	0.477	0.493	0.572	0.508	0.586	0.626	0.662	0.681	0.597	0.54	0.603	0.722
NEUROPEPTIDES	0.786	0.786	0.786	0.786	0.786	0.786	0.786	0.786	0.786	0.786	0.786	0.794	0.66	0.546	0.506	0.507	0.588	0.567	0.605	0.693	0.682	0.582	0.551	0.62
DEEP-SEA RES PT II	1.149	1.149	1.149	1.149	1.149	1.149	1.149	1.149	1.149	1.149	1.149	0.915	1.106	0.977	1.16	1.274	1.242	1.102	1.056	0.828	0.891	0.951	0.939	0.991
J MOL LIQ	0.356	0.356	0.356	0.356	0.356	0.356	0.356	0.356	0.356	0.356	0.356	0.377	0.375	0.413	0.389	0.423	0.399	0.439	0.456	0.489	0.57	0.58	0.62	0.705
Z NATURFORSCH C	0.223	0.223	0.223	0.223	0.223	0.223	0.223	0.223	0.223	0.223	0.223	0.206	0.202	0.19	0.186	0.163	0.166	0.164	0.155	0.171	0.175	0.19	0.215	0.269
ANN NY ACAD SCI	0.712	0.712	0.712	0.712	0.712	0.712	0.712	0.712	0.712	0.712	0.712	0.798	0.865	0.892	1.044	1.266	1.335	1.371	1.632	1.598	1.596	1.533	1.634	0.0
ACTA NEUROL SCAND	0.627	0.627	0.627	0.627	0.627	0.627	0.627	0.627	0.627	0.627	0.627	0.686	0.714	0.674	0.683	0.666	0.648	0.739	0.758	0.804	0.858	0.784	0.751	0.872
INT J TECHNOL ASSESS	0.448	0.448	0.448	0.448	0.448	0.448	0.448	0.448	0.448	0.448	0.448	0.454	0.505	0.469	0.501	0.578	0.579	0.478	0.565	0.602	0.721	0.485	0.471	0.521
CORROS SCI	0.76	0.76	0.76	0.76	0.76	0.76	0.76	0.76	0.76	0.76	0.76	0.787	0.673	0.699	0.728	0.783	0.812	0.883	0.939	0.903	0.89	1.015	1.062	1.141
INT J PLASTICITY	1.252	1.252	1.252	1.252	1.252	1.252	1.252	1.252	1.252	1.252	1.252	1.435	1.547	1.895	1.71	1.682	1.862	1.937	2.051	1.805	1.629	1.507	1.518	1.581
J BIOMAT SCI-POLYM E	0.602	0.602	0.602	0.602	0.602	0.602	0.602	0.602	0.602	0.602	0.602	0.617	0.649	0.568	0.554	0.489	0.38	0.352	0.351	0.323	0.322	0.331	0.404	0.426
GEOL J	0.501	0.501	0.501	0.501	0.501	0.501	0.501	0.501	0.501	0.501	0.501	0.628	0.765	0.651	0.566	0.655	0.527	0.636	0.623	0.688	0.54	0.572	0.455	0.535
MATER RES BULL	0.599	0.599	0.599	0.599	0.599	0.599	0.599	0.599	0.599	0.599	0.599	0.606	0.572	0.623	0.547	0.522	0.443	0.458	0.441	0.419	0.407	0.412	0.463	0.508
J FUNCT ANAL	1.187	1.187	1.187	1.187	1.187	1.187	1.187	1.187	1.187	1.187	1.187	1.194	1.339	1.389	1.309	1.423	1.655	1.686	1.623	1.575	1.728	1.745	1.653	1.81
MED CLIN-BARCELONA	0.154	0.154	0.154	0.154	0.154	0.154	0.154	0.154	0.154	0.154	0.154	0.161	0.181	0.212	0.198	0.191	0.224	0.227	0.233	0.218	0.23	0.228	0.279	0.397
CAN J FOREST RES	0.745	0.745	0.745	0.745	0.745	0.745	0.745	0.745	0.745	0.745	0.745	0.687	0.647	0.678	0.645	0.657	0.721	0.654	0.673	0.57	0.574	0.696	0.491	0.5
J SCI FOOD AGR	0.404	0.404	0.404	0.404	0.404	0.404	0.404	0.404	0.404	0.404	0.404	0.412	0.433	0.419	0.444	0.47	0.49	0.499	0.535	0.568	0.541	0.554	0.534	0.588
AM J HEALTH-SYST PH	0.341	0.341	0.341	0.341	0.341	0.341	0.341	0.341	0.341	0.341	0.341	0.428	0.504	0.556	0.487	0.548	0.519	0.53	0.52	0.0	0.572	0.605	0.477	0.61
ARTIF ORGANS	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.392	0.42	0.389	0.387	0.404	0.39	0.366	0.379	0.417	0.397	0.411	0.463	0.543
ANAL SCI	0.376	0.376	0.376	0.376	0.376	0.376	0.376	0.376	0.376	0.376	0.376	0.409	0.396	0.365	0.333	0.361	0.316	0.282	0.268	0.264	0.255	0.215	0.229	0.235
J MED PRIMATOL	0.421	0.421	0.421	0.421	0.421	0.421	0.421	0.421	0.421	0.421	0.421	0.388	0.46	0.346	0.367	0.291	0.287	0.279	0.293	0.283	0.208	0.222	0.173	0.19
SURF COAT TECH	0.585	0.585	0.585	0.585	0.585	0.585	0.585	0.585	0.585	0.585	0.585	0.607	0.609	0.616	0.611	0.569	0.574	0.517	0.527	0.523	0.517	0.511	0.542	0.57
Z RHEUMATOL	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.086	0.087	0.074	0.094	0.075	0.066	0.075	0.07	0.096	0.121	0.132	0.138	0.174
ACTA TROP	0.764	0.764	0.764	0.764	0.764	0.764	0.764	0.764	0.764	0.764	0.764	0.682	0.657	0.706	0.704	0.638	0.768	0.731	0.766	0.726	0.677	0.778	0.713	0.735
ORIGINS LIFE EVOL B	0.664	0.664	0.664	0.664	0.664	0.664	0.664	0.664	0.664	0.664	0.664	0.498	0.64	0.494	0.655	0.637	0.589	0.42	0.418	0.436	0.518	0.43	0.539	0.408
NUCL INSTRUM METH A	0.401	0.401	0.401	0.401	0.401	0.401	0.401	0.401	0.401	0.401	0.401	0.371	0.34	0.355	0.362	0.377	0.413	0.415	0.394	0.373	0.394	0.383	0.377	0.399
ANAESTHESIST	0.135	0.135	0.135	0.135	0.135	0.135	0.135	0.135	0.135	0.135	0.135	0.108	0.183	0.169	0.146	0.172	0.114	0.128	0.157	0.17	0.156	0.144	0.158	0.209
CLIN LAB MED	0.42	0.42	0.42	0.42	0.42	0.42	0.42	0.42	0.42	0.42	0.42	0.489	0.542	0.547	0.576	0.571	0.52	0.569	0.602	0.643	0.557	0.697	0.72	0.717
CRIT CARE CLIN	0.552	0.552	0.552	0.552	0.552	0.552	0.552	0.552	0.552	0.552	0.552	0.605	0.648	0.676	0.609	0.735	0.788	0.805	0.74	0.762	0.719	0.796	0.954	1.214
BIOCATAL BIOTRANSFOR	0.373	0.373	0.373	0.373	0.373	0.373	0.373	0.373	0.373	0.373	0.373	0.433	0.573	0.377	0.283	0.232	0.272	0.187	0.211	0.234	0.176	0.252	0.233	0.275
J PLANT GROWTH REGUL	1.059	1.059	1.059	1.059	1.059	1.059	1.059	1.059	1.059	1.059	1.059	0.997	0.767	0.695	0.702	0.69	0.603	0.686	0.573	0.61	0.518	0.611	0.57	0.677
BIOTECHNOL APPL BIOC	0.466	0.466	0.466	0.466	0.466	0.466	0.466	0.466	0.466	0.466	0.466	0.403	0.393	0.353	0.359	0.331	0.347	0.408	0.348	0.326	0.275	0.317	0.299	0.348
J CHEM ENG DATA	0.511	0.511	0.511	0.511	0.511	0.511	0.511	0.511	0.511	0.511	0.511	0.534	0.501	0.489	0.455	0.475	0.454	0.466	0.449	0.469	0.48	0.45	0.411	0.45
J MOL STRUCT	0.394	0.394	0.394	0.394	0.394	0.394	0.394	0.394	0.394	0.394	0.394	0.411	0.369	0.375	0.321	0.292	0.289	0.295	0.29	0.268	0.262	0.244	0.278	0.293
ADV APPL MICROBIOL	0.906	0.906	0.906	0.906	0.906	0.906	0.906	0.906	0.906	0.906	0.906	0.74	0.807	1.099	1.343	1.572	1.588	1.417	1.123	0.0	0.0	1.636	1.413	1.653
CELL BIOCHEM FUNCT	0.424	0.424	0.424	0.424	0.424	0.424	0.424	0.424	0.424	0.424	0.424	0.326	0.358	0.389	0.368	0.436	0.504	0.484	0.481	0.495	0.457	0.45	0.489	0.586
INT J BIFURCAT CHAOS	0.457	0.457	0.457	0.457	0.457	0.457	0.457	0.457	0.457	0.457	0.457	0.442	0.382	0.374	0.375	0.385	0.359	0.388	0.421	0.378	0.383	0.434	0.442	0.491
T AM FISH SOC	0.701	0.701	0.701	0.701	0.701	0.701	0.701	0.701	0.701	0.701	0.701	0.605	0.557	0.609	0.551	0.604	0.621	0.605	0.554	0.464	0.475	0.502	0.515	0.48
FISH OCEANOGR	1.253	1.253	1.253	1.253	1.253	1.253	1.253	1.253	1.253	1.253	1.253	1.221	1.045	0.969	1.042	0.966	1.137	0.958	1.001	0.724	0.624	0.794	0.84	0.749
APPL GEOCHEM	1.017	1.017	1.017	1.017	1.017	1.017	1.017	1.017	1.017	1.017	1.017	0.846	0.784	0.815	0.893	0.748	0.871	0.747	0.723	0.774	0.773	0.748	0.693	0.816
POLYM ENG SCI	0.506	0.506	0.506	0.506	0.506	0.506	0.506	0.506	0.506	0.506	0.506	0.462	0.459	0.429	0.438	0.396	0.368	0.346	0.328	0.305	0.297	0.293	0.255	0.251
SIAM J MATRIX ANAL A	0.902	0.902	0.902	0.902	0.902	0.902	0.902	0.902	0.902	0.902	0.902	1.125	1.228	1.372	1.449	1.671	2.008	1.69	1.704	2.065	1.904	1.817	1.577	1.461
APPL SURF SCI	0.517	0.517	0.517	0.517	0.517	0.517	0.517	0.517	0.517	0.517	0.517	0.518	0.503	0.554	0.55	0.539	0.55	0.549	0.574	0.588	0.627	0.671	0.773	0.878
MATH OPER RES	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.6	1.484	1.39	1.423	1.572	1.584	1.502	1.931	1.979	1.674	1.641	1.745	1.573	1.765
AUTOMATICA	1.328	1.328	1.328	1.328	1.328	1.328	1.328	1.328	1.328	1.328	1.328	1.242	1.276	1.142	1.438	1.55	1.707	1.751	1.834	2.009	2.264	2.341	2.341	2.419
EARTH SURF PROC LAND	0.924	0.924	0.924	0.924	0.924	0.924	0.924	0.924	0.924	0.924	0.924	0.727	0.743	0.866	0.891	0.948	1.061	1.04	1.161	1.165	1.21	1.233	1.138	1.066
NEUROSURG CLIN N AM	0.402	0.402	0.402	0.402	0.402	0.402	0.402	0.402	0.402	0.402	0.402	0.45	0.509	0.488	0.534	0.571	0.481	0.569	0.587	0.489	0.617	0.657	0.635	0.888
CLIN J SPORT MED	0.673	0.673	0.673	0.673	0.673	0.673	0.673	0.673	0.673	0.673	0.673	0.666	0.613	0.815	0.689	0.675	0.792	0.762	0.78	0.821	0.79	0.829	0.944	1.037
J NONLINEAR OPT PHYS	0.253	0.253	0.253	0.253	0.253	0.253	0.253	0.253	0.253	0.253	0.253	0.179	0.146	0.149	0.12	0.141	0.114	0.116	0.114	0.136	0.15	0.15	0.134	0.174
J POWER SOURCES	0.809	0.809	0.809	0.809	0.809	0.809	0.809	0.809	0.809	0.809	0.809	0.853	0.93	1.053	1.092	1.145	1.046	1.128	1.159	1.127	1.2	1.185	1.263	1.388
VET IMMUNOL IMMUNOP	0.502	0.502	0.502	0.502	0.502	0.502	0.502	0.502	0.502	0.502	0.502	0.465	0.464	0.499	0.53	0.492	0.459	0.454	0.466	0.463	0.412	0.466	0.464	0.463
CARDIOVASC INTER RAD	0.347	0.347	0.347	0.347	0.347	0.347	0.347	0.347	0.347	0.347	0.347	0.393	0.446	0.472	0.566	0.536	0.59	0.578	0.568	0.573	0.643	0.525	0.505	0.629
BIOL PHARM BULL	0.435	0.435	0.435	0.435	0.435	0.435	0.435	0.435	0.435	0.435	0.435	0.466	0.476	0.475	0.461	0.467	0.457	0.455	0.405	0.425	0.376	0.358	0.376	0.428
Z NATURFORSCH B	0.194	0.194	0.194	0.194	0.194	0.194	0.194	0.194	0.194	0.194	0.194	0.205	0.183	0.188	0.159	0.159	0.129	0.135	0.14	0.121	0.142	0.133	0.112	0.129
TREES-STRUCT FUNCT	0.671	0.671	0.671	0.671	0.671	0.671	0.671	0.671	0.671	0.671	0.671	0.692	0.572	0.573	0.559	0.601	0.609	0.544	0.563	0.493	0.506	0.483	0.5	0.533
J PLANT RES	0.452	0.452	0.452	0.452	0.452	0.452	0.452	0.452	0.452	0.452	0.452	0.544	0.579	0.516	0.565	0.54	0.644	0.594	0.586	0.61	0.569	0.548	0.629	0.704
INVERSE PROBL	1.048	1.048	1.048	1.048	1.048	1.048	1.048	1.048	1.048	1.048	1.048	0.902	0.979	1.181	1.115	1.216	1.318	1.105	1.166	1.167	1.101	1.055	1.041	1.116
MEAT SCI	0.433	0.433	0.433	0.433	0.433	0.433	0.433	0.433	0.433	0.433	0.433	0.452	0.458	0.544	0.584	0.601	0.61	0.644	0.734	0.709	0.697	0.739	0.675	0.749
