Journal	JournalFullName	ISSN	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023
FEMINIST REV	FEMINIST REVIEW	0141-7789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.709	0.357	0.627	0.72	1.208	1.434	1.137	1.137
FEMINISTISCHE STUD	FEMINISTISCHE STUDIEN	0723-5186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.107	0.005	0.046	0.051	0.054	0.339	0.05	0.05
FEMS MICROBIOL ECOL	FEMS MICROBIOLOGY ECOLOGY	0168-6496	1.249	1.249	1.249	1.249	1.249	1.249	1.249	1.249	1.249	1.249	1.249	1.246	1.197	1.206	1.28	1.354	1.256	1.175	1.2	1.195	1.134	1.179	1.19	1.176	1.148	1.036	1.036
FEMS MICROBIOL LETT	FEMS MICROBIOLOGY LETTERS	0378-1097	0.773	0.773	0.773	0.773	0.773	0.773	0.773	0.773	0.773	0.773	0.773	0.746	0.789	0.752	0.757	0.744	0.718	0.699	0.633	0.627	0.573	0.555	0.598	0.684	0.666	0.582	0.582
FEMS MICROBIOL REV	FEMS MICROBIOLOGY REVIEWS	0168-6445	4.36	4.36	4.36	4.36	4.36	4.36	4.36	4.36	4.36	4.36	4.36	4.032	4.182	4.227	4.283	4.903	5.605	5.002	5.373	5.481	5.133	5.099	5.316	5.487	4.943	4.252	4.252
FEMS YEAST RES	FEMS YEAST RESEARCH	1567-1356	0.983	0.983	0.983	0.983	0.983	0.983	0.983	0.983	0.983	0.983	0.983	0.991	0.796	0.819	0.788	0.765	0.823	0.783	0.756	0.869	0.88	0.865	0.986	0.87	0.776	0.694	0.694
FERMENTATION-BASEL	FERMENTATION-BASEL	2311-5637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.538	0.538
FERROELECTRICS	FERROELECTRICS	0015-0193	0.177	0.177	0.177	0.177	0.177	0.177	0.177	0.177	0.177	0.177	0.177	0.176	0.169	0.172	0.155	0.139	0.131	0.132	0.129	0.115	0.121	0.124	0.137	0.137	0.109	0.111	0.111
FERROELECTRICS LETT	FERROELECTRICS LETTERS SECTION	0731-5171	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.188	0.181	0.187	0.133	0.098	0.105	0.122	0.087	0.052	0.113	0.12	0.101	0.084	0.07	0.069	0.069
FERTIL STERIL	FERTILITY AND STERILITY	0015-0282	0.858	0.858	0.858	0.858	0.858	0.858	0.858	0.858	0.858	0.858	0.858	0.831	0.931	0.972	0.918	1.021	1.069	1.165	1.263	1.364	1.424	1.495	1.638	1.915	2.104	1.849	1.849
FETAL DIAGN THER	FETAL DIAGNOSIS AND THERAPY	1015-3837	0.251	0.251	0.251	0.251	0.251	0.251	0.251	0.251	0.251	0.251	0.251	0.234	0.308	0.277	0.313	0.359	0.489	0.721	0.882	0.987	0.916	0.751	0.726	0.775	0.636	0.649	0.649
FETAL PEDIATR PATHOL	FETAL AND PEDIATRIC PATHOLOGY	1551-3815	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.091	0.127	0.154	0.205	0.152	0.146	0.151	0.163	0.171	0.17	0.16	0.176	0.204	0.258	0.208	0.208
FEW-BODY SYST	FEW-BODY SYSTEMS	0177-7963	0.477	0.477	0.477	0.477	0.477	0.477	0.477	0.477	0.477	0.477	0.477	0.351	0.227	0.306	0.349	0.32	0.369	0.265	0.201	0.179	0.197	0.13	0.209	0.247	0.242	0.237	0.237
FIBER INTEGRATED OPT	FIBER AND INTEGRATED OPTICS	0146-8030	0.212	0.212	0.212	0.212	0.212	0.212	0.212	0.212	0.212	0.212	0.212	0.158	0.143	0.172	0.121	0.136	0.1	0.108	0.101	0.11	0.108	0.129	0.181	0.161	0.113	0.161	0.161
FIBER POLYM	FIBERS AND POLYMERS	1229-9197	0.195	0.195	0.195	0.195	0.195	0.195	0.195	0.195	0.195	0.195	0.195	0.116	0.113	0.215	0.218	0.229	0.236	0.2	0.203	0.205	0.223	0.215	0.25	0.271	0.271	0.298	0.298
FIBRE CHEM+	FIBRE CHEMISTRY	0015-0541	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.026	0.034	0.031	0.047	0.053	0.057	0.044	0.029	0.025	0.022	0.021	0.021	0.036	0.037	0.031	0.035	0.035
FIBRES TEXT EAST EUR	FIBRES & TEXTILES IN EASTERN EUROPE	1230-3666	0.156	0.156	0.156	0.156	0.156	0.156	0.156	0.156	0.156	0.156	0.156	0.169	0.117	0.136	0.121	0.14	0.11	0.143	0.154	0.125	0.122	0.114	0.101	0.122	0.115	0.123	0.123
FIELD CROP RES	FIELD CROPS RESEARCH	0378-4290	0.657	0.657	0.657	0.657	0.657	0.657	0.657	0.657	0.657	0.657	0.657	0.752	0.71	0.711	0.769	0.817	0.793	0.871	0.926	0.958	0.924	1.018	1.059	1.222	1.207	1.073	1.073
FIELD METHOD	FIELD METHODS	1525-822X	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.735	0.789	0.675	0.749	1.108	0.992	1.336	1.336
FILOMAT	FILOMAT	0354-5180	0.209	0.209	0.209	0.209	0.209	0.209	0.209	0.209	0.209	0.209	0.209	0.209	0.209	0.209	0.209	0.209	0.209	0.264	0.202	0.264	0.218	0.198	0.222	0.29	0.296	0.257	0.257
FILOS-SOCIOL	FILOSOFIJA-SOCIOLOGIJA	0235-7186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.094	0.01	0.037	0.172	0.079	0.082	0.082
FINANC ANAL J	FINANCIAL ANALYSTS JOURNAL	0015-198X	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.292	1.282	0.946	0.72	1.292	1.425	1.59	1.59
FINANC INNOV	FINANCIAL INNOVATION	2199-4730	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.954	0.965	0.965
FINANC MANAGE	FINANCIAL MANAGEMENT	0046-3892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98	0.847	0.688	0.824	1.534	1.326	1.335	1.335
FINANC RES LETT	FINANCE RESEARCH LETTERS	1544-6123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.179	0.293	0.307	0.454	0.9	1.245	1.32	1.32
FINANC STOCH	FINANCE AND STOCHASTICS	0949-2984	1.498	1.498	1.498	1.498	1.498	1.498	1.498	1.498	1.498	1.498	1.498	1.181	1.682	2.016	1.674	1.761	1.405	2.196	1.779	1.551	2.391	1.713	1.826	1.811	1.631	1.563	1.563
FINANC UVER	FINANCE A UVER-CZECH JOURNAL OF ECONOMICS AND FINANCE	0015-1920	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.133	0.123	0.084	0.099	0.124	0.133	0.086	0.086
FINANZARCHIV	FINANZARCHIV	0015-2218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.357	0.3	0.243	0.218	0.318	0.259	0.192	0.192
FINITE ELEM ANAL DES	FINITE ELEMENTS IN ANALYSIS AND DESIGN	0168-874X	0.516	0.516	0.516	0.516	0.516	0.516	0.516	0.516	0.516	0.516	0.516	0.532	0.583	0.596	0.691	0.71	0.698	0.747	0.848	0.843	0.846	0.818	0.81	0.853	0.71	0.786	0.786
FINITE FIELDS TH APP	FINITE FIELDS AND THEIR APPLICATIONS	1071-5797	0.629	0.629	0.629	0.629	0.629	0.629	0.629	0.629	0.629	0.629	0.629	0.771	0.759	0.644	0.677	0.538	0.671	0.828	0.953	0.574	0.738	0.814	0.894	1.066	0.962	0.728	0.728
FIRE ECOL	FIRE ECOLOGY	1933-9747	0.673	0.673	0.673	0.673	0.673	0.673	0.673	0.673	0.673	0.673	0.673	0.673	0.673	0.673	0.673	0.673	0.673	0.673	0.673	0.558	0.516	0.527	0.55	0.755	0.92	1.036	1.036
FIRE MATER	FIRE AND MATERIALS	0308-0501	0.462	0.462	0.462	0.462	0.462	0.462	0.462	0.462	0.462	0.462	0.462	0.327	0.404	0.46	0.513	0.565	0.449	0.421	0.408	0.357	0.354	0.319	0.342	0.348	0.374	0.374	0.374
FIRE SAFETY J	FIRE SAFETY JOURNAL	0379-7112	0.368	0.368	0.368	0.368	0.368	0.368	0.368	0.368	0.368	0.368	0.368	0.45	0.482	0.464	0.662	0.606	0.6	0.545	0.454	0.46	0.515	0.449	0.557	0.631	0.721	0.63	0.63
FIRE TECHNOL	FIRE TECHNOLOGY	0015-2684	0.249	0.249	0.249	0.249	0.249	0.249	0.249	0.249	0.249	0.249	0.249	0.255	0.186	0.268	0.202	0.333	0.32	0.421	0.372	0.361	0.371	0.371	0.421	0.42	0.566	0.59	0.59
FIRST LANG	FIRST LANGUAGE	0142-7237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.449	0.466	0.513	0.383	0.473	0.599	0.639	0.639
FISC STUD	FISCAL STUDIES	0143-5671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.655	0.822	0.645	0.839	0.96	2.009	2.148	2.148
FISH B-NOAA	FISHERY BULLETIN	0090-0656	0.808	0.808	0.808	0.808	0.808	0.808	0.808	0.808	0.808	0.808	0.808	0.62	0.616	0.466	0.528	0.492	0.62	0.698	0.681	0.51	0.473	0.418	0.393	0.326	0.381	0.257	0.257
FISH FISH	FISH AND FISHERIES	1467-2960	2.478	2.478	2.478	2.478	2.478	2.478	2.478	2.478	2.478	2.478	2.478	2.478	2.26	2.718	2.609	2.824	3.656	2.959	3.033	2.857	2.579	2.474	2.598	2.463	2.224	1.866	1.866
FISH OCEANOGR	FISHERIES OCEANOGRAPHY	1054-6006	1.253	1.253	1.253	1.253	1.253	1.253	1.253	1.253	1.253	1.253	1.253	1.221	1.045	0.969	1.042	0.966	1.137	0.958	1.001	0.724	0.624	0.794	0.84	0.749	0.742	0.67	0.67
FISH PATHOL	FISH PATHOLOGY	0388-788X	0.151	0.151	0.151	0.151	0.151	0.151	0.151	0.151	0.151	0.151	0.151	0.144	0.242	0.256	0.248	0.189	0.185	0.197	0.224	0.244	0.198	0.162	0.116	0.125	0.106	0.112	0.112
FISH PHYSIOL BIOCHEM	FISH PHYSIOLOGY AND BIOCHEMISTRY	0920-1742	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.273	0.308	0.359	0.423	0.451	0.497	0.477	0.45	0.448	0.477	0.415	0.468	0.466	0.482	0.473	0.473
FISH RES	FISHERIES RESEARCH	0165-7836	0.532	0.532	0.532	0.532	0.532	0.532	0.532	0.532	0.532	0.532	0.532	0.52	0.489	0.534	0.57	0.55	0.673	0.606	0.645	0.604	0.569	0.648	0.616	0.626	0.598	0.521	0.521
FISH SHELLFISH IMMUN	FISH & SHELLFISH IMMUNOLOGY	1050-4648	0.579	0.579	0.579	0.579	0.579	0.579	0.579	0.579	0.579	0.579	0.579	0.562	0.562	0.628	0.691	0.59	0.559	0.548	0.575	0.499	0.497	0.498	0.0	0.608	0.583	0.605	0.605
FISHERIES	FISHERIES	0363-2415	0.96	0.96	0.96	0.96	0.96	0.96	0.96	0.96	0.96	0.96	0.96	0.872	0.846	0.996	1.055	1.107	1.07	0.95	0.949	0.844	0.746	0.925	0.885	0.917	0.87	0.718	0.718
FISHERIES MANAG ECOL	FISHERIES MANAGEMENT AND ECOLOGY	0969-997X	0.479	0.479	0.479	0.479	0.479	0.479	0.479	0.479	0.479	0.479	0.479	0.554	0.418	0.416	0.57	0.505	0.487	0.51	0.567	0.508	0.595	0.585	0.602	0.555	0.501	0.458	0.458
FISHERIES SCI	FISHERIES SCIENCE	0919-9268	0.269	0.269	0.269	0.269	0.269	0.269	0.269	0.269	0.269	0.269	0.269	0.269	0.246	0.298	0.274	0.274	0.297	0.297	0.237	0.255	0.22	0.268	0.322	0.346	0.347	0.36	0.36
FISHES-BASEL	FISHES	2410-3888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.503	0.405	0.405
FITOTERAPIA	FITOTERAPIA	0367-326X	0.352	0.352	0.352	0.352	0.352	0.352	0.352	0.352	0.352	0.352	0.352	0.309	0.337	0.36	0.38	0.456	0.495	0.531	0.557	0.608	0.586	0.553	0.517	0.501	0.464	0.471	0.471
FIXED POINT THEOR-RO	FIXED POINT THEORY	1583-5022	0.238	0.238	0.238	0.238	0.238	0.238	0.238	0.238	0.238	0.238	0.238	0.238	0.238	0.238	0.238	0.238	0.28	0.231	0.177	0.134	0.167	0.144	0.252	0.535	0.423	0.314	0.314
FLA ENTOMOL	FLORIDA ENTOMOLOGIST	0015-4040	0.29	0.29	0.29	0.29	0.29	0.29	0.29	0.29	0.29	0.29	0.29	0.312	0.333	0.357	0.458	0.373	0.321	0.301	0.302	0.309	0.332	0.323	0.336	0.371	0.315	0.337	0.337
FLATCHEM	FLATCHEM	2452-2627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.851	0.827	0.827
FLAVOUR FRAG J	FLAVOUR AND FRAGRANCE JOURNAL	0882-5734	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.276	0.333	0.349	0.377	0.512	0.529	0.536	0.471	0.452	0.423	0.381	0.377	0.378	0.347	0.317	0.317
FLEISCHWIRTSCHAFT	FLEISCHWIRTSCHAFT	0015-363X	0.028	0.028	0.028	0.028	0.028	0.028	0.028	0.028	0.028	0.028	0.028	0.027	0.014	0.018	0.012	0.019	0.017	0.012	0.015	0.018	0.011	0.012	0.005	0.021	0.011	0.016	0.016
FLEX PRINT ELECTRON	FLEXIBLE AND PRINTED ELECTRONICS	2058-8585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.681	0.596	0.596
FLEX SERV MANUF J	FLEXIBLE SERVICES AND MANUFACTURING JOURNAL	1936-6582	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.083	0.286	0.675	0.589	0.748	0.672	0.677	0.923	0.794	0.806	0.781	0.584	0.563	0.563
FLORA	FLORA	0367-2530	0.443	0.443	0.443	0.443	0.443	0.443	0.443	0.443	0.443	0.443	0.443	0.416	0.432	0.41	0.418	0.401	0.462	0.47	0.479	0.368	0.404	0.394	0.363	0.443	0.42	0.391	0.391
FLOW MEAS INSTRUM	FLOW MEASUREMENT AND INSTRUMENTATION	0955-5986	0.353	0.353	0.353	0.353	0.353	0.353	0.353	0.353	0.353	0.353	0.353	0.378	0.291	0.477	0.468	0.347	0.396	0.296	0.373	0.307	0.383	0.386	0.347	0.402	0.395	0.375	0.375
FLOW TURBUL COMBUST	FLOW TURBULENCE AND COMBUSTION	1386-6184	0.737	0.737	0.737	0.737	0.737	0.737	0.737	0.737	0.737	0.737	0.737	0.536	0.744	0.64	0.564	0.565	0.728	0.68	0.898	0.776	0.848	0.783	0.834	0.657	0.778	0.669	0.669
FLUCT NOISE LETT	FLUCTUATION AND NOISE LETTERS	0219-4775	0.244	0.244	0.244	0.244	0.244	0.244	0.244	0.244	0.244	0.244	0.244	0.244	0.177	0.214	0.2	0.181	0.252	0.276	0.175	0.207	0.173	0.156	0.194	0.192	0.18	0.206	0.206
FLUID DYN RES	FLUID DYNAMICS RESEARCH	0169-5983	0.505	0.505	0.505	0.505	0.505	0.505	0.505	0.505	0.505	0.505	0.505	0.594	0.555	0.655	0.53	0.493	0.454	0.437	0.412	0.354	0.377	0.327	0.294	0.333	0.339	0.331	0.331
FLUID DYNAM+	FLUID DYNAMICS	0015-4628	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.106	0.123	0.126	0.154	0.107	0.119	0.178	0.12	0.142	0.135	0.15	0.15
FLUID PHASE EQUILIBR	FLUID PHASE EQUILIBRIA	0378-3812	0.541	0.541	0.541	0.541	0.541	0.541	0.541	0.541	0.541	0.541	0.541	0.574	0.528	0.521	0.545	0.586	0.517	0.551	0.476	0.476	0.483	0.459	0.427	0.495	0.469	0.466	0.466
FLUIDS BARRIERS CNS	FLUIDS AND BARRIERS OF THE CNS	2045-8118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.423	1.524	1.524
FLUORIDE	FLUORIDE	0015-4725	0.076	0.076	0.076	0.076	0.076	0.076	0.076	0.076	0.076	0.076	0.076	0.116	0.116	0.116	0.136	0.15	0.231	0.101	0.089	0.083	0.159	0.133	0.111	0.12	0.121	0.087	0.087
FLY	FLY	1933-6934	0.303	0.303	0.303	0.303	0.303	0.303	0.303	0.303	0.303	0.303	0.303	0.303	0.698	0.622	0.602	0.595	0.774	0.956	1.067	1.574	2.119	0.494	0.539	0.709	0.358	0.529	0.529
FOCAAL	FOCAAL-JOURNAL OF GLOBAL AND HISTORICAL ANTHROPOLOGY	0920-1297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.854	0.84	0.84
FOCUS AUTISM DEV DIS	FOCUS ON AUTISM AND OTHER DEVELOPMENTAL DISABILITIES	1088-3576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.423	0.6	0.734	0.701	0.983	0.875	0.758	0.758
FOLIA BIOL-KRAKOW	FOLIA BIOLOGICA-KRAKOW	0015-5497	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.184	0.116	0.101	0.154	0.165	0.136	0.186	0.182	0.143	0.164	0.148	0.171	0.129	0.141	0.091	0.091
FOLIA BIOL-PRAGUE	FOLIA BIOLOGICA	0015-5500	0.134	0.134	0.134	0.134	0.134	0.134	0.134	0.134	0.134	0.134	0.134	0.317	0.295	0.221	0.3	0.311	0.275	0.238	0.24	0.234	0.238	0.21	0.198	0.208	0.201	0.195	0.195
FOLIA GEOBOT	FOLIA GEOBOTANICA	1211-9520	0.527	0.527	0.527	0.527	0.527	0.527	0.527	0.527	0.527	0.527	0.527	0.442	0.474	0.49	0.561	0.52	0.466	0.493	0.545	0.395	0.431	0.454	0.402	0.402	0.398	0.337	0.337
FOLIA HISTOCHEM CYTO	FOLIA HISTOCHEMICA ET CYTOBIOLOGICA	0239-8508	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.269	0.332	0.305	0.301	0.295	0.258	0.24	0.238	0.282	0.294	0.305	0.273	0.335	0.228	0.209	0.209
FOLIA HORTIC	FOLIA HORTICULTURAE	0867-1761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.132	0.0	0.244	0.247	0.279	0.286	0.286
FOLIA LINGUIST	FOLIA LINGUISTICA	0165-4004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.366	0.253	0.198	0.201	0.426	0.529	0.458	0.458
FOLIA MICROBIOL	FOLIA MICROBIOLOGICA	0015-5632	0.156	0.156	0.156	0.156	0.156	0.156	0.156	0.156	0.156	0.156	0.156	0.165	0.164	0.199	0.223	0.222	0.275	0.255	0.286	0.358	0.328	0.357	0.357	0.388	0.383	0.408	0.408
FOLIA MORPHOL	FOLIA MORPHOLOGICA	0015-5659	0.139	0.139	0.139	0.139	0.139	0.139	0.139	0.139	0.139	0.139	0.139	0.139	0.139	0.139	0.139	0.139	0.139	0.139	0.116	0.112	0.149	0.145	0.177	0.212	0.219	0.246	0.246
FOLIA NEUROPATHOL	FOLIA NEUROPATHOLOGICA	1641-4640	0.213	0.213	0.213	0.213	0.213	0.213	0.213	0.213	0.213	0.213	0.213	0.243	0.245	0.242	0.206	0.248	0.317	0.293	0.321	0.27	0.279	0.255	0.282	0.324	0.281	0.389	0.389
FOLIA PARASIT	FOLIA PARASITOLOGICA	0015-5683	0.325	0.325	0.325	0.325	0.325	0.325	0.325	0.325	0.325	0.325	0.325	0.531	0.417	0.448	0.485	0.529	0.496	0.378	0.436	0.348	0.426	0.43	0.446	0.447	0.424	0.395	0.395
FOLIA PHONIATR LOGO	FOLIA PHONIATRICA ET LOGOPAEDICA	1021-7762	0.267	0.267	0.267	0.267	0.267	0.267	0.267	0.267	0.267	0.267	0.267	0.342	0.342	0.342	0.418	0.439	0.316	0.349	0.4	0.345	0.245	0.279	0.271	0.341	0.406	0.32	0.32
FOLIA PRIMATOL	FOLIA PRIMATOLOGICA	0015-5713	0.532	0.532	0.532	0.532	0.532	0.532	0.532	0.532	0.532	0.532	0.532	0.44	0.403	0.599	0.652	0.414	0.378	0.321	0.271	0.246	0.361	0.343	0.372	0.396	0.336	0.376	0.376
FOOD ADDIT CONTAM A	FOOD ADDITIVES AND CONTAMINANTS PART A-CHEMISTRY ANALYSIS CONTROL EXPOSURE & RISK ASSESSMENT	1944-0049	0.523	0.523	0.523	0.523	0.523	0.523	0.523	0.523	0.523	0.523	0.523	0.523	0.611	0.542	0.504	0.583	0.623	0.525	0.551	0.504	0.466	0.468	0.476	0.476	0.463	0.456	0.456
FOOD ADDIT CONTAM B	FOOD ADDITIVES & CONTAMINANTS PART B-SURVEILLANCE	1939-3210	0.228	0.228	0.228	0.228	0.228	0.228	0.228	0.228	0.228	0.228	0.228	0.228	0.228	0.133	0.246	0.253	0.286	0.201	0.27	0.328	0.336	0.366	0.446	0.492	0.456	0.441	0.441
FOOD AGR IMMUNOL	FOOD AND AGRICULTURAL IMMUNOLOGY	0954-0105	0.196	0.196	0.196	0.196	0.196	0.196	0.196	0.196	0.196	0.196	0.196	0.115	0.118	0.136	0.145	0.193	0.198	0.168	0.186	0.148	0.193	0.225	0.0	0.337	0.361	0.387	0.387
FOOD ANAL METHOD	FOOD ANALYTICAL METHODS	1936-9751	0.351	0.351	0.351	0.351	0.351	0.351	0.351	0.351	0.351	0.351	0.351	0.351	0.351	0.408	0.35	0.447	0.418	0.421	0.411	0.386	0.404	0.417	0.442	0.467	0.412	0.41	0.41
FOOD BIOPHYS	FOOD BIOPHYSICS	1557-1858	0.451	0.451	0.451	0.451	0.451	0.451	0.451	0.451	0.451	0.451	0.451	0.457	0.463	0.562	0.572	0.551	0.51	0.497	0.494	0.496	0.442	0.513	0.53	0.57	0.512	0.496	0.496
FOOD BIOPROCESS TECH	FOOD AND BIOPROCESS TECHNOLOGY	1935-5130	0.621	0.621	0.621	0.621	0.621	0.621	0.621	0.621	0.621	0.621	0.621	0.621	0.621	0.723	0.754	0.772	0.738	0.735	0.69	0.668	0.687	0.682	0.639	0.64	0.605	0.671	0.671
FOOD BIOPROD PROCESS	FOOD AND BIOPRODUCTS PROCESSING	0960-3085	0.219	0.219	0.219	0.219	0.219	0.219	0.219	0.219	0.219	0.219	0.219	0.186	0.277	0.279	0.416	0.473	0.573	0.683	0.728	0.662	0.664	0.645	0.658	0.65	0.666	0.618	0.618
FOOD BIOSCI	FOOD BIOSCIENCE	2212-4292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.598	0.0	0.586	0.667	0.677	0.638	0.638
FOOD BIOTECHNOL	FOOD BIOTECHNOLOGY	0890-5436	0.181	0.181	0.181	0.181	0.181	0.181	0.181	0.181	0.181	0.181	0.181	0.258	0.151	0.205	0.153	0.159	0.163	0.169	0.202	0.164	0.208	0.213	0.238	0.251	0.22	0.27	0.27
FOOD CHEM	FOOD CHEMISTRY	0308-8146	0.737	0.737	0.737	0.737	0.737	0.737	0.737	0.737	0.737	0.737	0.737	0.662	0.75	0.837	0.841	0.852	0.816	0.824	0.845	0.906	0.899	0.955	0.992	1.056	0.991	1.021	1.021
FOOD CHEM TOXICOL	FOOD AND CHEMICAL TOXICOLOGY	0278-6915	0.692	0.692	0.692	0.692	0.692	0.692	0.692	0.692	0.692	0.692	0.692	0.605	0.558	0.597	0.636	0.669	0.672	0.706	0.734	0.748	0.722	0.755	0.77	0.869	0.739	0.73	0.73
FOOD CHEM X	FOOD CHEMISTRY-X	2590-1575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.829	0.83	0.83
FOOD CONTROL	FOOD CONTROL	0956-7135	0.464	0.464	0.464	0.464	0.464	0.464	0.464	0.464	0.464	0.464	0.464	0.473	0.569	0.579	0.615	0.662	0.657	0.692	0.735	0.741	0.745	0.781	0.785	0.85	0.804	0.766	0.766
FOOD CULT SOC	FOOD CULTURE & SOCIETY	1552-8014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.335	0.171	0.293	0.289	0.485	0.482	0.43	0.43
FOOD DRUG LAW J	FOOD AND DRUG LAW JOURNAL	1064-590X	0.226	0.226	0.226	0.226	0.226	0.226	0.226	0.226	0.226	0.226	0.226	0.283	0.132	0.31	0.125	0.128	0.185	0.154	0.143	0.2	0.16	0.181	0.277	0.26	0.4	0.142	0.142
FOOD ENERGY SECUR	FOOD AND ENERGY SECURITY	2048-3694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.016	0.929	0.929
FOOD ENG REV	FOOD ENGINEERING REVIEWS	1866-7910	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.47	0.697	0.945	1.152	1.238	1.088	0.981	1.004	1.027	0.981	0.846	0.94	0.94
