Full Journal Title,JCR Abbreviated Title,ISSN,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,5-Year Impact Factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-life,Eigenfactor Score,Article Influence Score,% Articles in Citable Items,Average Journal Impact Factor Percentile,Normalized Eigenfactor
Asia Pacific Viewpoint,ASIA PAC VIEWP,1360-7456,817,1.839,1.696,2.007,0.635,52,7.6,8.3,0.000880,0.629,98.08,52.996,0.18581
Asian American Journal of Psychology,ASIAN AM J PSYCHOL,1948-1985,814,1.547,1.406,2.261,0.111,27,6.8,12.2,0.001150,0.735,100.00,36.429,0.24252
Asian and Pacific Migration Journal,ASIAN PAC MIGR J,0117-1968,517,1.333,1.238,1.300,0.048,21,9.3,8.6,0.000480,0.426,100.00,22.414,0.10099
Asian Biomedicine,ASIAN BIOMED,1905-7415,369,0.267,0.267,0.430,0.200,30,8.2,8.1,0.000220,0.086,76.67,0.357,0.04758
Asian Business & Management,ASIAN BUS MANAG,1472-4782,616,4.800,3.467,3.829,1.358,53,5.2,11.3,0.000410,0.578,98.11,60.322,0.08730
Asian Economic Journal,ASIAN ECON J,1351-3958,404,0.743,0.686,0.809,0.176,17,11.2,12.6,0.000200,0.224,100.00,11.273,0.04306
Asian Economic Papers,ASIAN ECON PAP,1535-3516,379,1.111,0.956,0.976,0.167,18,9.5,6.0,0.000280,0.221,100.00,23.740,0.05950
Asian Economic Policy Review,ASIAN ECON POLICY R,1832-8105,325,1.455,1.318,1.649,4.882,17,5.1,3.5,0.000320,0.553,94.12,34.085,0.06804
Asian Herpetological Research,ASIAN HERPETOL RES,2095-0357,381,1.827,1.654,1.412,0.105,38,5.1,12.8,0.000650,0.414,97.37,62.000,0.13669
ASIAN JOURNAL OF ANDROLOGY,ASIAN J ANDROL,1008-682X,"5,215",3.285,3.156,4.237,1.365,96,6.3,8.9,0.005030,0.879,76.04,64.097,1.05585
Asian Journal of Communication,ASIAN J COMMUN,0129-2986,815,1.839,1.806,1.817,0.286,28,7.6,9.7,0.001070,0.617,100.00,27.128,0.22499
ASIAN JOURNAL OF CONTROL,ASIAN J CONTROL,1561-8625,"4,324",3.452,2.071,2.721,0.870,391,3.5,6.7,0.004370,0.409,100.00,56.349,0.91561
Asian Journal of Criminology,ASIAN J CRIMINOL,1871-0131,340,2.297,2.081,2.101,0.393,28,5.5,10.0,0.000480,0.534,96.43,48.551,0.10258
Asian Journal of Mathematics,ASIAN J MATH,1093-6106,711,0.624,0.591,0.738,0.143,35,14.0,18.2,0.001740,0.808,100.00,13.489,0.36626
Asian Journal of Organic Chemistry,ASIAN J ORG CHEM,2193-5807,"4,464",3.319,3.204,2.772,0.888,285,2.9,7.2,0.007070,0.539,77.54,67.544,1.48165
Asian Journal of Pharmaceutical Sciences,ASIAN J PHARM SCI,1818-0876,"2,993",6.598,6.516,7.017,3.288,59,4.4,6.6,0.003000,0.968,61.02,91.818,0.63047
Asian Journal of Psychiatry,ASIAN J PSYCHIATR,1876-2018,"5,338",3.543,2.460,3.196,10.625,232,1.3,6.9,0.004290,0.639,88.36,53.526,0.90081
ASIAN JOURNAL OF SOCIAL PSYCHOLOGY,ASIAN J SOC PSYCHOL,1367-2223,"1,275",1.424,1.364,1.975,0.522,66,11.3,11.4,0.000900,0.557,100.00,17.692,0.18978
Asian Journal of Social Science,ASIAN J SOC SCI,1568-4849,367,0.660,0.660,0.904,0.043,23,8.8,10.8,0.000530,0.387,100.00,21.506,0.11284
Asian Journal of Surgery,ASIAN J SURG,1015-9584,"1,603",2.767,2.705,2.487,1.083,120,3.5,8.6,0.002180,0.561,83.33,60.142,0.45762
Asian Journal of Technology Innovation,ASIAN J TECHNOL INNO,1976-1597,413,1.314,0.886,1.655,0.387,62,5.7,10.2,0.000310,0.257,100.00,19.342,0.06605
ASIAN JOURNAL OF WOMENS STUDIES,ASIAN J WOMEN STUD,1225-9276,181,0.429,0.429,0.572,0.071,28,6.5,9.0,0.000310,0.225,100.00,14.773,0.06684
Asian Journal of WTO & International Health Law and Policy,ASIAN J WTO INT HEAL,1819-5164,86,0.611,0.556,0.542,0.412,17,Not Available,6.9,0.000180,0.211,94.12,9.613,0.03778
Asian Myrmecology,ASIAN MYRMECOL,1985-1944,107,0.500,0.500,0.742,Not Available,0,6.5,Not Available,0.000150,0.242,Not Available,6.373,0.03239
Asian Nursing Research,ASIAN NURS RES,1976-1317,"1,247",2.085,1.963,3.058,0.318,44,5.5,6.1,0.001570,0.686,93.18,59.357,0.32981
Asian Nursing Research,ASIAN NURS RES,1976-1317,"1,247",2.085,1.963,3.058,0.318,44,5.5,6.1,0.001570,0.686,93.18,59.357,0.32981
ASIAN PACIFIC JOURNAL OF ALLERGY AND IMMUNOLOGY,ASIAN PAC J ALLERGY,0125-877X,"1,359",2.310,2.282,1.813,12.139,36,4.4,6.2,0.000790,0.399,58.33,20.403,0.16614
Asian Pacific Journal of Tropical Biomedicine,ASIAN PAC J TROP BIO,2221-1691,"4,699",1.545,1.519,Not Available,0.288,66,6.6,7.1,0.003020,Not Available,92.42,32.609,0.63457
Asian Pacific Journal of Tropical Medicine,ASIAN PAC J TROP MED,1995-7645,"3,942",1.226,1.188,2.285,2.645,62,6.1,7.4,0.003110,0.396,77.42,20.165,0.65307
Asian Perspective,ASIAN PERSPECT-SEOUL,0258-9184,324,0.800,0.720,0.598,0.037,27,10.0,7.6,0.000320,0.237,92.59,16.489,0.06750
Asian Population Studies,ASIAN POPUL STUD,1744-1730,439,2.324,1.706,1.860,0.375,24,7.6,10.4,0.000400,0.454,100.00,50.000,0.08424
Asian Studies Review,ASIAN STUD REV,1035-7823,608,1.761,1.577,1.302,0.403,62,6.8,10.2,0.001090,0.621,100.00,80.729,0.23028
ASIAN SURVEY,ASIAN SURV,0004-4687,"1,759",0.774,0.684,0.782,0.075,67,15.9,6.0,0.001300,0.384,100.00,30.625,0.27388
Asian Women,ASIAN WOMEN,1225-925X,77,0.405,0.381,0.469,0.095,21,Not Available,9.5,0.000170,0.179,100.00,10.227,0.03704
ASIAN-AUSTRALASIAN JOURNAL OF ANIMAL SCIENCES,ASIAN AUSTRAL J ANIM,1011-2367,"8,041",2.509,2.364,2.604,0.822,213,7.5,10.7,0.005440,0.473,96.71,78.571,1.14097
Asian-Pacific Economic Literature,ASIAN-PAC ECON LIT,0818-9935,230,0.743,0.714,0.838,0.143,14,8.7,10.5,0.000160,0.203,92.86,11.273,0.03506
Asia-Pacific Education Researcher,ASIA-PAC EDUC RES,0119-5646,999,2.409,2.280,1.968,0.538,80,5.0,9.5,0.001410,0.489,100.00,54.356,0.29741
Asia-Pacific Journal of Accounting & Economics,ASIA-PAC J ACCOUNT E,1608-1625,417,1.384,1.274,1.342,0.228,101,5.6,12.9,0.000320,0.219,100.00,27.722,0.06911
Asia-Pacific Journal of Atmospheric Sciences,ASIA-PAC J ATMOS SCI,1976-7633,"1,127",2.100,1.970,2.262,0.944,90,6.1,9.9,0.001270,0.600,96.67,31.383,0.26646
Asia-Pacific Journal of Chemical Engineering,ASIA-PAC J CHEM ENG,1932-2135,"1,744",1.447,1.219,1.605,0.332,220,6.0,6.9,0.001180,0.232,99.55,26.923,0.24841
Asia-Pacific Journal of Clinical Oncology,ASIA-PAC J CLIN ONCO,1743-7555,"1,864",2.601,2.535,2.627,0.313,182,3.8,5.6,0.003580,0.679,81.87,17.975,0.75034
Asia-Pacific Journal of Financial Studies,ASIA-PAC J FINANC ST,2041-9945,352,1.113,1.032,1.096,0.286,28,5.9,12.4,0.000330,0.211,96.43,14.352,0.07091
Asia-Pacific Journal of Oncology Nursing,ASIA-PAC J ONCOL NUR,2347-5625,603,2.509,2.445,2.329,0.135,52,3.1,7.0,0.001400,0.567,90.38,80.490,0.29380
Asia-Pacific Journal of Oncology Nursing,ASIA-PAC J ONCOL NUR,2347-5625,603,2.509,2.445,2.329,0.135,52,3.1,7.0,0.001400,0.567,90.38,80.490,0.29380
ASIA-PACIFIC JOURNAL OF OPERATIONAL RESEARCH,ASIA PAC J OPER RES,0217-5959,706,1.109,1.030,1.186,0.200,55,6.4,10.2,0.000760,0.275,100.00,6.548,0.15949
Asia-Pacific Journal of Ophthalmology,ASIA-PAC J OPHTHALMO,****-****,"1,249",2.827,2.609,3.038,1.114,70,3.5,5.9,0.002930,0.842,45.71,54.032,0.61545
Asia-Pacific Journal of Public Health,ASIA-PAC J PUBLIC HE,1010-5395,"2,233",1.399,1.135,1.874,0.593,118,5.6,5.7,0.003520,0.502,92.37,15.533,0.73877
Asia-Pacific Journal of Public Health,ASIA-PAC J PUBLIC HE,1010-5395,"2,233",1.399,1.135,1.874,0.593,118,5.6,5.7,0.003520,0.502,92.37,15.533,0.73877
Asia-Pacific Journal of Teacher Education,ASIA-PAC J TEACH EDU,1359-866X,"1,135",1.645,1.355,2.390,0.800,65,7.7,8.6,0.001170,0.741,93.85,28.598,0.24629
Asia-Pacific Psychiatry,ASIA-PAC PSYCHIAT,1758-5864,774,2.538,2.462,2.364,0.984,61,5.3,7.2,0.001050,0.582,95.08,36.349,0.22095
Asia-Pacific Psychiatry,ASIA-PAC PSYCHIAT,1758-5864,774,2.538,2.462,2.364,0.984,61,5.3,7.2,0.001050,0.582,95.08,36.349,0.22095
Aslib Journal of Information Management,ASLIB J INFORM MANAG,2050-3806,609,1.903,1.742,2.343,0.143,56,3.9,7.0,0.001300,0.596,96.43,35.810,0.27381
Aslib Journal of Information Management,ASLIB J INFORM MANAG,2050-3806,609,1.903,1.742,2.343,0.143,56,3.9,7.0,0.001300,0.596,96.43,35.810,0.27381
ASN Neuro,ASN NEURO,1759-0914,"1,176",4.146,4.073,4.084,1.069,29,6.5,8.8,0.001120,0.915,82.76,60.623,0.23479
ASSAY AND DRUG DEVELOPMENT TECHNOLOGIES,ASSAY DRUG DEV TECHN,1540-658X,"1,411",1.738,1.631,1.743,0.311,45,7.0,6.5,0.000950,0.436,95.56,14.364,0.20111
ASSEMBLY AUTOMATION,ASSEMBLY AUTOM,0144-5154,"1,158",1.256,1.076,1.667,0.352,54,6.7,7.0,0.000810,0.264,100.00,14.421,0.17066
Assessing Writing,ASSESS WRIT,1075-2935,783,2.353,1.824,2.694,0.357,28,6.8,10.5,0.001080,0.951,96.43,67.931,0.22784
ASSESSMENT,ASSESSMENT,1073-1911,"7,251",4.667,4.359,5.000,1.510,255,8.8,11.0,0.007090,1.705,98.04,82.824,1.48608
Assessment & Evaluation in Higher Education,ASSESS EVAL HIGH EDU,0260-2938,"5,479",4.984,3.595,4.585,1.426,169,7.8,8.3,0.004300,0.980,96.45,93.750,0.90286
Assessment in Education-Principles Policy & Practice,ASSESS EDUC,0969-594X,"1,382",2.656,2.344,3.633,1.710,31,9.0,9.9,0.001600,1.217,100.00,61.932,0.33597
Assistenza Infermieristica e Ricerca,ASSIST INFERM RIC,1592-5986,151,0.804,0.627,0.564,0.300,20,5.3,3.9,0.000120,0.085,95.00,6.911,0.02572
Assistenza Infermieristica e Ricerca,ASSIST INFERM RIC,1592-5986,151,0.804,0.627,0.564,0.300,20,5.3,3.9,0.000120,0.085,95.00,6.911,0.02572
ASSISTIVE TECHNOLOGY,ASSIST TECHNOL,1040-0435,"1,026",2.431,2.308,2.340,0.676,71,8.2,9.2,0.000750,0.497,95.77,65.541,0.15759
AStA-Advances in Statistical Analysis,ASTA-ADV STAT ANAL,1863-8171,501,1.160,1.080,1.289,0.293,40,8.0,11.0,0.000630,0.542,100.00,35.600,0.13326
ASTERISQUE,ASTERISQUE,0303-1179,"1,942",1.518,1.500,1.378,0.442,43,24.1,19.3,0.002950,1.837,100.00,78.636,0.61835
Astin Bulletin,ASTIN BULL,0515-0361,"1,167",1.479,1.260,1.615,0.343,35,13.4,12.1,0.001100,0.689,100.00,35.401,0.23173
Astin Bulletin,ASTIN BULL,0515-0361,"1,167",1.479,1.260,1.615,0.343,35,13.4,12.1,0.001100,0.689,100.00,35.401,0.23173
ASTROBIOLOGY,ASTROBIOLOGY,1531-1074,"4,963",4.335,3.621,4.815,1.475,122,6.9,10.7,0.005570,1.253,95.08,76.263,1.16814
ASTRONOMICAL JOURNAL,ASTRON J,0004-6256,"40,358",6.263,4.808,5.372,1.766,569,10.9,7.4,0.045320,1.821,100.00,87.500,9.49556
ASTRONOMISCHE NACHRICHTEN,ASTRON NACHR,0004-6337,"2,010",0.676,0.622,0.983,0.391,92,9.0,10.2,0.002250,0.346,98.91,9.559,0.47335
ASTRONOMY & ASTROPHYSICS,ASTRON ASTROPHYS,0004-6361,"140,072",5.802,3.962,5.203,2.108,"2,133",8.2,8.5,0.144770,1.507,100.00,83.088,30.33234
ASTRONOMY & GEOPHYSICS,ASTRON GEOPHYS,1366-8781,289,0.549,0.490,0.468,0.121,33,11.1,13.9,0.000260,0.152,100.00,2.858,0.05608
ASTRONOMY AND ASTROPHYSICS REVIEW,ASTRON ASTROPHYS REV,0935-4956,"2,048",25.357,25.071,17.541,7.000,7,7.8,8.6,0.003280,8.624,0.00,97.794,0.68837
Astronomy and Computing,ASTRON COMPUT,2213-1337,796,1.927,1.813,2.732,0.739,46,4.7,8.4,0.002500,0.988,97.83,33.837,0.52435
ASTRONOMY LETTERS-A JOURNAL OF ASTRONOMY AND SPACE ASTROPHYSICS,ASTRON LETT+,1063-7737,"1,321",1.384,1.130,1.055,0.308,78,10.5,11.1,0.001140,0.303,100.00,25.735,0.23927
ASTRONOMY REPORTS,ASTRON REP+,1063-7729,"1,908",0.980,0.706,0.925,0.319,94,15.5,11.3,0.001280,0.246,100.00,15.441,0.26844
ASTROPARTICLE PHYSICS,ASTROPART PHYS,0927-6505,"3,396",2.724,2.575,2.594,1.347,49,8.7,8.7,0.003780,0.838,100.00,56.757,0.79217
Astrophysical Bulletin,ASTROPHYS BULL,1990-3413,445,1.109,0.674,1.050,0.413,46,4.8,11.1,0.000540,0.220,100.00,18.382,0.11418
ASTROPHYSICAL JOURNAL,ASTROPHYS J,0004-637X,"275,758",5.874,4.106,5.460,1.629,"3,033",10.1,8.4,0.240580,1.535,100.00,86.029,50.40448
Astrophysical Journal Letters,ASTROPHYS J LETT,2041-8205,"39,695",7.413,6.719,6.825,2.792,722,5.2,6.3,0.080110,2.620,100.00,88.971,16.78401
ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES,ASTROPHYS J SUPPL S,0067-0049,"31,285",8.136,7.669,8.591,4.771,279,9.2,9.3,0.035160,3.302,100.00,91.912,7.36706
ASTROPHYSICS,ASTROPHYSICS+,0571-7256,448,0.717,0.511,0.655,0.185,54,9.8,13.2,0.000360,0.151,100.00,12.500,0.07740
ASTROPHYSICS AND SPACE SCIENCE,ASTROPHYS SPACE SCI,0004-640X,"8,010",1.830,1.697,1.661,0.516,186,8.6,11.5,0.006810,0.431,95.16,37.500,1.42824
ASYMPTOTIC ANALYSIS,ASYMPTOTIC ANAL,0921-7134,"1,065",0.989,0.936,1.037,0.418,67,12.4,13.0,0.001790,0.645,100.00,29.245,0.37564
AT-Automatisierungstechnik,AT-AUTOM,0178-2312,324,0.547,0.465,0.451,0.113,80,5.4,8.3,0.000340,0.087,100.00,2.381,0.07309
Atencion Primaria,ATEN PRIM,0212-6567,"1,451",1.137,0.835,1.396,1.092,76,8.2,6.8,0.000870,0.257,97.37,15.853,0.18433
ATHEROSCLEROSIS,ATHEROSCLEROSIS,0021-9150,"27,929",5.162,4.930,5.260,1.577,274,7.9,7.4,0.028370,1.442,86.13,74.651,5.94583
ATHEROSCLEROSIS SUPPLEMENTS,ATHEROSCLEROSIS SUPP,1567-5688,849,3.235,3.176,2.944,0.000,11,6.4,4.0,0.001080,0.735,100.00,51.538,0.22666
ATLA-ALTERNATIVES TO LABORATORY ANIMALS,ATLA-ALTERN LAB ANIM,0261-1929,"1,047",1.303,1.212,1.449,1.158,19,14.7,6.7,0.000310,0.284,68.42,11.071,0.06553
ATLANTIC GEOLOGY,ATL GEOL,0843-5561,207,0.367,0.300,0.784,0.000,12,12.6,26.2,0.000190,0.250,100.00,5.208,0.03987
Atlantis-Journal of the Spanish Association of Anglo-American Studies,ATLANTIS-SPAIN,0210-6124,95,0.359,0.333,0.293,0.043,23,Not Available,14.8,0.000340,0.336,100.00,12.176,0.07185
ATMOSFERA,ATMOSFERA,0187-6236,696,1.128,1.106,2.185,0.375,24,7.4,11.2,0.000530,0.438,100.00,10.106,0.11241
Atmosphere,ATMOSPHERE-BASEL,****-****,"6,513",2.686,2.249,2.848,0.719,"1,358",2.3,8.4,0.011630,0.626,96.10,41.889,2.43856
ATMOSPHERE-OCEAN,ATMOS OCEAN,0705-5900,"1,461",2.058,1.962,1.698,0.208,24,14.6,10.4,0.000820,0.537,95.83,35.487,0.17251
ATMOSPHERIC CHEMISTRY AND PHYSICS,ATMOS CHEM PHYS,1680-7316,"61,280",6.133,4.707,6.546,1.412,827,6.4,8.1,0.072960,1.666,99.76,87.191,15.28746
ATMOSPHERIC ENVIRONMENT,ATMOS ENVIRON,1352-2310,"68,466",4.798,4.304,5.295,1.291,609,9.7,7.8,0.039980,1.073,99.01,76.017,8.37779
Atmospheric Measurement Techniques,ATMOS MEAS TECH,1867-1381,"12,203",4.176,3.356,4.077,1.040,376,4.9,9.2,0.019720,1.083,99.73,70.745,4.13295
Atmospheric Pollution Research,ATMOS POLLUT RES,1309-1042,"4,254",4.352,4.033,4.284,1.117,247,3.7,7.6,0.005260,0.725,98.38,68.431,1.10205
ATMOSPHERIC RESEARCH,ATMOS RES,0169-8095,"16,017",5.369,4.631,5.458,1.858,367,5.5,8.4,0.017140,1.150,98.64,83.511,3.59119
Atmospheric Science Letters,ATMOS SCI LETT,1530-261X,"1,898",2.415,2.358,2.330,0.719,64,6.8,8.3,0.002920,0.814,100.00,39.894,0.61318
ATOMIC DATA AND NUCLEAR DATA TABLES,ATOM DATA NUCL DATA,0092-640X,"3,046",2.623,2.453,3.611,0.500,22,25.1,21.0,0.001510,1.366,95.45,60.669,0.31820
ATOMIC ENERGY,ATOM ENERGY+,1063-4258,762,0.298,0.178,0.313,0.021,96,11.6,11.5,0.000510,0.075,100.00,10.294,0.10883
ATOMIC SPECTROSCOPY,ATOM SPECTROSC,0195-5373,506,2.042,1.803,1.167,0.556,36,6.8,9.0,0.000360,0.196,97.22,47.674,0.07604
ATOMIZATION AND SPRAYS,ATOMIZATION SPRAY,1044-5110,"1,582",0.819,0.714,1.407,0.231,39,10.7,11.1,0.001100,0.390,100.00,10.409,0.23130
ATTACHMENT & HUMAN DEVELOPMENT,ATTACH HUM DEV,1461-6734,"2,782",3.833,3.227,3.709,1.064,94,9.4,12.6,0.001570,0.930,100.00,75.000,0.33097
Attention Perception & Psychophysics,ATTEN PERCEPT PSYCHO,1943-3921,"5,396",2.199,1.753,2.310,0.658,366,6.3,12.9,0.008940,0.872,99.73,36.281,1.87405
Attention Perception & Psychophysics,ATTEN PERCEPT PSYCHO,1943-3921,"5,396",2.199,1.753,2.310,0.658,366,6.3,12.9,0.008940,0.872,99.73,36.281,1.87405
ATW-INTERNATIONAL JOURNAL FOR NUCLEAR POWER,ATW-INT J NUCL POWER,1431-5254,73,0.109,0.101,0.095,0.020,50,Not Available,10.4,0.000120,0.031,98.00,4.412,0.02528
AUDIOLOGY AND NEURO-OTOLOGY,AUDIOL NEURO-OTOL,1420-3030,"2,463",1.854,1.805,3.080,0.425,40,9.7,9.5,0.002590,1.057,87.50,30.311,0.54268
AUDITING-A JOURNAL OF PRACTICE & THEORY,AUDITING-J PRACT TH,0278-0380,"3,902",2.864,2.593,5.128,0.344,32,9.9,10.3,0.003010,1.625,100.00,60.648,0.63091
Augmentative and Alternative Communication,AUGMENT ALTERN COMM,0743-4618,"1,308",2.214,1.821,3.038,0.409,22,8.5,10.0,0.000880,0.656,95.45,52.365,0.18538
Augmentative and Alternative Communication,AUGMENT ALTERN COMM,0743-4618,"1,308",2.214,1.821,3.038,0.409,22,8.5,10.0,0.000880,0.656,95.45,52.365,0.18538
AUK,AUK,0004-8038,"6,656",2.188,2.068,2.442,0.900,50,19.3,12.6,0.002760,0.817,98.00,87.500,0.57824
AURIS NASUS LARYNX,AURIS NASUS LARYNX,0385-8146,"3,158",1.863,1.795,1.907,0.658,149,6.7,9.9,0.003610,0.501,92.62,42.045,0.75835
AUSTRAL ECOLOGY,AUSTRAL ECOL,1442-9985,"5,086",2.082,1.840,2.026,0.619,147,12.9,11.1,0.002620,0.508,98.64,37.048,0.54918
Austral Entomology,AUSTRAL ENTOMOL,2052-1758,488,1.667,1.403,1.528,0.256,82,3.1,12.9,0.001010,0.371,81.71,53.431,0.21367
AUSTRAL JOURNAL OF VETERINARY SCIENCES,AUSTRAL J VET SCI,0719-8000,77,0.870,0.870,0.950,0.056,18,Not Available,12.4,0.000160,0.204,100.00,30.479,0.03528
Australasian Emergency Care,AUSTRALAS EMERG CARE,****-****,93,1.283,1.183,1.283,0.390,41,Not Available,6.5,0.000190,0.310,87.80,25.429,0.04012
Australasian Emergency Care,AUSTRALAS EMERG CARE,****-****,93,1.283,1.183,1.283,0.390,41,Not Available,6.5,0.000190,0.310,87.80,25.429,0.04012
AUSTRALASIAN JOURNAL OF DERMATOLOGY,AUSTRALAS J DERMATOL,0004-8380,"2,451",2.875,2.636,2.306,1.227,154,5.9,7.1,0.002530,0.541,79.22,49.265,0.53010
Australasian Journal of Early Childhood,AUST J EARLY CHILD,1836-9391,739,0.860,0.649,1.090,0.205,39,8.1,7.3,0.000530,0.247,92.31,7.386,0.11194
Australasian Journal of Educational Technology,AUSTRALAS J EDUC TEC,1449-3098,"2,096",3.067,2.783,3.507,0.712,59,6.6,7.3,0.002300,0.837,96.61,71.402,0.48390
Australasian Journal of Environmental Management,AUSTRALAS J ENV MAN,1448-6563,468,1.833,1.563,1.597,0.440,25,6.4,8.1,0.000450,0.357,100.00,12.400,0.09539
AUSTRALASIAN JOURNAL ON AGEING,AUSTRALAS J AGEING,1440-6381,"1,687",2.111,1.837,2.271,0.559,161,6.1,6.9,0.001840,0.547,90.06,26.323,0.38672
AUSTRALASIAN JOURNAL ON AGEING,AUSTRALAS J AGEING,1440-6381,"1,687",2.111,1.837,2.271,0.559,161,6.1,6.9,0.001840,0.547,90.06,26.323,0.38672
Australasian Orthodontic Journal,AUSTRALAS ORTHOD J,2207-7472,22,0.226,0.208,0.241,0.038,26,Not Available,13.7,0.000070,0.088,84.62,1.648,0.01504
AUSTRALASIAN PHYSICAL & ENGINEERING SCIENCES IN MEDICINE,AUSTRALAS PHYS ENG S,0158-9938,"1,022",1.430,1.430,1.467,Not Available,0,5.3,Not Available,0.001180,0.277,Not Available,12.778,0.24798
AUSTRALASIAN PLANT PATHOLOGY,AUSTRALAS PLANT PATH,0815-3191,"2,424",1.599,1.518,1.708,0.273,88,10.8,12.5,0.001320,0.375,94.32,39.362,0.27785
Australasian Psychiatry,AUSTRALAS PSYCHIATRY,1039-8562,"1,836",1.369,1.129,1.362,0.476,191,5.8,6.6,0.002240,0.343,93.72,14.816,0.46955
Australasian Psychiatry,AUSTRALAS PSYCHIATRY,1039-8562,"1,836",1.369,1.129,1.362,0.476,191,5.8,6.6,0.002240,0.343,93.72,14.816,0.46955
AUSTRALIAN & NEW ZEALAND JOURNAL OF OBSTETRICS & GYNAECOLOGY,AUST NZ J OBSTET GYN,0004-8666,"3,734",2.100,1.828,2.356,0.847,189,8.8,6.8,0.003570,0.682,93.12,29.518,0.74850
AUSTRALIAN & NEW ZEALAND JOURNAL OF STATISTICS,AUST NZ J STAT,1369-1473,809,0.640,0.640,0.947,0.192,26,15.3,14.6,0.000630,0.465,100.00,5.200,0.13252
Australian Aboriginal Studies,AUST ABORIG STUD,0729-4352,291,0.542,0.458,0.826,0.600,5,11.3,8.8,0.000220,0.318,100.00,13.068,0.04726
Australian Accounting Review,AUST ACCOUNT REV,1035-6908,"1,081",2.112,1.944,2.227,1.107,28,7.8,10.0,0.000640,0.348,100.00,42.130,0.13583
AUSTRALIAN AND NEW ZEALAND JOURNAL OF CRIMINOLOGY,AUST NZ J CRIMINOL,0004-8658,"1,040",2.339,2.161,2.086,0.778,36,9.7,7.8,0.000960,0.616,100.00,50.000,0.20186
Australian and New Zealand Journal of Family Therapy,AUST NZ J FAM THER,0814-723X,469,0.921,0.841,0.967,0.429,21,7.7,11.7,0.000410,0.225,95.24,13.830,0.08749
AUSTRALIAN AND NEW ZEALAND JOURNAL OF PSYCHIATRY,AUST NZ J PSYCHIAT,0004-8674,"8,920",5.744,5.286,6.049,1.765,102,9.6,7.2,0.008520,1.922,83.33,84.717,1.78694
AUSTRALIAN AND NEW ZEALAND JOURNAL OF PSYCHIATRY,AUST NZ J PSYCHIAT,0004-8674,"8,920",5.744,5.286,6.049,1.765,102,9.6,7.2,0.008520,1.922,83.33,84.717,1.78694
AUSTRALIAN AND NEW ZEALAND JOURNAL OF PUBLIC HEALTH,AUST NZ J PUBL HEAL,1326-0200,"4,426",2.939,2.756,2.959,1.040,75,8.9,5.7,0.004780,0.916,97.33,61.658,1.00151
AUSTRALIAN AND NEW ZEALAND JOURNAL OF PUBLIC HEALTH,AUST NZ J PUBL HEAL,1326-0200,"4,426",2.939,2.756,2.959,1.040,75,8.9,5.7,0.004780,0.916,97.33,61.658,1.00151
AUSTRALIAN ARCHAEOLOGY,AUST ARCHAEOL,0312-2417,573,1.326,1.000,1.696,0.231,26,9.6,16.6,0.000530,0.561,100.00,48.295,0.11139
Australian Critical Care,AUST CRIT CARE,1036-7314,"1,194",2.737,2.491,3.096,1.532,77,4.2,7.5,0.001790,0.832,83.12,67.671,0.37527
Australian Critical Care,AUST CRIT CARE,1036-7314,"1,194",2.737,2.491,3.096,1.532,77,4.2,7.5,0.001790,0.832,83.12,67.671,0.37527
AUSTRALIAN DENTAL JOURNAL,AUST DENT J,0045-0421,"3,723",2.291,2.162,2.672,0.701,67,9.8,8.4,0.002190,0.607,86.57,41.209,0.45969
AUSTRALIAN ECONOMIC HISTORY REVIEW,AUST ECON HIST REV,0004-8992,213,0.667,0.633,0.685,0.474,19,11.6,18.9,0.000310,0.420,100.00,22.825,0.06611
AUSTRALIAN ECONOMIC PAPERS,AUST ECON PAP,0004-900X,493,1.346,1.192,1.398,0.163,49,12.3,11.4,0.000280,0.249,100.00,31.698,0.06058
Australian Economic Review,AUST ECON REV,0004-9018,549,0.747,0.633,0.802,0.146,41,8.5,8.0,0.000490,0.237,100.00,11.538,0.10341
AUSTRALIAN EDUCATIONAL RESEARCHER,AUST EDUC RES,0311-6999,"1,000",2.235,1.914,2.450,0.641,78,6.6,8.8,0.001290,0.737,94.87,48.295,0.27197
Australian Endodontic Journal,AUST ENDOD J,1329-1947,712,1.659,1.505,2.238,0.490,98,5.9,8.9,0.000570,0.393,92.86,15.934,0.12115
AUSTRALIAN FEMINIST STUDIES,AUST FEMINIST STUD,0816-4649,588,0.902,0.836,1.595,0.105,18,7.3,8.3,0.001200,0.789,100.00,26.136,0.25203
AUSTRALIAN FORESTRY,AUST FORESTRY,0004-9158,786,1.900,1.740,1.763,2.095,21,11.6,9.6,0.000510,0.374,100.00,52.985,0.10889
AUSTRALIAN GEOGRAPHER,AUST GEOGR,0004-9182,"1,206",1.932,1.644,1.913,1.091,32,11.5,6.9,0.000870,0.574,100.00,26.471,0.18436
Australian Health Review,AUST HEALTH REV,0156-5788,"2,253",1.990,1.807,1.909,0.573,164,6.5,6.2,0.002530,0.497,92.07,22.843,0.53165
Australian Health Review,AUST HEALTH REV,0156-5788,"2,253",1.990,1.807,1.909,0.573,164,6.5,6.2,0.002530,0.497,92.07,22.843,0.53165
Australian Journal of Adult Learning,AUST J ADULT LEARN,1443-1394,334,0.923,0.718,1.339,0.048,21,7.2,11.7,0.000400,0.364,100.00,8.523,0.08568
